Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
8,"Baosic, Jovana",Sr,MB,6-0,114,,114,32.0,31.0,199,90,529,0.20600000000000002,11.0,16.0,16.0,51,,8.0,52.0,13.0,249.0,,,
2,"Welsch, Olivia",Jr,L,5-7,114,,114,32.0,2.0,0,1,13,-0.077,23.0,16.0,11.0,200,22.0,,,,16.0,1.0,,
12,"Nieto, Adriana",Sr,DS,5-6,109,,109,30.0,,1,2,8,-0.125,91.0,17.0,35.0,523,31.0,,,,18.0,1.0,,
1,"Benson, Liz",Jr,S,6-0,107,,107,32.0,20.0,24,7,80,0.212,544.0,18.0,27.0,204,1.0,4.0,11.0,2.0,51.5,43.0,,
17,"Greenfield, Makayla",Fr,S,5-9,101,,101,31.0,16.0,132,94,514,0.07400000000000001,6.0,1.0,2.0,48,2.0,,20.0,5.0,143.0,1.0,,
3,"Nwosu, Udo",Fr,OH,5-8,93,,93,30.0,22.0,153,151,650,0.003,4.0,3.0,7.0,64,19.0,1.0,17.0,5.0,165.5,,,
19,"Soistman, Marissa",Fr,S,6-0,88,,88,25.0,14.0,25,12,73,0.17800000000000002,367.0,11.0,15.0,113,,,9.0,1.0,40.5,10.0,,
5,"Krachenfels, Emily",Sr,S,5-6,85,,85,30.0,14.0,78,68,361,0.027999999999999997,7.0,14.0,16.0,97,10.0,1.0,8.0,2.0,97.0,,,
6,"Markaki, Marina",Fr,MB,6-0,84,,84,27.0,23.0,100,48,298,0.174,6.0,,,14,1.0,12.0,47.0,3.0,135.5,1.0,,
14,"Busler, Madi",Jr,OH,5-11,83,,83,25.0,22.0,210,145,678,0.096,12.0,23.0,40.0,184,36.0,2.0,18.0,3.0,244.0,1.0,,
18,"Diaz, Alana",Jr,L,5-4,57,,57,21.0,2.0,7,11,42,-0.095,10.0,14.0,24.0,83,10.0,,,,21.0,,,
7,"Mandic, Iva",Sr,OH,6-2,54,,54,17.0,14.0,107,86,409,0.051,2.0,1.0,,22,5.0,4.0,22.0,1.0,123.0,,,
13,"Olson, Lille",Fr,RS,5-9,53,,53,24.0,3.0,87,75,293,0.040999999999999995,2.0,,,15,2.0,,18.0,5.0,96.0,,,
10,"Dungan, Michaela",Fr,MB,6-0,39,,39,17.0,9.0,35,24,125,0.08800000000000001,1.0,,,3,2.0,6.0,21.0,5.0,51.5,,,
16,"Galdamez, Estefany",Fr,L,5-2,3,,3,3.0,,0,0,0,,,,1.0,2,,,,,,,,
-,TEAM,-,-,-,-,-,41,24.0,,0,0,7,0.0,2.0,1.0,1.0,2,35.0,,,,1.0,,,
-,Totals,-,-,-,-,-,115,,,1158,814,4080,0.084,1088.0,135.0,195.0,1625,176.0,38.0,243.0,45.0,1452.5,58.0,,
-,Opponent Totals,-,-,-,-,-,115,,,1398,523,3785,0.231,1309.0,176.0,272.0,1776,135.0,60.0,490.0,50.0,1879.0,30.0,,
