Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
9,"Halverson, Emily",So,MH,6-3,111,,111,29.0,29.0,192,73,522,0.228,5.0,8.0,14.0,50.0,4.0,21.0,85.0,10.0,263.5,1.0,,
7,"Klos, Abbi",Jr,DS,5-6,111,,111,29.0,2.0,0,2,8,-0.25,55.0,22.0,9.0,438.0,24.0,,,,22.0,1.0,,
16,"Hegerle, Kalli",Fr,S,6-0,111,,111,29.0,29.0,79,42,243,0.152,1001.0,23.0,27.0,255.0,3.0,9.0,54.0,13.0,138.0,18.0,,
13,"Bachmeier, Alexis",So,OH,5-9,110,,110,29.0,29.0,249,147,882,0.11599999999999999,18.0,23.0,15.0,318.0,27.0,4.0,55.0,6.0,303.5,1.0,,
2,"Mauch, Allie",So,OH,6-1,110,,110,29.0,26.0,290,156,815,0.16399999999999998,5.0,,,78.0,1.0,4.0,48.0,12.0,318.0,3.0,,
12,"Hanger, Kaylee",Fr,L/DS,5-8,105,,105,29.0,1.0,3,5,22,-0.091,31.0,23.0,11.0,292.0,25.0,,,,26.0,,,
5,"Burke, Mckenzie",Sr,OH,5-11,99,,99,26.0,25.0,262,167,963,0.099,14.0,25.0,22.0,238.0,39.0,3.0,26.0,,303.0,,,
8,"Lien, Bella",So,MH,6-2,99,,99,29.0,27.0,84,35,264,0.18600000000000003,4.0,,,31.0,,18.0,79.0,13.0,141.5,1.0,,
6,"Erickson, Alex",Jr,OH,5-10,55,,55,26.0,2.0,19,12,76,0.092,5.0,4.0,8.0,64.0,12.0,,1.0,,23.5,,,
11,"Schaffer, Paige",Fr,L/DS,5-2,47,,47,20.0,,1,1,2,0.0,3.0,10.0,12.0,22.0,,,,,11.0,,,
10,"Steffen, Maggie",Fr,OH,5-10,31,,31,16.0,2.0,25,23,138,0.013999999999999999,2.0,3.0,4.0,37.0,2.0,,1.0,2.0,28.5,,,
4,"Murphy, Ally",Fr,OH,5-11,28,,28,16.0,,20,8,63,0.19,3.0,2.0,5.0,15.0,2.0,1.0,2.0,,24.0,,,
1,"Tidd, Kirstin",Fr,MH,6-1,28,,28,13.0,2.0,22,13,55,0.16399999999999998,,,,1.0,1.0,1.0,16.0,1.0,31.0,,,
-,TEAM,-,-,-,-,-,16,13.0,,0,0,0,,,,,,15.0,,,,,,,
-,Totals,-,-,-,-,-,111,,,1246,684,4053,0.139,1146.0,143.0,127.0,1839.0,155.0,61.0,367.0,57.0,1633.5,25.0,,
-,Opponent Totals,-,-,-,-,-,111,,,1536,616,4226,0.218,1420.0,155.0,223.0,1864.0,143.0,59.0,330.0,51.0,1915.0,36.0,,
