Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
12,"Hughes, Anne",Jr,DS,5-7,112,,112,31.0,,4,1,10,0.3,96.0,19.0,18.0,574.0,30.0,,,1.0,23.0,,,
16,"Runge, Maggie",Jr,MH,6-1,109,,109,31.0,30.0,185,65,481,0.249,4.0,2.0,3.0,20.0,1.0,7.0,105.0,11.0,246.5,1.0,,
9,"Chandler, Bailey",Fr,S,5-8,107,,107,31.0,21.0,14,9,48,0.10400000000000001,591.0,9.0,19.0,197.0,2.0,1.0,3.0,2.0,25.5,32.0,,
15,"Bailey, Laurel",So,OH,6-0,107,,107,31.0,29.0,311,150,1057,0.152,21.0,25.0,33.0,326.0,32.0,1.0,35.0,8.0,354.5,2.0,,
8,"Cunningham, Madison",So,L/DS,5-8,103,,103,31.0,8.0,0,2,10,-0.2,12.0,16.0,14.0,227.0,9.0,,,,16.0,,,
20,"Sommer, Katie",Jr,RS,6-0,103,,103,31.0,18.0,198,86,637,0.17600000000000002,4.0,,,45.0,,1.0,45.0,4.0,221.5,,,
11,"Knight, Abby",Sr,MH,6-2,102,,102,30.0,26.0,118,25,352,0.264,4.0,11.0,4.0,53.0,,4.0,68.0,4.0,167.0,,,
7,"Smith, Taylor",Sr,OH,6-0,71,,71,22.0,20.0,159,66,569,0.163,228.0,19.0,16.0,223.0,7.0,5.0,37.0,2.0,201.5,11.0,5.0,
23,"Michael, Kylie",Fr,OH,6-0,68,,68,22.0,10.0,132,60,510,0.141,1.0,9.0,13.0,115.0,23.0,1.0,25.0,3.0,154.5,2.0,,
14,"Furlin, Gina",Jr,S,5-11,42,,42,15.0,9.0,2,2,6,0.0,205.0,12.0,9.0,85.0,,,,,14.0,7.0,,
21,"May, Lexi",Jr,MH,6-5,39,,39,16.0,2.0,44,15,177,0.16399999999999998,,,,13.0,,1.0,28.0,1.0,59.0,,,
17,"Sieg, Hannah",Fr,MH,6-1,33,,33,17.0,6.0,12,12,64,0.0,1.0,,,2.0,1.0,3.0,23.0,5.0,26.5,1.0,,
19,"Allen, Danielle",Fr,RS,5-8,33,,33,15.0,3.0,51,24,154,0.175,4.0,,,27.0,4.0,1.0,9.0,1.0,56.5,,,
2,"Matusik, Morgan",Jr,OH,6-0,31,,31,14.0,4.0,61,29,202,0.158,1.0,4.0,3.0,20.0,9.0,,8.0,,69.0,,,
10,"Jager, Breanna",Jr,S,5-10,15,,15,10.0,,0,2,5,-0.4,41.0,3.0,3.0,19.0,,,,,3.0,11.0,,
5,"Kirchmer, Caroline",So,RS,6-1,4,,4,4.0,,0,0,3,0.0,1.0,,,,,,,,,,,
25,"Steffen, Lynsey",Fr,DS,5-10,4,,4,3.0,,1,0,2,0.5,,,1.0,3.0,2.0,,,,1.0,,,
-,TEAM,-,-,-,-,-,24,14.0,,0,1,1,-1.0,,,,,18.0,,,,,,,
-,Totals,-,-,-,-,-,112,,,1292,549,4288,0.17300000000000001,1214.0,129.0,136.0,1949.0,138.0,25.0,386.0,42.0,1639.0,67.0,,
-,Opponent Totals,-,-,-,-,-,112,,,1586,649,4504,0.20800000000000002,1503.0,138.0,207.0,2150.0,129.0,34.0,340.0,39.0,1928.0,38.0,,
