Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
1,"Lawler, Madison",So,L,5-7,127,,127,32.0,,2,2,13,0.0,50.0,30.0,32.0,402.0,30.0,,,,32.0,,,
6,"Grandy, Kylie",Sr,OH,5-11,126,,126,32.0,32.0,530,225,1403,0.217,39.0,41.0,40.0,311.0,27.0,10.0,24.0,2.0,593.0,3.0,,
12,"Repsher, Catherine",Jr,OH,6-1,126,,126,32.0,31.0,315,116,658,0.302,7.0,31.0,55.0,57.0,1.0,22.0,102.0,16.0,419.0,1.0,,
2,"Bell, Sarah",Sr,S,5-10,125,,125,32.0,32.0,91,28,260,0.242,1328.0,20.0,19.0,374.0,2.0,9.0,37.0,6.0,138.5,19.0,,
4,"Coombs, Alexis",Sr,OH,6-1,124,,124,32.0,32.0,263,69,541,0.359,6.0,,1.0,15.0,,31.0,96.0,8.0,342.0,1.0,,
20,"Marshall, Chandler",So,OH,5-9,123,,123,32.0,17.0,259,131,653,0.196,14.0,5.0,16.0,128.0,21.0,10.0,56.0,8.0,302.0,,,
9,"Berry, Ashley",Jr,OH,5-10,115,,115,30.0,6.0,216,108,648,0.16699999999999998,5.0,,,45.0,,16.0,80.0,2.0,272.0,1.0,,
5,"GARRAWAY, Kellie",Fr,,-,109,,109,31.0,19.0,2,3,12,-0.083,61.0,16.0,14.0,216.0,25.0,,,,18.0,,,
11,"Chapman, Ashley",Jr,OH,5-11,61,,61,22.0,11.0,2,1,9,0.111,14.0,4.0,14.0,108.0,17.0,,1.0,,6.5,,,
14,"Miller, Melanie",So,L/DS,5-5,44,,44,16.0,8.0,0,0,4,0.0,10.0,5.0,7.0,68.0,8.0,,1.0,,5.5,,,
13,"Still, Katherine",Sr,L/DS,5-7,28,,28,15.0,2.0,0,0,1,0.0,7.0,4.0,12.0,34.0,6.0,,,,4.0,,,
8,"BLACKDEER, Cyan",Jr,,-,13,,13,7.0,,13,12,46,0.022000000000000002,3.0,,1.0,5.0,3.0,1.0,4.0,1.0,16.0,,,
10,"Ajayi, Dani",Sr,MB,6-0,7,,7,5.0,1.0,12,4,28,0.28600000000000003,,,,2.0,,1.0,3.0,,14.5,,,
7,"HANBACK, Kinsley",Fr,,-,7,,7,5.0,1.0,7,3,23,0.174,1.0,,,2.0,,,1.0,,7.5,,,
3,"Favre, Breleigh",So,OH,6-2,5,,5,4.0,,5,1,10,0.4,,,,,,,,,5.0,,,
22,"Aenchbacher, Lainey",So,S,5-10,3,,3,2.0,,3,0,5,0.6,27.0,1.0,1.0,3.0,,,2.0,,5.0,,,
-,TEAM,-,-,-,-,-,20,14.0,,0,0,0,,,,,,18.0,,,,,,,
-,Totals,-,-,-,-,-,127,,,1720,703,4314,0.23600000000000002,1572.0,157.0,212.0,1770.0,158.0,100.0,407.0,43.0,2180.5,25.0,,
-,Opponent Totals,-,-,-,-,-,127,,,1515,665,4238,0.201,1411.0,158.0,202.0,1635.0,157.0,84.0,264.0,40.0,1889.0,24.0,,
