Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
15,"Penner, Allison",Sr,S,5-11,103,,103,29.0,29.0,67,17,178,0.281,804.0,14.0,22.0,262.0,,1.0,20.0,4.0,92.0,15.0,,
1,"Esch, Maria",So,OH,6-0,102,,102,29.0,11.0,264,110,765,0.201,9.0,,1.0,71.0,13.0,3.0,29.0,6.0,281.5,1.0,,
17,"Robeck, Lauren",Jr,MH,6-1,101,,101,29.0,29.0,147,49,407,0.24100000000000002,8.0,18.0,36.0,80.0,1.0,7.0,69.0,7.0,206.5,,,
10,"Howell, Grace",Jr,DS,5-7,101,,101,29.0,24.0,11,3,68,0.11800000000000001,23.0,23.0,15.0,239.0,25.0,,,,34.0,1.0,,
7,"Weidmann, Mikaela",Jr,MH,6-2,97,,97,29.0,26.0,170,57,404,0.28,5.0,,2.0,24.0,,6.0,57.0,7.0,204.5,,,
5,"Keilen, Emily",Jr,OH,5-11,89,,89,28.0,19.0,212,131,686,0.11800000000000001,8.0,8.0,25.0,114.0,16.0,2.0,25.0,2.0,234.5,1.0,,
14,"Behrends, Holly",So,OH,6-0,77,,77,23.0,22.0,216,111,640,0.16399999999999998,12.0,16.0,23.0,183.0,20.0,1.0,25.0,4.0,245.5,1.0,,
13,"Schölzel, Anne",Fr,MB,6-0,75,,75,24.0,6.0,111,53,399,0.145,4.0,4.0,7.0,41.0,4.0,1.0,34.0,4.0,133.0,,,
16,"Gregory, Christina",Sr,DS,5-6,59,,59,17.0,,0,1,10,-0.1,48.0,21.0,27.0,243.0,11.0,,,,21.0,2.0,,
6,"Meysembourg, Stephanie",Fr,DS,5-8,58,,58,19.0,,1,1,12,0.0,33.0,5.0,21.0,172.0,16.0,,,,6.0,,,
12,"Garvens, Mandy",Fr,DS,5-7,51,,51,18.0,2.0,1,1,8,0.0,25.0,4.0,16.0,172.0,11.0,,,,5.0,1.0,,
3,"Rasmussen, Giana",So,S,5-9,47,,47,15.0,,4,2,14,0.14300000000000002,197.0,13.0,30.0,76.0,,,,1.0,17.0,20.0,,
9,"Rice, Rebecca",Jr,OH,6-1,39,,39,21.0,3.0,45,43,192,0.01,2.0,,2.0,30.0,9.0,1.0,6.0,2.0,49.0,,,
11,"Moran, Megan",So,MH,6-1,15,,15,6.0,3.0,15,5,38,0.263,,,,2.0,,1.0,13.0,1.0,22.5,,,
2,"Giannini, Anna",Fr,OPP,6-1,1,,1,1.0,,1,0,1,1.0,,,,,,,,,1.0,,,
-,TEAM,-,-,-,-,-,17,11.0,,0,0,0,,,,,,16.0,,,,,,,
-,Totals,-,-,-,-,-,103,,,1265,584,3822,0.17800000000000002,1178.0,126.0,227.0,1709.0,142.0,23.0,278.0,38.0,1553.0,42.0,,
-,Opponent Totals,-,-,-,-,-,103,,,1277,538,3741,0.198,1200.0,142.0,202.0,1759.0,126.0,37.0,357.0,46.0,1634.5,33.0,,
