Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
9,"McKnight, Mallory",Jr,MB,5-11,106,,106,29.0,29.0,310,82,661,0.345,15.0,20.0,21.0,88.0,1.0,11.0,82.0,18.0,382.0,1.0,,
18,"Green, Grace",Fr,DS,5-8,106,,106,29.0,,1,1,5,0.0,76.0,24.0,26.0,444.0,10.0,,,,25.0,,,
3,"Kleespies, Haley",Sr,S,5-8,106,,106,29.0,29.0,97,28,238,0.29,1087.0,49.0,20.0,237.0,,1.0,24.0,4.0,159.0,17.0,1.0,
19,"Neast, Stephanie",Jr,RS,6-0,105,,105,29.0,29.0,291,98,684,0.282,4.0,2.0,4.0,68.0,,5.0,55.0,4.0,325.5,,,
5,"Gonzalez, Valerie",Sr,OH,6-1,104,,104,29.0,28.0,252,155,873,0.111,37.0,25.0,34.0,274.0,46.0,2.0,31.0,3.0,294.5,1.0,,
7,"Coomes, Jordan",So,S,5-10,104,,104,29.0,,10,3,18,0.389,48.0,25.0,34.0,192.0,8.0,,2.0,,36.0,3.0,,
11,"Carruth, Alyssa",So,L/DS,5-4,102,,102,28.0,1.0,0,0,3,0.0,21.0,31.0,43.0,239.0,20.0,,2.0,,32.0,,,
1,"Tuxford, Kylie",Fr,OH,5-9,86,,86,25.0,22.0,168,112,534,0.105,13.0,,2.0,54.0,18.0,6.0,30.0,5.0,189.0,,,
8,"Rousseau, Amaya",Sr,MB,6-1,81,,81,25.0,22.0,131,46,322,0.264,2.0,,2.0,20.0,2.0,2.0,50.0,8.0,158.0,,,
13,"Reitz, Samantha",Fr,RS,6-1,29,,29,15.0,4.0,31,10,76,0.276,4.0,,,6.0,,2.0,5.0,1.0,35.5,,,
2,"O'Neal, Taylor",Fr,OH,5-11,24,,24,9.0,5.0,40,22,133,0.135,2.0,1.0,3.0,29.0,6.0,3.0,11.0,2.0,49.5,,,
14,"Henderson, Lilijana",Fr,MB,6-3,23,,23,10.0,3.0,46,14,126,0.254,1.0,1.0,,5.0,,1.0,16.0,3.0,56.0,,,
10,"Morris, Gabby",Fr,OH,5-10,16,,16,9.0,,14,7,47,0.149,,1.0,,8.0,,,,1.0,15.0,,,
6,"Moore, Taylor",Fr,DS,5-5,14,,14,7.0,,0,0,1,0.0,1.0,,3.0,2.0,,,,,,,,
4,"Keaton, Maci",So,OH,6-1,10,,10,5.0,2.0,13,14,37,-0.027000000000000003,,,,1.0,,1.0,2.0,1.0,15.0,,,
12,"Johnson, Kennedi",Fr,MB,6-0,8,,8,5.0,,2,1,11,0.091,,,,,,,,1.0,2.0,,,
17,"Hetherington, Erin",Fr,S,5-10,5,,5,4.0,,0,0,0,,3.0,,,2.0,,,,,,,,
-,TEAM,-,-,-,-,-,25,13.0,,0,0,0,,,,,,17.0,,,1.0,,,,
-,Totals,-,-,-,-,-,106,,,1406,593,3769,0.21600000000000003,1314.0,179.0,192.0,1669.0,128.0,34.0,310.0,52.0,1774.0,22.0,,
-,Opponent Totals,-,-,-,-,-,106,,,1193,582,3751,0.163,1101.0,128.0,173.0,1533.0,179.0,43.0,284.0,38.0,1506.0,49.0,,
