Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
17,"Kurowski, Julia",Fr,S,6-1,103,,103,29.0,28.0,64,22,179,0.235,1004.0,27.0,29.0,232.0,1.0,3.0,34.0,10.0,111.0,17.0,,
14,"Lowe, Alli",So,OH,6-0,103,,103,29.0,17.0,319,138,916,0.198,2.0,,3.0,65.0,3.0,9.0,20.0,5.0,338.0,,,
13,"Hutchison, Jaelah",Sr,MB,6-1,101,,101,29.0,29.0,205,74,554,0.23600000000000002,11.0,1.0,4.0,36.0,,21.0,73.0,10.0,263.5,,,
9,"Stein, Alex",Jr,OH,6-1,100,,100,29.0,28.0,273,129,854,0.16899999999999998,21.0,34.0,29.0,289.0,36.0,11.0,36.0,11.0,336.0,,,
3,"Smith, Amanda",Sr,MB,6-0,96,,96,29.0,15.0,206,64,547,0.26,3.0,,,45.0,2.0,3.0,37.0,4.0,227.5,1.0,,
7,"Chow, Ashley",Fr,L/DS,5-3,90,,90,28.0,9.0,0,1,7,-0.14300000000000002,20.0,14.0,24.0,172.0,21.0,,,,14.0,2.0,,
12,"Stansbury, Katie",Sr,OH,5-10,82,,82,24.0,3.0,5,6,27,-0.037000000000000005,51.0,14.0,20.0,266.0,20.0,,,,19.0,2.0,,
8,"Flaherty, Taylor",Jr,MB,6-1,76,,76,26.0,21.0,124,37,300,0.29,8.0,10.0,3.0,40.0,1.0,6.0,35.0,8.0,157.5,1.0,,
4,"Kolsky, Bridget",So,L/DS,5-9,66,,66,19.0,2.0,3,0,7,0.429,33.0,15.0,14.0,249.0,18.0,,,,18.0,,,
2,"Cannon, Hannah",Jr,S,6-0,49,,49,18.0,5.0,7,2,23,0.217,18.0,1.0,11.0,62.0,,,2.0,1.0,9.0,8.0,,
5,"McRobie, Peighton",Sr,L/DS,5-7,46,,46,14.0,7.0,0,1,4,-0.25,12.0,6.0,12.0,86.0,13.0,,,,6.0,,,
10,"Lathan, Jessica",Jr,MB,6-0,34,,34,12.0,9.0,29,15,93,0.151,1.0,3.0,4.0,9.0,,3.0,24.0,,47.0,,,
18,"Benck, Gabby",Jr,OH,6-1,26,,26,16.0,,9,8,35,0.028999999999999998,,1.0,6.0,8.0,2.0,,1.0,,10.5,,,
15,"Horn-Bostel, Hailey",Fr,MB,6-2,24,,24,15.0,,25,12,71,0.183,1.0,1.0,3.0,2.0,,1.0,11.0,1.0,32.5,,,
11,"Hamlin, Ellen",Fr,OH,5-9,19,,19,10.0,1.0,17,10,48,0.146,2.0,2.0,6.0,32.0,6.0,,1.0,,19.5,,,
6,"Meyne, Rachel",So,OH,6-0,3,,3,2.0,,1,0,2,0.5,,,,1.0,,,,,1.0,,,
20,"Jepson, Michala",Jr,RS,6-4,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,15,11.0,,0,0,0,,,,,,12.0,,,,,,,
-,Totals,-,-,-,-,-,103,,,1287,519,3667,0.209,1187.0,129.0,168.0,1594.0,135.0,57.0,274.0,50.0,1610.0,31.0,,
-,Opponent Totals,-,-,-,-,-,103,,,1318,552,3700,0.207,1237.0,134.0,208.0,1610.0,129.0,43.0,285.0,36.0,1637.5,28.0,,
