Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
1,"Kline, Elizabeth",Sr,L/DS,5-6,121,,121,31.0,,2,2,6,0.0,125.0,7.0,28.0,532.0,28.0,,,,9.0,1.0,,
4,"Turner, Emma",Sr,S,5-10,121,,121,31.0,30.0,83,13,188,0.37200000000000005,1109.0,21.0,43.0,298.0,1.0,2.0,32.0,6.0,122.0,23.0,,
2,"Cabel, Danielle",Sr,OH,6-2,119,,119,31.0,22.0,228,115,584,0.193,6.0,1.0,,53.0,,2.0,44.0,8.0,253.0,,,
15,"McGary, Iman",Sr,OH,5-11,118,,118,31.0,21.0,236,145,788,0.115,16.0,23.0,62.0,192.0,24.0,2.0,22.0,4.0,272.0,1.0,,
14,"Parker, Caylee",Fr,OH,5-11,109,,109,30.0,29.0,433,218,1193,0.18,34.0,21.0,55.0,283.0,21.0,4.0,39.0,21.0,477.5,,,
5,"Barrett, Ally",So,OH,6-1,109,,109,31.0,7.0,52,40,184,0.065,24.0,18.0,28.0,106.0,8.0,2.0,6.0,2.0,75.0,1.0,,
6,"Jake-Turner, Kennadie",Fr,MB,6-0,87,,87,25.0,21.0,165,70,394,0.24100000000000002,5.0,,,26.0,1.0,13.0,49.0,12.0,202.5,4.0,,
8,"Florig, Genna",Jr,MB,6-1,81,,81,22.0,18.0,143,48,344,0.276,9.0,2.0,9.0,24.0,4.0,11.0,62.0,4.0,187.0,,,
18,"Arundel, Kennedy",Sr,DS,5-6,80,,80,23.0,2.0,6,7,25,-0.04,20.0,10.0,34.0,154.0,15.0,1.0,,,17.0,4.0,,
7,"Petrova, Anna",Fr,OH,6-0,80,,80,25.0,15.0,187,108,545,0.145,9.0,6.0,4.0,90.0,9.0,1.0,23.0,2.0,205.5,,,
9,"Peterson, Isabelle",So,MB,5-10,63,,63,19.0,15.0,77,31,211,0.218,5.0,6.0,8.0,14.0,1.0,7.0,41.0,9.0,110.5,,,
12,"Morris, Courtney",So,S,6-1,49,,49,14.0,,1,1,8,0.0,155.0,9.0,25.0,52.0,,,,,10.0,12.0,,
16,"Sowizral, Klaudia",Fr,RS,6-3,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,15,11.0,,0,2,2,-1.0,,1.0,,,11.0,,,,1.0,,,
-,Totals,-,-,-,-,-,119,,,1613,800,4472,0.182,1517.0,125.0,296.0,1824.0,123.0,45.0,318.0,68.0,1942.0,46.0,,
-,Opponent Totals,-,-,-,-,-,119,,,1387,597,4082,0.19399999999999998,1316.0,123.0,221.0,1766.0,125.0,51.0,498.0,59.0,1810.0,53.0,,
