Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
16,"Hill, Emily",Jr,OH,6-1,110,,110,30.0,30.0,351,141,1041,0.20199999999999999,35.0,33.0,25.0,288.0,26.0,4.0,39.0,6.0,407.5,1.0,,
5,"Solano, Emerson",So,L/DS,5-7,109,,109,30.0,,1,2,18,-0.055999999999999994,73.0,18.0,44.0,442.0,35.0,,,,19.0,,,
12,"Keenan, Katy",Sr,MB,6-1,107,,107,29.0,29.0,214,64,504,0.298,4.0,3.0,3.0,19.0,,14.0,111.0,3.0,286.5,,,
2,"Rittimann, Kylie",Jr,DS,5-10,106,,106,30.0,16.0,3,8,48,-0.10400000000000001,75.0,15.0,20.0,248.0,15.0,,,,18.0,2.0,,
4,"Owens, Missy",Sr,S,6-1,105,,105,29.0,29.0,121,42,288,0.27399999999999997,1056.0,16.0,43.0,207.0,,3.0,58.0,5.0,169.0,24.0,,
0,"Northcut, Katy",Fr,L/DS,5-4,88,,88,29.0,11.0,0,0,11,0.0,15.0,16.0,47.0,145.0,21.0,,,,16.0,,,
21,"Kanas, Brooke",Fr,RS,6-2,85,,85,29.0,9.0,249,111,572,0.24100000000000002,,,1.0,32.0,1.0,1.0,33.0,3.0,266.5,,,
18,"Atwood, Chandler",Jr,OH,6-0,83,,83,24.0,11.0,195,76,605,0.19699999999999998,1.0,1.0,1.0,47.0,2.0,2.0,42.0,11.0,219.0,,,
9,"White, Allison",So,MB,6-2,78,,78,22.0,21.0,144,40,295,0.353,4.0,8.0,19.0,36.0,,12.0,69.0,5.0,198.5,,,
11,"Janss, Andrea",Fr,RS,6-3,46,,46,21.0,7.0,62,28,185,0.184,1.0,,,8.0,,,29.0,1.0,76.5,,,
19,"Jones, Karrington",Fr,MB,6-0,35,,35,10.0,9.0,35,24,113,0.09699999999999999,,,,3.0,,3.0,32.0,3.0,54.0,1.0,,
13,"Kirby, Alex",Fr,S,6-0,31,,31,20.0,1.0,4,1,10,0.3,63.0,4.0,3.0,24.0,,1.0,4.0,,11.0,,,
10,"Gier, Kiari",Fr,L/DS,5-4,29,,29,16.0,1.0,1,0,4,0.25,,4.0,5.0,32.0,3.0,,,,5.0,,,
17,"Sagers, Maggie",So,L/DS,5-9,26,,26,13.0,2.0,0,0,4,0.0,4.0,2.0,7.0,40.0,6.0,,,,2.0,,,
22,"Killinger, Haley",Fr,OH,5-11,20,,20,12.0,2.0,36,20,104,0.154,1.0,,,6.0,,,11.0,,41.5,,,
20,"Langridge, Jessica",Fr,MB,6-2,9,,9,5.0,1.0,7,1,12,0.5,,1.0,1.0,1.0,,,3.0,,9.5,,,
1,"Harman, Haley",So,RS,6-1,9,,9,6.0,1.0,9,3,30,0.2,,,,3.0,,,1.0,,9.5,,,
15,"Smith, Audrey",Fr,S,5-8,8,,8,6.0,,0,0,0,,2.0,1.0,3.0,5.0,4.0,,,,1.0,,,
3,"Cowan, Kyndal",Sr,S,5-10,7,,7,7.0,,0,0,0,,2.0,1.0,1.0,,,,,,1.0,,,
8,"Allison, Hannah",Fr,OH,5-11,4,,4,3.0,,1,3,12,-0.16699999999999998,,,,,,,,,1.0,,,
-,TEAM,-,-,-,-,-,18,13.0,,0,0,0,,,,,,14.0,,,,,,,
-,Totals,-,-,-,-,-,110,,,1433,564,3856,0.225,1336.0,123.0,223.0,1586.0,127.0,40.0,432.0,37.0,1812.0,28.0,,
-,Opponent Totals,-,-,-,-,-,110,,,1385,626,3837,0.198,1311.0,127.0,205.0,1624.0,123.0,32.0,449.0,48.0,1768.5,40.0,,
