Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
3,"Cooke, Erin",Fr,S,5-11,112,,112,27.0,27.0,275,139,724,0.188,338.0,19.0,47.0,154.0,,3.0,53.0,6.0,323.5,19.0,4.0,
14,"Wright, Allie",So,MH,6-1,112,,112,27.0,27.0,198,80,565,0.209,7.0,45.0,20.0,66.0,2.0,20.0,69.0,7.0,297.5,1.0,,
10,"Eulitz, Erin",Jr,OH,5-10,108,,108,26.0,26.0,219,123,887,0.10800000000000001,18.0,26.0,34.0,268.0,22.0,1.0,34.0,6.0,263.0,1.0,,
15,"De Jong, Sydney",So,MB,6-1,108,,108,26.0,26.0,195,62,436,0.305,6.0,,,25.0,1.0,22.0,87.0,6.0,260.5,,,
8,"Talbert, Lauren",Fr,OH,5-11,104,,104,26.0,23.0,205,119,668,0.129,16.0,22.0,52.0,230.0,29.0,7.0,29.0,13.0,248.5,5.0,,
9,"Williams, Trinity",Fr,OH,5-10,92,,92,26.0,6.0,144,67,407,0.18899999999999997,7.0,1.0,4.0,64.0,7.0,1.0,24.0,5.0,158.0,1.0,,
21,"Jones, Sierra",So,S,5-7,89,,89,23.0,20.0,6,5,24,0.042,449.0,26.0,26.0,105.0,,,1.0,,32.5,12.0,,
1,"Gosnell, Daley",Sr,L/DS,5-9,73,,73,19.0,,0,2,14,-0.14300000000000002,48.0,15.0,19.0,290.0,50.0,,,,15.0,4.0,,
23,"Farmer, Taylor",So,L,5-8,62,,62,19.0,,3,0,9,0.33299999999999996,32.0,8.0,11.0,230.0,35.0,,,,11.0,3.0,,
17,"Brewington, Jaclyn",Sr,S,5-11,59,,59,18.0,6.0,4,2,16,0.125,262.0,12.0,19.0,78.0,,,,1.0,16.0,17.0,,
11,"Shamley, Martina",Sr,MB,6-1,26,,26,11.0,1.0,9,6,37,0.081,3.0,,,8.0,,,7.0,2.0,12.5,,,
25,"Davis, Sierra",Sr,OH,6-1,19,,19,5.0,,15,6,59,0.153,2.0,,,5.0,,,10.0,1.0,20.0,,,
-,TEAM,-,-,-,-,-,32,15.0,,0,0,0,,,,,,14.0,,,1.0,,,,
-,Totals,-,-,-,-,-,112,,,1273,611,3846,0.172,1188.0,174.0,232.0,1523.0,160.0,54.0,314.0,48.0,1658.0,63.0,,
-,Opponent Totals,-,-,-,-,-,112,,,1354,613,3789,0.196,1262.0,161.0,202.0,1700.0,171.0,48.0,363.0,62.0,1744.5,29.0,,
