Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
4,"Tolbert, Jaila",Sr,MB,6-1,108,,108,30.0,29.0,348,136,758,0.28,5.0,1.0,3.0,44.0,1.0,4.0,75.0,3.0,390.5,,,
19,"Cerchio, Marisa",So,MB,6-3,108,,108,30.0,30.0,211,75,516,0.264,3.0,12.0,17.0,16.0,1.0,17.0,100.0,2.0,290.0,,,
1,"Smith, Kaity",So,OH,6-1,107,,107,30.0,30.0,376,180,989,0.198,17.0,25.0,60.0,258.0,39.0,1.0,26.0,2.0,415.0,,,
5,"Raffety, Carol",Jr,L,5-11,107,,107,30.0,,2,1,8,0.125,91.0,25.0,25.0,421.0,30.0,,,,27.0,1.0,,
14,"Talamazzi, Ester",So,OH,6-0,106,,106,30.0,28.0,245,148,822,0.11800000000000001,24.0,34.0,38.0,282.0,27.0,2.0,30.0,7.0,296.0,1.0,,
9,"Mitchell, Rhegan",Sr,S,5-8,103,,103,29.0,29.0,35,12,120,0.192,940.0,9.0,14.0,176.0,,1.0,35.0,8.0,62.5,16.0,,
10,"Thomas, Kylie",So,L/DS,5-7,88,,88,26.0,1.0,0,0,0,,18.0,17.0,15.0,127.0,13.0,,,,17.0,1.0,,
22,"Young, Kai",So,MB,5-11,71,,71,24.0,23.0,72,39,185,0.17800000000000002,2.0,,,8.0,1.0,2.0,54.0,21.0,101.0,,,
11,"Lynch, Sarah Jane",Fr,S,6-2,65,,65,19.0,,0,0,1,0.0,,6.0,9.0,21.0,,,,,6.0,,,
20,"McKinzie, Abby",Jr,L/DS,5-9,57,,57,21.0,,0,0,0,,5.0,9.0,6.0,51.0,4.0,,,,9.0,,,
6,"Robinson, Angel",Fr,MB,6-0,46,,46,17.0,7.0,46,26,119,0.168,,1.0,2.0,2.0,1.0,1.0,24.0,2.0,60.0,,,
23,"Jackson, Talyn",Fr,S,5-11,38,,38,16.0,1.0,18,3,43,0.349,171.0,2.0,,31.0,,,16.0,4.0,28.0,6.0,,
7,"Wyner, Tessa",Fr,OH,5-11,23,,23,12.0,1.0,9,8,52,0.019,2.0,,2.0,14.0,2.0,,1.0,,9.5,,,
13,"Yelich, Peyton",Fr,MB,6-3,8,,8,3.0,1.0,6,2,13,0.308,,,,3.0,,1.0,5.0,1.0,9.5,,,
-,TEAM,-,-,-,-,-,17,14.0,,0,0,0,,,,,,15.0,,,,,,,
-,Totals,-,-,-,-,-,108,,,1368,630,3626,0.204,1278.0,141.0,191.0,1454.0,134.0,29.0,366.0,50.0,1721.0,25.0,,
-,Opponent Totals,-,-,-,-,-,108,,,1313,536,3513,0.221,1239.0,134.0,210.0,1396.0,142.0,28.0,442.0,39.0,1696.0,39.0,,
