Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
2,"Sanchez, Meagan",Jr,L,5-2,105,,105,28.0,,0,2,8,-0.25,82.0,27.0,29.0,496.0,22.0,,,,27.0,,,
17,"Veit, Abigail",Jr,OH,5-11,105,,105,28.0,28.0,259,134,867,0.14400000000000002,23.0,7.0,17.0,292.0,47.0,3.0,26.0,12.0,282.0,,,
21,"Keaton, Aleah",Jr,MB,5-10,105,,105,28.0,28.0,179,58,477,0.254,2.0,,2.0,22.0,,14.0,71.0,13.0,228.5,1.0,,
18,"Carlson, Sydney",Fr,L,5-9,104,,104,28.0,4.0,39,6,121,0.273,437.0,38.0,21.0,182.0,1.0,,1.0,3.0,77.5,10.0,,
13,"Gebel, Merry",Fr,OH,5-10,100,,100,27.0,27.0,290,109,1020,0.177,14.0,25.0,11.0,304.0,26.0,6.0,12.0,6.0,327.0,1.0,,
8,"Price, Hannah",So,S,5-10,97,,97,26.0,25.0,101,61,350,0.114,525.0,9.0,36.0,186.0,,5.0,43.0,8.0,136.5,9.0,,
6,"Tynan, Emma",Sr,L,5-7,95,,95,26.0,1.0,0,0,0,,8.0,9.0,24.0,38.0,,,,,9.0,,,
15,"White, Makenzie",So,MB,5-11,82,,82,22.0,19.0,178,77,562,0.18,6.0,,,31.0,2.0,4.0,31.0,3.0,197.5,,,
12,"Multerer, Haley",Fr,MB,6-1,74,,74,24.0,18.0,113,35,304,0.257,2.0,2.0,4.0,11.0,,4.0,36.0,10.0,137.0,1.0,,
4,"Perret, Caroline",So,L,5-7,73,,73,24.0,9.0,1,1,7,0.0,21.0,10.0,9.0,188.0,16.0,,,,11.0,1.0,,
16,"Gardner, Jada",Fr,MB,5-10,37,,37,16.0,7.0,27,15,88,0.136,2.0,,1.0,17.0,,2.0,14.0,1.0,36.0,,,
5,"Williams, Morgan",So,MB,6-2,23,,23,7.0,,13,7,40,0.15,,,,5.0,,1.0,6.0,,17.0,,,
7,"McNally, Madison",Fr,MB,5-11,19,,19,11.0,,16,13,63,0.048,,,,5.0,1.0,,3.0,,17.5,1.0,,
9,"Soldo, Noelle",Fr,L,5-8,13,,13,9.0,,0,1,3,-0.33299999999999996,1.0,,1.0,7.0,4.0,,,,,,,
14,"Mann, Alexys",Fr,MB,5-10,11,,11,8.0,2.0,10,3,22,0.318,,,,1.0,,,5.0,,12.5,,,
-,TEAM,-,-,-,-,-,27,15.0,,0,0,0,,,,,,14.0,,,,,,,
-,Totals,-,-,-,-,-,105,,,1226,522,3932,0.179,1123.0,127.0,155.0,1785.0,133.0,39.0,248.0,56.0,1516.0,24.0,,
-,Opponent Totals,-,-,-,-,-,105,,,1435,618,4106,0.19899999999999998,1322.0,133.0,234.0,1845.0,127.0,69.0,247.0,65.0,1760.5,25.0,,
