Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
21,"Eckford, Monica",So,MB,5-10,119,,119,29.0,28.0,221,75,519,0.281,11.0,,,25.0,,13.0,92.0,11.0,280.0,,,
7,"Lum, Nikki",Jr,S,5-6,119,,119,29.0,18.0,3,4,15,-0.067,589.0,22.0,30.0,281.0,3.0,,,1.0,25.0,5.0,,
1,"Oglivie, Ana",So,S,5-6,119,,119,29.0,1.0,2,1,10,0.1,130.0,27.0,32.0,477.0,54.0,,,,29.0,1.0,,
18,"Barnhorst, Emmy",Fr,MB,6-3,119,,119,29.0,29.0,290,113,715,0.248,8.0,20.0,15.0,76.0,2.0,23.0,90.0,8.0,378.0,1.0,,
15,"Horace, Courtney",Jr,OH,5-11,101,,101,28.0,19.0,259,154,718,0.146,6.0,1.0,13.0,120.0,11.0,6.0,26.0,8.0,279.0,,,
11,"Strong, Allie",Jr,OH,5-7,94,,94,24.0,16.0,179,70,531,0.205,10.0,21.0,54.0,236.0,21.0,6.0,19.0,3.0,215.5,,,
22,"Morriss, Sydney",Jr,OPP,6-0,93,,93,24.0,17.0,211,78,585,0.22699999999999998,2.0,1.0,,41.0,3.0,5.0,49.0,4.0,241.5,,,
25,"Sullivan, Lisa",Fr,OH,6-3,91,,91,28.0,9.0,162,101,501,0.122,4.0,5.0,3.0,102.0,6.0,8.0,29.0,9.0,189.5,2.0,,
3,"Presley, Hannah",So,S,5-11,90,,90,25.0,9.0,31,22,101,0.08900000000000001,473.0,9.0,23.0,157.0,,4.0,18.0,2.0,53.0,8.0,,
24,"Buckingham, Cate",Fr,OH,5-11,67,,67,24.0,12.0,134,68,365,0.18100000000000002,9.0,8.0,29.0,127.0,23.0,3.0,4.0,,147.0,,,
2,"Hartman, Brianna",Fr,MB,6-2,42,,42,16.0,6.0,39,22,106,0.16,1.0,,,16.0,,5.0,22.0,6.0,55.0,,,
5,"Wortman, Kennedy",So,L,5-7,41,,41,15.0,1.0,2,3,10,-0.1,3.0,2.0,17.0,54.0,6.0,,,,4.0,,,
23,"Janok, Lauren",Fr,S,6-3,30,,30,9.0,5.0,19,9,57,0.175,208.0,7.0,15.0,68.0,1.0,2.0,16.0,2.0,36.0,6.0,,
6,"Hembree, Hallie",So,OPP,6-1,14,,14,9.0,2.0,8,10,32,-0.062,,,,2.0,,,4.0,,10.0,,,
8,"Petersen, Maggie",So,L,5-7,13,,13,7.0,1.0,0,0,1,0.0,,1.0,6.0,22.0,1.0,,,,1.0,,,
19,"Wortman, Danielle",Fr,L,5-5,12,,12,8.0,1.0,0,0,2,0.0,1.0,,3.0,11.0,2.0,,1.0,,0.5,,,
17,"Benoit, Bella",So,OH,6-2,9,,9,8.0,,3,3,12,0.0,2.0,2.0,3.0,4.0,,,,,5.0,,,
-,TEAM,-,-,-,-,-,26,14.0,,0,0,0,,,,,,15.0,,,,,,,
-,Totals,-,-,-,-,-,119,,,1563,733,4280,0.19399999999999998,1457.0,126.0,243.0,1819.0,148.0,75.0,370.0,54.0,1949.0,23.0,,
-,Opponent Totals,-,-,-,-,-,119,,,1352,619,4072,0.18,1270.0,147.0,206.0,1727.0,126.0,67.0,354.0,61.0,1743.0,46.0,,
