Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
4,"Libs, Haley",Sr,OH,6-0,121,,121,31.0,31.0,470,155,1376,0.22899999999999998,20.0,28.0,26.0,469.0,43.0,3.0,35.0,1.0,518.5,,,
8,"Olsen, Shelby",Jr,DS,5-8,121,,121,31.0,29.0,35,17,109,0.165,704.0,35.0,17.0,320.0,1.0,,1.0,1.0,70.5,8.0,,
6,"Terrill, Ashton",So,L/DS,5-8,121,,121,31.0,,4,1,8,0.375,95.0,28.0,34.0,673.0,20.0,,,,32.0,,,
12,"Crawford, Laura",Jr,DS,6-0,119,,119,31.0,11.0,201,91,689,0.16,16.0,1.0,1.0,213.0,19.0,4.0,57.0,9.0,234.5,1.0,,
5,"Wucherer, Miranda",Fr,S,5-9,116,,116,30.0,29.0,183,84,596,0.166,705.0,32.0,71.0,315.0,,1.0,45.0,6.0,238.5,13.0,4.0,
10,"Western, Bailey",So,MB,6-1,111,,111,30.0,27.0,202,63,551,0.252,4.0,10.0,18.0,55.0,,15.0,76.0,2.0,265.0,,,
3,"Brinkmann, Anna",Fr,OH,6-0,109,,109,30.0,16.0,238,121,754,0.155,12.0,24.0,23.0,217.0,11.0,10.0,27.0,6.0,285.5,1.0,,
9,"Hardig, Natalie",Fr,MB,6-1,95,,95,27.0,27.0,170,55,401,0.287,,2.0,15.0,26.0,1.0,8.0,86.0,7.0,223.0,1.0,,
15,"Weber, Maddy",So,OH,5-11,87,,87,27.0,8.0,12,7,60,0.083,8.0,18.0,31.0,58.0,,,1.0,1.0,30.5,1.0,,
14,"Gentile, Kaelin",So,RS,6-0,66,,66,21.0,1.0,96,41,322,0.171,2.0,,,34.0,,,39.0,6.0,115.5,,,
2,"Bagwell, Peytton",So,MB,6-0,60,,60,22.0,7.0,40,16,128,0.188,1.0,,,19.0,,4.0,36.0,3.0,62.0,,,
1,"Barleston, Raven",Jr,L/DS,5-5,4,,4,4.0,,0,0,1,0.0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,22,15.0,,0,0,0,,,,,,20.0,,,,,,,
-,Totals,-,-,-,-,-,121,,,1651,651,4995,0.2,1567.0,178.0,236.0,2399.0,115.0,45.0,403.0,42.0,2075.5,25.0,,
-,Opponent Totals,-,-,-,-,-,121,,,1498,660,4842,0.17300000000000001,1407.0,115.0,216.0,2381.0,178.0,41.0,513.0,49.0,1910.5,18.0,,
