Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
8,"Smith, Jacey",Sr,MB,5-11,118,,118,29.0,29.0,339,175,1196,0.13699999999999998,24.0,26.0,65.0,274.0,39.0,2.0,44.0,4.0,389.0,1.0,,
11,"Bosse, Kendall",Sr,OH,5-11,118,,118,29.0,29.0,74,19,227,0.242,1169.0,14.0,23.0,249.0,2.0,8.0,72.0,5.0,132.0,10.0,,
7,"Walker, Lauren",Sr,MB,5-10,115,,115,29.0,29.0,262,87,639,0.27399999999999997,7.0,14.0,13.0,50.0,1.0,3.0,101.0,3.0,329.5,,,
14,"Sandercox, Marybeth",Jr,MB,5-11,114,,114,29.0,18.0,214,77,606,0.226,3.0,,,43.0,,4.0,87.0,7.0,261.5,,,
4,"Mueller, Katelyn",So,OH,6-0,110,,110,29.0,29.0,300,150,960,0.156,17.0,33.0,29.0,323.0,37.0,2.0,38.0,2.0,354.0,,,
3,"Brown, Mikai",Sr,OH,5-8,99,,99,27.0,7.0,0,1,5,-0.2,25.0,17.0,23.0,234.0,27.0,,,,17.0,,,
6,"Drever, Lillian",Sr,L,5-3,95,,95,25.0,,0,3,8,-0.375,51.0,13.0,8.0,461.0,17.0,,,,13.0,,,
19,"Shelstead, Kennedy",Sr,MB,6-0,83,,83,22.0,18.0,134,64,336,0.20800000000000002,,,,11.0,,7.0,91.0,5.0,186.5,1.0,,
16,"Chapa, Amanda",Jr,L,5-5,49,,49,18.0,2.0,0,0,0,,8.0,7.0,5.0,49.0,2.0,,,,7.0,,,
13,"McNeil, Lorin",So,MB,5-11,41,,41,11.0,11.0,71,22,176,0.278,2.0,,,6.0,,3.0,46.0,4.0,97.0,,,
2,"Resendiz, Sofia",Jr,L/DS,5-7,40,,40,15.0,2.0,0,0,2,0.0,9.0,4.0,2.0,63.0,9.0,,,,4.0,,,
15,"Dobbins, Eighmy",So,OH,5-10,31,,31,14.0,,3,4,38,-0.026000000000000002,3.0,2.0,5.0,37.0,7.0,,2.0,,6.0,,,
10,"Toney, Lindsey",Fr,OH,6-0,19,,19,9.0,,28,19,89,0.10099999999999999,1.0,,,7.0,1.0,1.0,8.0,1.0,33.0,,,
12,"Rawls, Lexie",So,L/DS,5-6,7,,7,4.0,,0,0,0,,,,1.0,,,,,,,,,
17,"Miller, Courtney",Jr,MB,6-0,5,,5,4.0,,3,1,11,0.182,,,,1.0,,,1.0,,3.5,,,
9,"Kesler, Makenzie",Jr,S,6-0,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
5,"Rohre, Madison",Fr,S,5-5,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,23,11.0,,0,0,0,,,,,,19.0,,,,,,,
-,Totals,-,-,-,-,-,118,,,1428,622,4293,0.188,1319.0,130.0,174.0,1808.0,161.0,30.0,490.0,31.0,1833.0,12.0,,
-,Opponent Totals,-,-,-,-,-,118,,,1586,691,4443,0.201,1464.0,161.0,217.0,1940.0,130.0,39.0,398.0,34.0,1985.0,31.0,,
