Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
5,"Deaton, Lauren",Fr,OH,-,136,,136,34.0,34.0,411,208,1328,0.153,31.0,30.0,41.0,459.0,45.0,6.0,31.0,6.0,462.5,1.0,,
2,"Anderton, Taylor",Sr,S,5-10,136,,136,34.0,34.0,37,19,121,0.149,1512.0,28.0,34.0,324.0,,3.0,52.0,6.0,94.0,27.0,,
4,"Boesing, Krista",Sr,OH,5-10,136,,136,34.0,27.0,494,179,1486,0.212,3.0,2.0,5.0,130.0,,19.0,35.0,18.0,532.5,1.0,,
16,"Johnson, Courtney",Jr,L/DS,5-5,135,,135,34.0,7.0,1,0,3,0.33299999999999996,28.0,18.0,29.0,201.0,27.0,,,,19.0,,,
15,"Schouten, Alana",Sr,L,5-8,134,,134,34.0,1.0,2,0,4,0.5,28.0,26.0,42.0,196.0,8.0,,,,28.0,1.0,,
3,"Phillip, Shayla",Jr,MB,5-10,134,,134,34.0,34.0,305,97,648,0.321,4.0,7.0,9.0,64.0,,12.0,85.0,13.0,366.5,,,
12,"Tiesman, Grace",Jr,DS,5-8,125,,125,32.0,,1,5,11,-0.364,67.0,35.0,35.0,536.0,53.0,,,,36.0,4.0,,
8,"Hobbs, Kelsi",Jr,OH,6-1,114,,114,29.0,26.0,352,141,982,0.215,14.0,36.0,55.0,290.0,1.0,3.0,53.0,6.0,417.5,,,
13,"Holmes, Briana",Fr,MB,-,108,,108,29.0,26.0,74,27,200,0.235,4.0,,3.0,14.0,2.0,12.0,79.0,10.0,125.5,,,
14,"Rayzor, Sierra",So,MB,6-0,42,,42,15.0,8.0,40,16,103,0.233,,,,7.0,1.0,1.0,22.0,,52.0,,,
1,"Watford, Elise",Sr,OH,5-11,40,,40,14.0,7.0,83,52,200,0.155,1.0,,1.0,8.0,1.0,1.0,17.0,3.0,92.5,,,
6,"Cerasoli, Gabbi",So,S,5-8,7,,7,6.0,,0,1,1,-1.0,,,2.0,3.0,,,,,,,,
10,"Strand, Kendal",So,OH,5-11,3,,3,3.0,,0,0,1,0.0,2.0,,,,,,,,,,,
11,"Meglic, Corinne",So,S,5-10,2,,2,1.0,,0,0,0,,,,,,,,,,,,,
18,"Pierce, Camryn",Fr,MH,6-0,1,,1,1.0,,0,0,0,,,,,1.0,,,,,,,,
9,"Smith, Alex",So,OH,5-11,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
7,"Green, Sinclaire",So,MB,6-2,1,,1,1.0,,1,0,1,1.0,,,,,,,,,1.0,,,
-,TEAM,-,-,-,-,-,21,18.0,,0,0,0,,,,,,19.0,,,,,,,
-,Totals,-,-,-,-,-,136,,,1801,745,5088,0.20800000000000002,1692.0,182.0,256.0,2232.0,157.0,57.0,374.0,62.0,2227.0,34.0,,
-,Opponent Totals,-,-,-,-,-,136,,,1668,689,4916,0.19899999999999998,1566.0,157.0,282.0,2222.0,182.0,68.0,480.0,69.0,2133.0,42.0,,
