Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
7,"Keck, Haylie",Jr,L/DS,5-9,125,,125,33.0,,1,2,16,-0.062,87.0,30.0,21.0,683.0,34.0,,,,31.0,,,
11,"Johnson, Chelsea",So,S,5-10,125,,125,33.0,33.0,64,15,213,0.23,1412.0,22.0,23.0,225.0,,4.0,54.0,10.0,117.0,30.0,,
14,"Pehrson, Brooke",Jr,MB,6-3,124,,124,33.0,33.0,284,94,624,0.304,3.0,33.0,42.0,96.0,3.0,15.0,130.0,17.0,397.0,2.0,,
4,"Garrity, Abby",Sr,OH,6-0,123,,123,33.0,33.0,485,123,1373,0.264,28.0,27.0,17.0,280.0,70.0,7.0,29.0,6.0,533.5,,,
23,"Meeks, Taylor",So,MB,6-3,122,,122,33.0,33.0,244,103,587,0.24,,3.0,2.0,14.0,1.0,21.0,90.0,10.0,313.0,,,
2,"Lee, Nicole",Jr,OH,5-10,118,,118,33.0,9.0,304,176,857,0.149,4.0,,5.0,58.0,13.0,4.0,37.0,7.0,326.5,1.0,,
5,"Cook, Nikole",Jr,S,5-6,109,,109,31.0,22.0,2,1,7,0.14300000000000002,15.0,5.0,13.0,187.0,3.0,,,,7.0,,,
6,"Steiner, Raegan",Fr,OH,6-0,102,,102,29.0,5.0,164,73,449,0.203,,,2.0,39.0,,3.0,80.0,9.0,207.0,1.0,,
13,"Bradburn, Mahala",Fr,L/DS,5-4,98,,98,28.0,22.0,2,2,10,0.0,14.0,20.0,35.0,182.0,26.0,,1.0,,22.5,,,
1,"Simmons, Alexis",Sr,L/DS,5-8,94,,94,28.0,3.0,1,1,5,0.0,5.0,18.0,18.0,60.0,2.0,,,,19.0,,,
9,"Moratzka, Duquesne",Fr,OH,6-1,51,,51,21.0,2.0,41,16,121,0.207,,6.0,7.0,51.0,13.0,1.0,5.0,,50.5,,,
12,"Smith, Alexis",So,MB,6-4,39,,39,17.0,3.0,40,19,106,0.198,,,,2.0,,,20.0,2.0,50.0,,,
21,"Rhodes, Kaia",Fr,MB,6-0,15,,15,12.0,,12,3,25,0.36,,,,2.0,,,2.0,1.0,13.0,,,
22,"Ledezma, Kayla",Jr,L/DS,5-4,11,,11,9.0,,0,0,0,,,,4.0,9.0,2.0,,,,,,,
-,TEAM,-,-,-,-,-,23,12.0,,0,0,0,,,,,,11.0,,,,,,,
-,Totals,-,-,-,-,-,125,,,1644,628,4393,0.231,1568.0,164.0,189.0,1888.0,178.0,55.0,448.0,62.0,2087.0,34.0,,
-,Opponent Totals,-,-,-,-,-,125,,,1550,683,4385,0.198,1467.0,178.0,190.0,1801.0,164.0,62.0,470.0,40.0,2025.0,17.0,,
