Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
13,"Pitt, Courteney",So,OH,6-1,89,,89,25.0,23.0,354,176,887,0.201,4.0,23.0,40.0,129.0,10.0,4.0,27.0,3.0,394.5,1.0,,
12,"Laboy-Rivera, Andrea",Fr,DS,5-5,89,,89,25.0,,5,5,19,0.0,66.0,36.0,57.0,400.0,27.0,,,,41.0,2.0,,
2,"Walton, Lily",Fr,MH,6-1,84,,84,25.0,24.0,101,49,283,0.184,3.0,27.0,47.0,21.0,,13.0,52.0,7.0,167.0,,,
10,"Wiggins, Megan",Sr,S,5-7,82,,82,25.0,17.0,2,7,21,-0.23800000000000002,239.0,10.0,9.0,134.0,3.0,,,,12.0,14.0,,
7,"Wilson, Christa",Jr,OH,5-9,82,,82,23.0,19.0,73,42,256,0.121,18.0,18.0,24.0,140.0,26.0,2.0,6.0,3.0,96.0,,,
5,"Brewer, Edie",So,RS,6-0,82,,82,23.0,23.0,140,64,362,0.21,613.0,27.0,30.0,173.0,4.0,5.0,33.0,2.0,188.5,8.0,,
3,"Richards, Macenzie",Fr,RS,6-0,80,,80,25.0,9.0,119,87,394,0.081,10.0,3.0,16.0,60.0,21.0,5.0,28.0,,141.0,,,
1,"Elliott, Makaylah",Jr,MH,6-0,77,,77,23.0,18.0,93,42,231,0.221,5.0,,6.0,20.0,3.0,9.0,31.0,,117.5,,,
16,"Haynesworth, Leila",Jr,OH,5-11,51,,51,18.0,3.0,123,81,326,0.129,1.0,5.0,12.0,24.0,2.0,4.0,10.0,4.0,137.0,1.0,,
6,"Haley, Kaiyah",So,DS,5-3,47,,47,20.0,1.0,0,1,5,-0.2,3.0,,7.0,32.0,4.0,,,,,,,
18,"Hall, Shaylynn",Fr,MH,6-2,43,,43,17.0,7.0,31,19,88,0.136,,,,6.0,1.0,1.0,23.0,8.0,43.5,,,
9,"Shabazz, Fatimah",Fr,MH,6-0,26,,26,16.0,,32,21,85,0.129,1.0,,2.0,8.0,1.0,2.0,8.0,1.0,38.0,,,
15,"Morgan, Milanna",So,DS,5-4,14,,14,7.0,,0,0,0,,3.0,,3.0,2.0,,,,,,,,
17,"Wilkins, Tiara",Jr,DS,5-6,2,,2,2.0,,0,0,0,,,,,3.0,,,,,,,,
-,TEAM,-,-,-,-,-,63,20.0,,0,0,0,,,,,,20.0,,,,,,,
-,Totals,-,-,-,-,-,93,,,1122,619,3104,0.162,1006.0,163.0,262.0,1208.0,132.0,46.0,220.0,31.0,1441.0,30.0,,
-,Opponent Totals,-,-,-,-,-,93,,,961,505,2885,0.158,873.0,133.0,201.0,1183.0,163.0,48.0,233.0,29.0,1258.5,34.0,,
