Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
18,"Janak, Alex",Sr,S,5-9,103,,103,28.0,21.0,15,5,62,0.161,574.0,43.0,85.0,254.0,,,2.0,,59.0,19.0,,
3,"Hill, Madison",Jr,MB,6-1,103,,103,28.0,27.0,289,58,585,0.395,16.0,16.0,16.0,91.0,1.0,8.0,69.0,9.0,347.5,,,
9,"St. Germain, Madelyn",Jr,L,5-6,102,,102,28.0,,2,1,18,0.055999999999999994,121.0,14.0,28.0,457.0,25.0,,,,16.0,1.0,,
11,"Kapp, Kylee",Fr,S,5-5,101,,101,28.0,7.0,4,2,15,0.133,429.0,18.0,25.0,151.0,,,,,22.0,25.0,,
10,"Manderson, Petra",Jr,OH,5-10,99,,99,28.0,28.0,151,82,588,0.11699999999999999,12.0,17.0,35.0,265.0,39.0,,30.0,5.0,183.0,3.0,,
14,"Jedlicka, Kylie",Jr,OH,6-0,96,,96,28.0,25.0,265,119,824,0.177,16.0,8.0,35.0,215.0,19.0,3.0,39.0,5.0,295.5,1.0,,
16,"Geathers, Zhanelle",Sr,MB,6-3,95,,95,27.0,20.0,239,130,642,0.17,5.0,,,34.0,,11.0,44.0,3.0,272.0,,,
5,"Walp, Bre",Fr,MB,6-2,90,,90,26.0,25.0,80,37,238,0.18100000000000002,4.0,,,32.0,3.0,9.0,77.0,3.0,127.5,1.0,,
12,"Townsend, Brooke",Fr,OH,6-0,76,,76,25.0,7.0,150,74,445,0.171,3.0,,3.0,51.0,4.0,3.0,18.0,1.0,162.0,,,
8,"Wright, Michaela",Fr,MB,6-5,57,,57,18.0,3.0,61,25,245,0.147,3.0,,,23.0,,4.0,28.0,4.0,79.0,,,
2,"Smith, Madison",So,L,5-6,31,,31,13.0,,0,0,1,0.0,4.0,2.0,10.0,37.0,2.0,,,,2.0,,,
15,"McConnell, Madison",Jr,OH,6-0,19,,19,11.0,3.0,16,9,69,0.10099999999999999,3.0,1.0,4.0,7.0,,,6.0,,20.0,,,
4,"Vickers, Libbie",Sr,OH,5-9,14,,14,13.0,1.0,0,0,0,,2.0,,2.0,22.0,1.0,,,,,,,
20,"Sinnette, Jordyn",Fr,DS,5-8,10,,10,5.0,,6,0,15,0.4,,2.0,4.0,10.0,,1.0,2.0,1.0,10.0,,,
19,"Ashton, Addie",Fr,OH,6-0,5,,5,5.0,,2,2,10,0.0,,,,1.0,,,,2.0,2.0,,,
13,"Helt, Madison",Sr,S,5-7,3,,3,3.0,1.0,0,0,0,,,,,2.0,,,,,,,,
1,"Bulhoes, Valentina",Jr,S,5-8,1,,1,1.0,,0,0,0,,1.0,,,,,,,,,,,
-,TEAM,-,-,-,-,-,30,13.0,,0,0,0,,23.0,,,,15.0,,,,,,,
-,Totals,-,-,-,-,-,103,,,1280,544,3757,0.196,1216.0,121.0,247.0,1652.0,109.0,39.0,315.0,33.0,1597.5,50.0,,
-,Opponent Totals,-,-,-,-,-,103,,,1261,565,3726,0.187,1189.0,109.0,221.0,1707.0,121.0,42.0,322.0,36.0,1573.0,35.0,,
