Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
15,"Delgado, Megann",Jr,RS,6-2,103,,103,27.0,26.0,398,176,1032,0.215,19.0,46.0,76.0,265.0,51.0,6.0,24.0,19.0,462.0,1.0,,
6,"Petronijevic, Maja",Sr,L/DS,5-6,102,,102,27.0,,0,2,29,-0.069,62.0,25.0,26.0,373.0,37.0,,,,25.0,2.0,,
7,"Nicholas, Kyndall",Sr,MB,5-10,101,,101,27.0,27.0,216,83,471,0.282,6.0,6.0,15.0,20.0,,16.0,62.0,10.0,269.0,,,
10,"Washington, Lena",Sr,RS,5-11,100,,100,27.0,24.0,186,108,586,0.133,12.0,11.0,11.0,219.0,15.0,,45.0,11.0,219.5,3.0,,
12,"Calloway, Gabby",Fr,OH,5-8,92,,92,27.0,21.0,93,74,376,0.051,10.0,17.0,18.0,124.0,45.0,1.0,10.0,1.0,116.0,,,
17,"Reed-Petracek, Lena",So,S,5-11,89,,89,25.0,23.0,17,19,75,-0.027000000000000003,691.0,19.0,26.0,102.0,2.0,,16.0,8.0,44.0,28.0,,
19,"Saric, Sasha",Jr,RS,6-4,79,,79,25.0,18.0,111,52,272,0.217,5.0,20.0,48.0,35.0,1.0,11.0,33.0,6.0,158.5,1.0,,
9,"Jenifer, Victoria",So,OH,5-10,76,,76,26.0,4.0,128,79,397,0.12300000000000001,2.0,3.0,4.0,42.0,8.0,2.0,20.0,2.0,143.0,,,
1,"Irvin, Brooke",Fr,S,5-7,58,,58,24.0,4.0,9,3,31,0.19399999999999998,295.0,7.0,6.0,52.0,1.0,1.0,8.0,,21.0,18.0,,
22,"Black, Isis",Fr,OH,6-2,40,,40,16.0,9.0,41,19,86,0.256,2.0,,2.0,7.0,3.0,2.0,22.0,7.0,54.0,,,
18,"King, Bria",Fr,OH,5-9,30,,30,13.0,,0,0,1,0.0,1.0,8.0,15.0,6.0,,,,,8.0,,,
13,"Pugh, Jessica",Fr,L/DS,5-7,26,,26,15.0,1.0,0,0,2,0.0,,,3.0,17.0,10.0,,,,,,,
2,"Barkley, Alyah",Fr,OH,6-2,22,,22,16.0,,5,8,39,-0.077,,,1.0,6.0,,,,,5.0,,,
21,"Sumner, Sydney",Sr,OH,5-11,18,,18,5.0,3.0,2,3,9,-0.111,2.0,5.0,5.0,23.0,9.0,,,,7.0,,,
3,"Stojilovic, Olivera",Jr,MB,6-0,17,,17,10.0,2.0,6,4,16,0.125,,,,,1.0,,10.0,3.0,11.0,,,
20,"Walker, Amani",Fr,S,5-8,10,,10,7.0,,0,1,4,-0.25,12.0,,1.0,5.0,1.0,,1.0,,0.5,,,
-,TEAM,-,-,-,-,-,56,20.0,,0,0,0,,,,,,15.0,,,,,,,
-,Totals,-,-,-,-,-,103,,,1212,631,3426,0.17,1119.0,167.0,257.0,1295.0,199.0,39.0,251.0,67.0,1543.5,53.0,,
-,Opponent Totals,-,-,-,-,-,103,,,1152,466,3147,0.218,1056.0,198.0,186.0,1309.0,167.0,43.0,294.0,63.0,1540.0,29.0,,
