Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
1,"Higareda, Kenzie",Sr,L,5-1,111,,111,30.0,,1,2,7,-0.14300000000000002,90.0,39.0,32.0,506.0,22.0,,,1.0,40.0,,,
13,"Pivonka, Margo",So,OH,5-11,111,,111,30.0,29.0,61,20,179,0.22899999999999998,1023.0,35.0,66.0,160.0,1.0,3.0,31.0,3.0,114.5,64.0,,
2,"Cusi, Jessica",Fr,DS,5-3,111,,111,30.0,4.0,0,0,3,0.0,148.0,28.0,45.0,271.0,11.0,,1.0,,28.5,3.0,,
14,"Speech, Symone",Sr,MB,6-3,102,,102,28.0,28.0,299,82,668,0.325,10.0,26.0,29.0,60.0,2.0,25.0,80.0,4.0,390.0,2.0,,
11,"Sinnette, Alyssa",Sr,OH,5-11,101,,101,30.0,21.0,332,158,942,0.185,12.0,18.0,27.0,162.0,32.0,3.0,20.0,3.0,363.0,1.0,,
9,"Vujosevic, Iva",Jr,OH,5-11,98,,98,27.0,25.0,315,155,931,0.172,32.0,41.0,77.0,234.0,39.0,3.0,25.0,4.0,371.5,,,
12,"Barbosa, Elissa",Fr,OH,5-10,84,,84,29.0,13.0,76,38,253,0.15,10.0,7.0,11.0,127.0,14.0,,4.0,1.0,85.0,,,
6,"King, Olivia",Sr,OH,5-11,77,,77,25.0,12.0,117,53,290,0.221,1.0,,2.0,19.0,,,10.0,3.0,122.0,,,
20,"Wilhite, Brennan",Fr,MB,6-3,76,,76,23.0,13.0,53,21,155,0.20600000000000002,3.0,1.0,6.0,11.0,1.0,5.0,33.0,1.0,75.5,,,
18,"Snipe, Margo",Jr,RS,6-0,69,,69,26.0,7.0,44,23,138,0.152,1.0,,2.0,8.0,,,20.0,5.0,54.0,1.0,,
8,"Adekunle, Lara",Fr,MB,6-1,58,,58,21.0,14.0,30,14,83,0.193,,,,5.0,,4.0,15.0,1.0,41.5,,,
3,"Wertzberger, Riley",So,OH,6-0,48,,48,22.0,1.0,52,23,148,0.196,2.0,4.0,5.0,22.0,5.0,,7.0,3.0,59.5,,,
7,"Hamling, Hannah",Fr,MB,6-3,48,,48,18.0,9.0,39,26,107,0.121,1.0,,,9.0,,1.0,12.0,3.0,46.0,,,
16,"Smith, Madison",Jr,MB,6-0,16,,16,6.0,4.0,12,5,38,0.184,1.0,,1.0,1.0,,1.0,5.0,,15.5,,,
10,"Kelly, Charlotte",Jr,OH,5-11,13,,13,10.0,,0,1,8,-0.125,,,2.0,4.0,4.0,,1.0,,0.5,,,
5,"Rivera, Alexandra",Sr,RS,5-11,9,,9,7.0,,1,0,2,0.5,1.0,,1.0,3.0,,,,,1.0,,,
15,"Detwiler, Brooke",Jr,S,5-6,1,,1,1.0,,0,0,1,0.0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,13,10.0,,0,1,1,-1.0,,,,,7.0,,,,,,,
-,Totals,-,-,-,-,-,111,,,1432,622,3954,0.205,1335.0,199.0,306.0,1602.0,138.0,45.0,264.0,32.0,1808.0,71.0,,
-,Opponent Totals,-,-,-,-,-,111,,,1229,514,3584,0.19899999999999998,1141.0,138.0,197.0,1651.0,199.0,42.0,438.0,56.0,1628.0,43.0,,
