Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
5,"Brouker, Katherine",Sr,L,5-9,96,,96,28.0,,4,0,10,0.4,98.0,22.0,14.0,440.0,15.0,,,,26.0,1.0,,
17,"Van Winden, Adlee",Sr,OH,6-1,96,,96,28.0,28.0,280,61,860,0.255,21.0,23.0,24.0,239.0,28.0,14.0,21.0,6.0,327.5,1.0,,
8,"DeNecochea, Avalon",Fr,S,6-2,96,,96,28.0,28.0,62,19,132,0.326,990.0,22.0,21.0,164.0,,3.0,46.0,1.0,110.0,17.0,,
14,"Mercer, Madilyn",So,MB,6-4,93,,93,28.0,28.0,158,54,357,0.29100000000000004,7.0,3.0,6.0,23.0,,7.0,97.0,6.0,216.5,,,
11,"Van Winden, Torrey",Jr,OH,6-3,92,,92,27.0,27.0,466,107,984,0.365,20.0,21.0,35.0,258.0,4.0,6.0,71.0,1.0,528.5,,,
16,"Phillips, Meredith",Fr,MB,6-3,90,,90,28.0,25.0,164,52,341,0.32799999999999996,2.0,,,18.0,2.0,11.0,70.0,2.0,210.0,,,
2,"Dickson, Mika",Jr,L,5-7,85,,85,26.0,23.0,3,1,5,0.4,15.0,14.0,17.0,131.0,13.0,,,,17.0,1.0,,
12,"McRoskey, Jessica",Jr,OH,6-0,77,,77,24.0,3.0,108,52,297,0.18899999999999997,4.0,3.0,6.0,59.0,2.0,8.0,27.0,2.0,132.5,,,
6,"Rose, Taylor",Fr,L,5-8,58,,58,18.0,1.0,1,0,1,1.0,6.0,11.0,12.0,31.0,1.0,,,,12.0,,,
10,"Jackson, Nikki",Jr,OH,6-2,29,,29,16.0,2.0,28,10,94,0.191,1.0,,,14.0,2.0,1.0,9.0,1.0,33.5,,,
4,"Ungar, Lea",Fr,L,5-6,27,,27,10.0,,0,0,0,,,5.0,5.0,10.0,,,,,5.0,,,
9,"Reynolds, Emma",Fr,S,6-1,24,,24,12.0,,0,1,1,-1.0,71.0,1.0,,18.0,,,,,1.0,4.0,,
18,"Retoff, Nadia",Jr,MB,6-2,21,,21,11.0,,7,10,28,-0.107,,,,2.0,,1.0,14.0,1.0,15.0,1.0,,
15,"Dvoracek, Maia",So,OH,6-1,17,,17,10.0,2.0,20,13,63,0.111,,,3.0,7.0,,2.0,5.0,,24.5,,,
3,"Stivers, Jamie",So,OH,6-2,13,,13,5.0,1.0,20,7,51,0.255,1.0,,1.0,6.0,,1.0,2.0,1.0,22.0,,,
7,"Palmer, Lex",So,MB,6-0,3,,3,2.0,,0,0,0,,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,23,13.0,,0,0,0,,,,,,17.0,,,,,,,
-,Totals,-,-,-,-,-,96,,,1321,387,3224,0.29,1236.0,125.0,144.0,1420.0,84.0,54.0,362.0,21.0,1681.0,25.0,,
-,Opponent Totals,-,-,-,-,-,96,,,1191,580,3443,0.177,1126.0,84.0,203.0,1310.0,125.0,41.0,277.0,52.0,1454.5,37.0,,
