Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
15,"Marshall, Felicia",Jr,OH,5-10,98,,98,30.0,28.0,269,163,900,0.11800000000000001,10.0,10.0,26.0,221.0,48.0,8.0,25.0,24.0,299.5,2.0,,
13,"Carmo, Haley",Fr,MB,6-0,96,,96,30.0,29.0,91,47,259,0.17,10.0,4.0,3.0,30.0,1.0,2.0,67.0,14.0,130.5,1.0,,
1,"Costello, Savahna",So,L/DS,5-6,89,,89,28.0,1.0,0,0,4,0.0,59.0,20.0,16.0,321.0,31.0,,,,20.0,1.0,,
7,"Kerins, Summer",Sr,MB,6-1,84,,84,27.0,27.0,123,35,286,0.308,5.0,22.0,14.0,46.0,,4.0,45.0,3.0,171.5,1.0,,
3,"Mueller, Courtney",Jr,OH,5-10,70,,70,22.0,21.0,6,6,34,0.0,384.0,10.0,9.0,131.0,,,6.0,1.0,19.0,15.0,,
18,"Dimas, Neena",Fr,L,5-4,68,,68,21.0,,0,1,2,-0.5,41.0,10.0,14.0,210.0,13.0,,,,10.0,,,
6,"Fezzey, Tyler",So,RS,6-1,66,,66,26.0,15.0,139,46,441,0.21100000000000002,6.0,11.0,16.0,61.0,1.0,5.0,33.0,3.0,171.5,1.0,,
24,"Bowman, Nastassja",Sr,S,5-10,66,,66,24.0,3.0,11,3,35,0.22899999999999998,287.0,3.0,5.0,95.0,1.0,,2.0,,15.0,20.0,,
21,"Barcelos, Gabrielle",Fr,OH,6-0,65,,65,26.0,2.0,97,58,307,0.127,4.0,2.0,5.0,34.0,3.0,,16.0,3.0,107.0,3.0,,
5,"Schneider, Madeline",Sr,DS,5-11,64,,64,21.0,18.0,207,101,585,0.18100000000000002,8.0,4.0,8.0,80.0,12.0,4.0,14.0,3.0,222.0,,,
12,"Dennis, Alicia",So,OH,5-9,44,,44,20.0,8.0,56,46,244,0.040999999999999995,1.0,,2.0,20.0,6.0,1.0,14.0,,64.0,2.0,,
4,"Toleafoa, Tatiana",Fr,OH,5-6,44,,44,15.0,4.0,10,13,78,-0.038,16.0,7.0,4.0,88.0,25.0,1.0,1.0,,18.5,,,
9,"Abelman, Makenzi",So,S,6-1,40,,40,16.0,6.0,9,2,38,0.184,201.0,2.0,6.0,48.0,,,7.0,,14.5,10.0,,
26,"Norman, Jayla",So,MB,6-0,36,,36,15.0,3.0,62,31,177,0.175,,,,13.0,,1.0,14.0,,70.0,,,
20,"Riddlesprigger, Maya",Fr,MB,6-0,33,,33,16.0,7.0,16,8,54,0.14800000000000002,,6.0,6.0,8.0,,1.0,25.0,,35.5,,,
22,"Schryer, Elizabeth",Fr,L,5-4,31,,31,11.0,6.0,0,0,0,,3.0,2.0,7.0,57.0,10.0,,,,2.0,,,
17,"Pestolis, Alexandra",Fr,L,5-5,19,,19,8.0,1.0,0,0,1,0.0,3.0,1.0,3.0,31.0,7.0,,,,1.0,,,
11,"Ala'ilima-Daley, Makena",Fr,OH,6-0,14,,14,9.0,1.0,8,8,51,0.0,1.0,1.0,1.0,5.0,3.0,,3.0,1.0,10.5,,,
29,"Assigned, NoName",,,-,2,,2,1.0,,1,0,1,1.0,,,,1.0,,,,,1.0,,,
2,"Shuhandler, Nicole",Fr,MB,6-2,2,,2,2.0,,0,1,1,-1.0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,13,12.0,,0,0,0,,,,,,9.0,,,,,,,
-,Totals,-,-,-,-,-,100,,,1105,569,3498,0.153,1039.0,115.0,145.0,1500.0,170.0,27.0,272.0,52.0,1383.0,56.0,,
-,Opponent Totals,-,-,-,-,-,100,,,1317,478,3553,0.23600000000000002,1226.0,170.0,183.0,1572.0,114.0,31.0,302.0,47.0,1668.0,20.0,,
