Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
1,"Patterson, Kendall",Jr,S,5-9,110,,110,28.0,17.0,21,3,50,0.36,560.0,23.0,27.0,257.0,7.0,,,,44.0,7.0,,
2,"Watts, Montana",Jr,L,5-5,110,,110,28.0,,1,1,12,0.0,82.0,18.0,6.0,604.0,19.0,,,,19.0,1.0,,
21,"Kennedy, Meryn",So,MB,6-3,110,,110,28.0,28.0,175,62,450,0.251,8.0,11.0,10.0,86.0,3.0,15.0,96.0,19.0,249.0,,,
13,"Nordmann, Lexi",So,MB,6-1,109,,109,28.0,28.0,190,52,466,0.29600000000000004,3.0,,,22.0,1.0,7.0,97.0,6.0,245.5,1.0,,
24,"Adams, Brittany",Sr,OH,5-10,109,,109,28.0,28.0,324,149,1084,0.161,11.0,16.0,22.0,337.0,24.0,,31.0,1.0,355.5,,,
7,"Heim, Lily",Fr,S,6-0,108,,108,28.0,11.0,4,9,28,-0.179,636.0,13.0,34.0,220.0,,1.0,5.0,1.0,20.5,22.0,,
14,"Merchant, Bria'",Fr,DS,5-8,108,,108,28.0,6.0,0,0,8,0.0,35.0,18.0,23.0,231.0,21.0,,,,18.0,4.0,,
18,"Woulfe, Rachel",Fr,OH,6-2,100,,100,27.0,10.0,229,86,619,0.231,3.0,,,47.0,,2.0,61.0,4.0,261.5,,,
10,"Jacobs, Hannah",Fr,OH,6-2,76,,76,24.0,11.0,220,133,628,0.139,1.0,1.0,2.0,40.0,9.0,1.0,22.0,4.0,233.0,,,
8,"Brunstein, Kelly",Sr,MB,6-1,67,,67,21.0,12.0,92,63,309,0.094,,,1.0,13.0,,1.0,38.0,2.0,112.0,1.0,,
19,"Linden, Eva",Sr,OH,6-0,58,,58,23.0,8.0,98,43,303,0.182,1.0,,,25.0,3.0,1.0,34.0,3.0,116.0,1.0,,
15,"Palmieri, Ryan",Fr,OH,6-1,54,,54,25.0,9.0,98,65,339,0.09699999999999999,3.0,2.0,5.0,62.0,10.0,,7.0,1.0,103.5,1.0,,
3,"Pernecky, Maddie",Fr,L/DS,5-9,8,,8,6.0,,0,0,1,0.0,1.0,,,9.0,1.0,,,,,,,
-,TEAM,-,-,-,-,-,16,10.0,,0,0,0,,6.0,,,,10.0,,,,,,,
-,Totals,-,-,-,-,-,110,,,1452,666,4297,0.183,1350.0,102.0,130.0,1953.0,108.0,28.0,391.0,41.0,1777.5,38.0,,
-,Opponent Totals,-,-,-,-,-,110,,,1485,626,4322,0.19899999999999998,1409.0,108.0,192.0,1874.0,102.0,48.0,453.0,60.0,1867.5,44.0,,
