Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
3,"Antoine, Nia",Sr,MB,5-11,112,,112,30.0,30.0,230,64,567,0.293,10.0,3.0,1.0,51.0,,26.0,71.0,16.0,294.5,1.0,,
13,"Johnson, Desiree",Fr,RS,5-11,112,,112,30.0,16.0,192,95,563,0.172,3.0,,,65.0,3.0,11.0,56.0,4.0,231.0,1.0,,
7,"Rovira, Hanna",Sr,OH,6-1,112,,112,30.0,29.0,275,102,831,0.20800000000000002,15.0,12.0,38.0,208.0,18.0,12.0,41.0,17.0,319.5,1.0,,
8,"Davis, Sydney",Sr,L,5-10,112,,112,30.0,,2,0,14,0.14300000000000002,112.0,12.0,24.0,507.0,16.0,,,,14.0,6.0,,
17,"Wisnoskie, Hali",So,OH,6-2,112,,112,30.0,26.0,331,114,986,0.22,4.0,4.0,5.0,114.0,25.0,9.0,28.0,6.0,358.0,1.0,,
24,"Breaux, Avery",So,S,5-6,112,,112,30.0,25.0,14,12,48,0.042,597.0,20.0,19.0,272.0,1.0,,,,34.0,19.0,,
20,"Abram, Dree'Ana",Jr,MB,6-2,111,,111,30.0,30.0,227,77,573,0.262,6.0,17.0,25.0,56.0,4.0,17.0,79.0,3.0,300.5,1.0,,
9,"Danna, Milayne",Fr,S,5-4,104,,104,29.0,5.0,2,7,22,-0.22699999999999998,487.0,11.0,18.0,205.0,2.0,,,,13.0,13.0,,
1,"Hebert, Lexi",So,DS,5-7,80,,80,24.0,6.0,12,18,86,-0.07,9.0,10.0,12.0,144.0,14.0,,,,22.0,,,
6,"Bennett, Kelsey",Fr,OH,5-11,79,,79,25.0,7.0,66,28,242,0.157,4.0,4.0,3.0,63.0,6.0,5.0,12.0,6.0,81.0,,,
2,"Hamilton, Chloe",Fr,DS,5-2,32,,32,12.0,1.0,0,1,2,-0.5,6.0,1.0,5.0,48.0,4.0,,,,1.0,,,
11,"Smith, Tia Jade",Fr,MB,6-2,30,,30,8.0,3.0,35,8,72,0.375,,,,10.0,,4.0,20.0,,49.0,1.0,,
10,"Henry, Hannah",Sr,DS,5-8,18,,18,8.0,1.0,1,1,6,0.0,41.0,3.0,1.0,29.0,,,,,4.0,9.0,,
19,"Pasch, Julia",Sr,MB,5-11,16,,16,9.0,1.0,4,4,18,0.0,1.0,,,3.0,,,5.0,,6.5,1.0,,
18,"O'Grady, Darby",Jr,MB,5-11,3,,3,2.0,,1,1,2,0.0,,,,1.0,,,1.0,,1.5,,,
5,"Williams, Ana",Fr,MB,5-11,3,,3,2.0,,2,1,4,0.25,1.0,,,,,,2.0,1.0,3.0,,,
-,TEAM,-,-,-,-,-,66,22.0,,0,0,0,,6.0,,,,22.0,,,,,,,
-,Totals,-,-,-,-,-,112,,,1394,533,4036,0.213,1302.0,97.0,151.0,1776.0,115.0,84.0,315.0,53.0,1732.5,54.0,,
-,Opponent Totals,-,-,-,-,-,112,,,1468,612,4124,0.20800000000000002,1399.0,115.0,193.0,1850.0,97.0,51.0,266.0,51.0,1767.0,64.0,,
