Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
3,"Ecker, Alexandra",Sr,MB,5-10,112,,112,30.0,30.0,174,31,426,0.336,10.0,9.0,6.0,102.0,1.0,15.0,99.0,8.0,247.5,,,
2,"Silva, Barbara",Jr,RS,5-10,108,,108,31.0,20.0,335,144,818,0.233,4.0,22.0,22.0,185.0,2.0,3.0,64.0,4.0,392.0,1.0,,
18,"Zayas, Gysell",Sr,L,5-6,108,,108,29.0,,2,1,18,0.055999999999999994,89.0,29.0,36.0,577.0,27.0,,,,31.0,7.0,,
1,"Knudsen, Ragni Steen",Sr,OH,5-11,105,,105,28.0,27.0,409,133,1167,0.237,22.0,21.0,47.0,276.0,29.0,2.0,37.0,7.0,450.5,,,
11,"Jularic, Antonela",Sr,OH,6-1,105,,105,31.0,24.0,189,82,699,0.153,25.0,31.0,33.0,249.0,21.0,,27.0,,233.5,1.0,,
10,"Vukoja, Dubravka",Sr,S,6-0,98,,98,28.0,26.0,45,15,130,0.231,823.0,24.0,14.0,232.0,,4.0,29.0,3.0,87.5,29.0,,
5,"Oliveira, Talita",So,MB,6-3,90,,90,26.0,23.0,105,41,309,0.207,3.0,,1.0,20.0,1.0,9.0,84.0,14.0,156.0,1.0,,
9,"Moreira, Pamela",Fr,RS,6-0,68,,68,20.0,13.0,158,74,435,0.193,6.0,3.0,3.0,88.0,2.0,,39.0,3.0,180.5,,,
8,"Nazario, Debora",So,S,5-10,65,,65,23.0,5.0,6,8,27,-0.07400000000000001,405.0,18.0,8.0,116.0,,,9.0,,28.5,43.0,,
7,"Thais Krug, Barbara",Sr,OH,5-9,56,,56,19.0,7.0,26,7,96,0.198,7.0,2.0,2.0,115.0,10.0,,3.0,,29.5,,,
16,"Banks, Draik",Jr,MB,6-1,31,,31,12.0,8.0,34,8,84,0.31,3.0,,,4.0,,,19.0,2.0,43.5,,,
13,"Moctezuma, Julia",Jr,DS,5-5,15,,15,9.0,1.0,0,1,2,-0.5,7.0,2.0,3.0,31.0,3.0,,,,2.0,,,
4,"Kingsbury, Jackie",So,OH,5-9,11,,11,6.0,,8,3,25,0.2,,2.0,2.0,4.0,,,,,10.0,,,
14,"Jandova, Veronika",So,MB,6-2,4,,4,2.0,1.0,9,5,23,0.174,,1.0,1.0,,,,,,10.0,,,
6,"Helmcamp, Carter",Fr,S,5-8,2,,2,2.0,,0,0,0,,4.0,,,,,,,,,,,
12,"Ramirez, Paulina",Jr,L/DS,5-7,1,,1,1.0,,0,1,1,-1.0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,23,16.0,,0,0,0,,,,,,26.0,,,,,,,
-,Totals,-,-,-,-,-,115,,,1500,553,4259,0.222,1408.0,164.0,178.0,1999.0,122.0,33.0,410.0,41.0,1902.0,82.0,,
-,Opponent Totals,-,-,-,-,-,115,,,1414,694,4392,0.16399999999999998,1325.0,122.0,207.0,1898.0,164.0,36.0,424.0,48.0,1784.0,42.0,,
