Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
13,"Gardner, Erin",Fr,L/DS,5-5,114,,114,31.0,,1,1,9,0.0,78.0,36.0,40.0,578.0,54.0,,,,37.0,1.0,,
17,"Tyson, Danie",Fr,MB,6-0,112,,112,31.0,30.0,243,85,581,0.272,9.0,9.0,33.0,55.0,,21.0,50.0,9.0,298.0,1.0,,
5,"Kober, Amy",Sr,OPP,6-1,110,,110,31.0,17.0,221,92,753,0.171,5.0,3.0,11.0,73.0,2.0,9.0,35.0,4.0,250.5,,,
2,"Jones, Sam",Sr,L/DS,5-8,110,,110,31.0,12.0,1,2,9,-0.111,94.0,27.0,41.0,289.0,22.0,,,,28.0,4.0,,
6,"Haffner, Alex",Fr,S,5-10,101,,101,27.0,26.0,49,25,141,0.17,825.0,7.0,15.0,222.0,,3.0,8.0,6.0,63.0,27.0,,
11,"Kolurbasi, Melissa",Fr,OPP,6-1,99,,99,30.0,16.0,173,68,527,0.19899999999999998,8.0,,1.0,36.0,1.0,5.0,33.0,1.0,194.5,1.0,,
4,"King, Myla",Jr,MB,6-0,96,,96,28.0,25.0,130,53,338,0.228,3.0,1.0,2.0,14.0,,9.0,56.0,7.0,168.0,,,
18,"Stang, Kaeleigh",So,L/DS,5-8,92,,92,29.0,7.0,0,0,1,0.0,23.0,16.0,16.0,237.0,8.0,,,,16.0,,,
14,"Ellison, Kathryn",Fr,OH,6-0,87,,87,24.0,18.0,208,109,714,0.139,7.0,13.0,21.0,226.0,21.0,6.0,28.0,2.0,241.0,,,
9,"Mantas, Lexi",Sr,OH,6-0,78,,78,24.0,15.0,115,53,495,0.125,5.0,5.0,18.0,145.0,15.0,14.0,9.0,4.0,138.5,1.0,,
7,"Tagala, Natalie",So,S,5-11,61,,61,18.0,,9,5,36,0.111,219.0,4.0,7.0,93.0,,,,1.0,13.0,8.0,,
1,"Connors, Darby",Sr,OH,6-2,48,,48,16.0,8.0,106,54,353,0.147,3.0,6.0,10.0,27.0,6.0,7.0,7.0,2.0,122.5,,,
16,"Makruski, Ashley",Jr,OH,6-0,35,,35,21.0,5.0,60,35,210,0.11900000000000001,,1.0,6.0,18.0,6.0,4.0,1.0,1.0,65.5,,,
12,"Edwards, Ezri",So,MB,6-1,30,,30,11.0,7.0,38,21,102,0.16699999999999998,,,1.0,7.0,,6.0,13.0,3.0,50.5,,,
-,TEAM,-,-,-,-,-,15,11.0,,0,0,0,,,,,,6.0,,,,,,,
-,Totals,-,-,-,-,-,116,,,1354,603,4269,0.17600000000000002,1279.0,128.0,222.0,2020.0,141.0,84.0,240.0,40.0,1686.0,43.0,,
-,Opponent Totals,-,-,-,-,-,116,,,1510,600,4399,0.207,1409.0,141.0,234.0,2055.0,128.0,77.0,317.0,56.0,1886.5,52.0,,
