Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
9,"Honan, Clare",So,MB,6-1,107,,107,29.0,28.0,182,62,512,0.23399999999999999,5.0,2.0,3.0,24.0,1.0,23.0,51.0,8.0,232.5,1.0,,
14,"Kerins, Katie",So,MH,6-0,107,,107,29.0,27.0,243,100,655,0.218,10.0,29.0,25.0,114.0,,12.0,59.0,5.0,313.5,1.0,,
15,"Philo, Kathleen",So,S,5-7,105,,105,29.0,18.0,39,10,97,0.299,536.0,22.0,21.0,158.0,,,3.0,,62.5,23.0,,
8,"Shamley, Johnna",Fr,OH,5-11,99,,99,27.0,18.0,236,162,874,0.085,6.0,11.0,11.0,192.0,19.0,1.0,31.0,2.0,263.5,2.0,,
4,"Wright, Regan",Fr,OH,5-11,98,,98,27.0,27.0,218,181,783,0.047,16.0,55.0,77.0,310.0,40.0,3.0,17.0,,284.5,1.0,,
23,"Dwyer, Shannon",So,S,5-9,93,,93,26.0,11.0,3,5,18,-0.111,412.0,11.0,16.0,90.0,,1.0,3.0,3.0,16.5,12.0,,
5,"Harding, Rachel",So,OH,5-9,83,,83,26.0,20.0,144,94,514,0.09699999999999999,12.0,11.0,7.0,168.0,15.0,,16.0,10.0,163.0,1.0,,
7,"Barry, Allie",Sr,MB,6-3,79,,79,24.0,11.0,53,41,205,0.059000000000000004,3.0,,,14.0,1.0,,30.0,5.0,68.0,,,
22,"VanSeveren, Sophie",So,L/DS,5-7,76,,76,25.0,3.0,1,1,5,0.0,45.0,13.0,28.0,301.0,33.0,,,,14.0,1.0,,
10,"Daval-Santos, Skye",Fr,L,5-6,69,,69,22.0,3.0,1,1,6,0.0,33.0,11.0,14.0,243.0,26.0,,,,12.0,,,
18,"Somerville, Kristen",Sr,MH,6-2,28,,28,10.0,6.0,29,13,96,0.16699999999999998,1.0,,,2.0,,5.0,20.0,,44.0,,,
20,"Rasic, Courtney",Fr,OH,5-9,21,,21,14.0,,2,3,13,-0.077,4.0,1.0,3.0,21.0,1.0,,,,3.0,,,
3,"Leblanc, Renée",So,OH,5-9,17,,17,11.0,,11,3,31,0.258,,,,3.0,1.0,,5.0,2.0,13.5,,,
2,"Arendt, Kathryn",Fr,L/DS,5-6,3,,3,3.0,,0,0,0,,,,,1.0,1.0,,,,,,,
13,"O'Brien, Kenna",So,RS,5-10,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
19,"Smith, Emmerson",So,OH,5-10,1,,1,1.0,1.0,1,3,15,-0.133,,,,2.0,,,1.0,,1.5,,,
-,TEAM,-,-,-,-,-,35,18.0,,0,0,0,,,,,,14.0,,,,,,,
-,Totals,-,-,-,-,-,107,,,1163,679,3824,0.127,1083.0,166.0,205.0,1643.0,152.0,45.0,236.0,35.0,1492.0,42.0,,
-,Opponent Totals,-,-,-,-,-,107,,,1351,551,3785,0.21100000000000002,1265.0,152.0,216.0,1727.0,166.0,42.0,460.0,51.0,1775.0,41.0,,
