Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
14,"Frear, Kaylee",Jr,OH,6-3,124,,124,32.0,32.0,293,99,630,0.308,4.0,,5.0,17.0,1.0,35.0,80.0,16.0,368.0,,,
23,"Libs, Lexie",So,S,5-9,123,,123,32.0,32.0,84,15,179,0.385,1290.0,20.0,35.0,307.0,2.0,7.0,46.0,12.0,134.0,23.0,,
5,"Milton, Kaylie",So,OH,5-11,122,,122,32.0,23.0,231,141,736,0.122,59.0,15.0,21.0,303.0,28.0,,16.0,1.0,254.0,4.0,,
13,"Kindermann, Lena",Fr,OH,6-1,121,,121,32.0,32.0,321,116,750,0.273,6.0,,,40.0,,4.0,49.0,8.0,349.5,,,
9,"Rombach, Mackenzie",Sr,MB,6-1,111,,111,29.0,29.0,234,83,554,0.273,7.0,4.0,20.0,21.0,,24.0,59.0,10.0,291.5,,,
3,"Halverson, Addie",Fr,OH,5-10,110,,110,31.0,15.0,247,175,777,0.09300000000000001,19.0,27.0,32.0,185.0,21.0,2.0,22.0,6.0,287.0,,,
12,"Clingan, Ashley",Sr,DS,5-5,107,,107,32.0,,3,0,6,0.5,16.0,16.0,17.0,190.0,18.0,,,,19.0,1.0,,
7,"Steele, Dani",So,DS,5-7,100,,100,30.0,,1,2,4,-0.25,56.0,21.0,14.0,276.0,32.0,,,,22.0,2.0,,
8,"Humphrey, Jade",So,L/DS,5-7,96,,96,26.0,8.0,2,1,5,0.2,30.0,27.0,36.0,202.0,24.0,,,,29.0,,,
17,"Anderson, Sadie",Jr,OH,6-0,80,,80,23.0,20.0,183,93,562,0.16,13.0,15.0,18.0,129.0,24.0,5.0,13.0,5.0,209.5,,,
20,"Bryant, Anna",Fr,DS,5-7,51,,51,16.0,1.0,0,0,0,,3.0,7.0,10.0,18.0,3.0,,,,7.0,,,
15,"Will, Katie",Sr,DS,-,16,,16,10.0,,0,1,1,-1.0,,3.0,2.0,5.0,1.0,,,,3.0,,,
18,"Schmidt, Shayla",Jr,S,6-0,15,,15,7.0,,19,9,36,0.278,,,,1.0,,1.0,4.0,,22.0,,,
2,"Powell, Kennedy",So,OH,6-0,8,,8,6.0,,6,3,15,0.2,,,,,,3.0,2.0,1.0,10.0,,,
16,"Behan, Claire",Fr,S,6-0,6,,6,4.0,,3,0,8,0.375,37.0,,,3.0,,,1.0,1.0,3.5,,,
-,TEAM,-,-,-,-,-,34,18.0,,0,0,0,,,,,,19.0,,,,,,,
-,Totals,-,-,-,-,-,124,,,1627,738,4263,0.209,1540.0,155.0,210.0,1697.0,173.0,81.0,292.0,60.0,2009.0,30.0,,
-,Opponent Totals,-,-,-,-,-,124,,,1414,672,4044,0.183,1347.0,173.0,224.0,1568.0,155.0,87.0,366.0,72.0,1857.0,53.0,,
