Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
7,"Uhr, Anna",Sr,DS,5-8,90,,90,23.0,,2,0,3,0.667,73.0,21.0,6.0,355.0,31.0,,,,23.0,,,
21,"Cornelius, Christina",Sr,MB,6-2,90,,90,23.0,23.0,243,85,592,0.267,19.0,11.0,14.0,181.0,20.0,24.0,81.0,14.0,318.5,2.0,,
16,"Zeng, Sandra",So,OH,5-9,90,,90,23.0,11.0,2,0,11,0.182,15.0,19.0,27.0,155.0,16.0,,,,21.0,,,
4,"Mabry, Mindie",So,OH,5-10,90,,90,23.0,23.0,200,131,707,0.098,13.0,28.0,49.0,155.0,20.0,12.0,16.0,5.0,248.0,1.0,,
22,"Almanza, Bella",Fr,S,6-1,82,,82,21.0,21.0,58,35,196,0.11699999999999999,645.0,24.0,38.0,147.0,,3.0,55.0,14.0,112.5,14.0,,
8,"Fields, Maclaine",Jr,MB,6-3,73,,73,19.0,13.0,131,44,325,0.268,5.0,,,13.0,1.0,15.0,66.0,,179.0,,,
17,"Roberts Burbank, Grace",Jr,OH,6-3,65,,65,17.0,17.0,169,78,501,0.182,2.0,,,60.0,8.0,2.0,7.0,1.0,174.5,,,
10,"Istvan, Brooke",Sr,S,5-8,59,,59,17.0,5.0,1,2,4,-0.25,33.0,7.0,8.0,141.0,2.0,,,,8.0,5.0,,
15,"Meyer, Jocelyn",Sr,MB,6-1,41,,41,14.0,5.0,54,23,154,0.201,1.0,,1.0,20.0,,2.0,25.0,2.0,68.5,,,
3,"Varsames, Grace",Fr,S,5-9,39,,39,11.0,3.0,8,2,17,0.353,151.0,8.0,15.0,44.0,,,1.0,,16.5,20.0,,
9,"Adeleye, Sope",Jr,MB,6-1,34,,34,10.0,5.0,38,33,152,0.033,1.0,,,15.0,2.0,,27.0,1.0,51.5,,,
11,"Rao, Jaimie",Fr,RS,6-3,27,,27,11.0,5.0,49,25,140,0.171,1.0,,,10.0,,3.0,16.0,,60.0,,,
23,"Gray, Evelyn",So,OH,5-11,24,,24,9.0,3.0,36,31,140,0.036000000000000004,,,,10.0,,,18.0,,45.0,1.0,,
5,"Beckmann, Julia",Fr,OH,6-2,22,,22,8.0,3.0,32,37,140,-0.036000000000000004,1.0,,5.0,19.0,5.0,,5.0,,34.5,,,
13,"Condra, Kate",Fr,OH,6-0,11,,11,7.0,1.0,11,11,40,0.0,,2.0,3.0,5.0,1.0,,1.0,,13.5,,,
1,"Tashima, Isabelle",Jr,L,5-7,2,,2,2.0,,0,0,0,,,,,2.0,,,,,,,,
-,TEAM,-,-,-,-,-,9,8.0,,0,0,0,,,,,,9.0,,,,,,,
-,Totals,-,-,-,-,-,90,,,1034,537,3122,0.159,960.0,120.0,166.0,1332.0,115.0,61.0,318.0,37.0,1374.0,43.0,,
-,Opponent Totals,-,-,-,-,-,90,,,1093,521,3230,0.177,1029.0,115.0,168.0,1329.0,120.0,49.0,356.0,46.0,1435.0,32.0,,
