0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,"Oregon @ Gainesville, Fla.",L 1 - 3,,,,,,,,,,,,,,,,,
08/26/2017,@ Florida,L 2 - 3,3,1,0,0,1,,,,,,,,,,,,
09/01/2017,Oral Roberts,W 3 - 0,3,1,2,0,3,0.667,,,,,,,1,,2.5,,
09/01/2017,UMBC,W 3 - 0,3,1,2,3,10,-0.100,,,,3,,,1,1,2.5,,
09/02/2017,Saint Mary's (CA),W 3 - 0,3,1,10,2,20,0.400,1,,,,,,,,10.0,,
09/08/2017,UCLA,W 3 - 0,3,1,0,1,2,-0.500,,,,,,,,,,,
09/09/2017,UCLA,W 3 - 0,,,,,,,,,,,,,,,,,
09/15/2017,"Kansas St. @ Omaha, Neb.",W 3 - 0,1,1,0,0,0,,,,,,,,,,,,
09/16/2017,@ Omaha,W 3 - 0,,,,,,,,,,,,,,,,,
09/16/2017,"UNI @ Omaha, Neb.",L 1 - 3,2,1,0,0,0,,,,,,,,1,,0.5,,
09/22/2017,@ Penn St.,W 3 - 0,1,1,0,0,0,,,,,,,,,,,,
09/23/2017,@ Rutgers,W 3 - 0,2,1,0,1,2,-0.500,,,,,,,,,,,
09/29/2017,Minnesota,W 3 - 0,1,1,0,0,0,,,,,,,,,,,,
09/30/2017,Wisconsin,W 3 - 2,,,,,,,,,,,,,,,,,
10/04/2017,Michigan St.,W 3 - 1,,,,,,,,,,,,,,,,,
10/07/2017,@ Iowa,W 3 - 0,,,,,,,,,,,,,,,,,
10/11/2017,@ Wisconsin,L 1 - 3,,,,,,,,,,,,,,,,,
10/14/2017,@ Purdue,W 3 - 1,1,1,0,0,0,,,,,,,,,,,,
10/20/2017,Northwestern,W 3 - 0,,,,,,,,,,,,,,,,,
10/21/2017,Illinois,W 3 - 1,,,,,,,,,,,,,,,,,
10/27/2017,@ Michigan St.,W 3 - 1,,,,,,,,,,,,,,,,,
10/29/2017,@ Michigan,W 3 - 0,,,,,,,,,,,,,,,,,
11/03/2017,Purdue,W 3 - 1,,,,,,,,,,,,,,,,,
11/04/2017,Indiana,W 3 - 0,,,,,,,,,,,,,,,,,
11/08/2017,Maryland,W 3 - 0,,,,,,,,,,,,,,,,,
11/12/2017,Rutgers,W 3 - 0,1,1,1,0,1,1.000,,,,,,,,,1.0,,
11/17/2017,@ Ohio St.,W 3 - 1,1,1,0,0,0,,,,,,,,,,,,
11/18/2017,@ Maryland,W 3 - 0,,,,,,,,,,,,,,,,,
11/22/2017,@ Northwestern,W 3 - 0,,,,,,,,,,,,,,,,,
11/25/2017,Iowa,W 3 - 0,,,,,,,,,,,,,,,,,
12/01/2017,Stony Brook,W 3 - 0,1,1,0,0,0,,,,,,,,,,,,
12/02/2017,Washington St.,W 3 - 0,,,,,,,,,,,,,,,,,
12/08/2017,"Colorado @ Lexington, Ky.",W 3 - 0,,,,,,,,,,,,,,,,,
12/09/2017,@ Kentucky,W 3 - 1,,,,,,,,,,,,,,,,,
12/14/2017,"Penn St. @ Kansas City, MO",W 3 - 2,,,,,,,,,,,,,,,,,
12/16/2017,"Florida @ Kansas City, MO",W 3 - 1,,,,,,,,,,,,,,,,,
