0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,@ Western Caro.,L 2 - 3,5,1,13,6,36,0.194,1,,,6,1,,,,13.0,,
08/27/2016,"Charleston So. @ Cullowhee, N.C.",W 3 - 1,4,1,13,3,36,0.278,,,1,2,,,1,,13.5,,
08/27/2016,"Tennessee Tech @ Cullowhee, N.C.",L 2 - 3,5,1,12,5,29,0.241,,,,1,,,,,12.0,,
09/02/2016,Radford,L 0 - 3,3,1,12,5,39,0.179,2,,,6,1,1,1,,13.5,,
09/02/2016,Southeast Mo. St.,W 3 - 0,3,1,7,4,23,0.130,,,,1,,,1,,7.5,,
09/03/2016,Northwestern St.,L 0 - 3,3,1,14,2,32,0.375,,1,2,5,1,,2,,16.0,,
09/03/2016,Tennessee Tech,W 3 - 0,3,1,14,6,39,0.205,,,3,2,,,2,,15.0,,
09/09/2016,"Mississippi Val. @ Jacksonville, Ala.",W 3 - 0,3,1,7,4,20,0.150,1,,2,1,1,1,1,,8.5,,
09/09/2016,"Jackson St. @ Jacksonville, Ala.",W 3 - 0,3,1,4,2,16,0.125,,1,3,5,,,2,1,6.0,,
09/10/2016,"New Orleans @ Jacksonville, Ala.",W 3 - 0,3,1,11,6,23,0.217,1,,3,1,1,,,1,11.0,,
09/10/2016,@ Jacksonville St.,L 1 - 3,4,1,13,10,40,0.075,,,1,9,,,,1,13.0,,
09/13/2016,Troy,W 3 - 2,5,1,17,5,43,0.279,,,,1,,,,,17.0,,
09/15/2016,Louisiana,L 1 - 3,4,1,11,6,40,0.125,,,1,3,,1,1,,12.5,,
09/16/2016,UT Martin,L 1 - 3,4,1,9,5,29,0.138,,,1,1,,,1,,9.5,,
09/16/2016,Memphis,L 0 - 3,2,1,3,6,22,-0.136,,,,,,,,,3.0,1,
09/23/2016,Middle Tenn.,L 1 - 3,4,1,14,4,38,0.263,,,2,7,,,3,,15.5,,
09/25/2016,UTEP,L 2 - 3,5,1,11,8,46,0.065,,,3,14,,,5,,13.5,,
09/30/2016,@ Charlotte,W 3 - 0,3,1,12,3,23,0.391,1,2,,8,1,,3,,15.5,1,
10/02/2016,@ FIU,L 0 - 3,2,1,3,4,12,-0.083,,,,1,4,,1,,3.5,,
10/07/2016,North Texas,L 1 - 3,4,1,10,5,23,0.217,,,3,3,,1,,1,11.0,,
10/09/2016,Louisiana Tech,W 3 - 1,4,1,14,5,34,0.265,,1,,7,,,1,,15.5,,
10/14/2016,@ Western Ky.,L 1 - 3,3,1,3,4,14,-0.071,,1,,1,1,,1,,4.5,,
10/16/2016,@ Rice,L 0 - 3,3,1,9,6,25,0.120,,,1,2,,1,,,10.0,,
10/19/2016,@ Alabama St.,W 3 - 0,3,1,7,4,15,0.200,,,,1,,,1,,7.5,,
10/23/2016,@ Middle Tenn.,W 3 - 1,4,1,5,3,24,0.083,,1,,5,,,2,,7.0,1,
10/28/2016,UTSA,L 1 - 3,3,1,6,8,24,-0.083,,,1,4,,,,1,6.0,,
10/30/2016,Western Ky.,L 0 - 3,3,1,7,2,25,0.200,,1,1,2,,,1,1,8.5,,
11/04/2016,@ Southern Miss.,L 0 - 3,3,1,5,2,14,0.214,,1,1,,1,,1,,6.5,,
11/10/2016,@ Fla. Atlantic,L 0 - 3,3,1,9,1,37,0.216,1,,1,3,2,1,1,,10.5,,
11/12/2016,Marshall,L 1 - 3,4,1,12,8,42,0.095,1,,3,6,1,1,,,13.0,,
