0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,@ Indiana,L 0 - 3,3,1,6,5,27,0.037,,1,1,5,,,,,7.0,,
08/26/2017,"DePaul @ Bloomington, Ind.",W 3 - 1,4,1,15,2,39,0.333,2,2,,4,5,,,1,17.0,,
08/26/2017,"Indiana St. @ Bloomington, Ind.",W 3 - 0,3,1,12,1,26,0.423,1,,1,6,4,1,,1,13.0,,
09/01/2017,Bradley,W 3 - 1,4,1,17,6,51,0.216,2,4,2,8,2,,,,21.0,,
09/01/2017,Navy,W 3 - 0,3,1,18,4,43,0.326,,,,8,2,,,,18.0,,
09/02/2017,Purdue Fort Wayne,W 3 - 0,3,1,8,6,33,0.061,,,,8,,1,1,,9.5,,
09/05/2017,@ IUPUI,L 2 - 3,4,1,14,8,44,0.136,,,1,8,2,1,1,2,15.5,,
09/08/2017,@ Colorado St.,L 1 - 3,4,1,10,5,31,0.161,1,,1,10,,2,,,12.0,,
09/08/2017,"Idaho St. @ Fort Collins, Colo.",W 3 - 1,4,1,1,7,25,-0.240,3,1,,9,2,,1,,2.5,,
09/10/2017,"Michigan @ Fort Collins, CO",L 1 - 3,4,1,9,1,44,0.182,1,1,1,9,1,,1,,10.5,,
09/14/2017,Evansville,W 3 - 0,3,1,6,2,22,0.182,1,1,,10,,,1,,7.5,,
09/15/2017,Duquesne,W 3 - 2,2,1,2,4,12,-0.167,,,2,7,1,,,,2.0,,
09/16/2017,@ Butler,L 2 - 3,5,1,2,5,24,-0.125,1,,2,14,5,,,,2.0,,
09/22/2017,@ Eastern Mich.,W 3 - 1,4,1,20,10,67,0.149,1,,,17,1,,1,,20.5,,
09/23/2017,@ Central Mich.,W 3 - 0,3,1,16,4,39,0.308,,3,1,15,,,2,,20.0,,
09/28/2017,@ Toledo,L 0 - 3,3,1,11,7,38,0.105,,,,4,2,,,,11.0,,
09/30/2017,Buffalo,W 3 - 0,3,1,6,2,23,0.174,1,1,1,9,3,,1,,7.5,,
10/06/2017,Western Mich.,W 3 - 1,4,1,12,4,41,0.195,,,1,10,,,1,,12.5,,
10/07/2017,Northern Ill.,L 2 - 3,5,1,21,8,72,0.181,,1,1,11,3,,2,3,23.0,1,
10/13/2017,@ Kent St.,W 3 - 1,4,1,8,5,31,0.097,1,1,2,17,4,,1,,9.5,,
10/14/2017,@ Ohio,L 0 - 3,3,1,7,5,30,0.067,,1,1,9,,,1,,8.5,1,
10/20/2017,Bowling Green,W 3 - 1,4,1,12,2,37,0.270,1,,,11,,1,,,13.0,,
10/21/2017,Miami (OH),L 1 - 3,4,1,10,3,46,0.152,2,,2,28,1,,3,,11.5,,
10/27/2017,Central Mich.,L 2 - 3,5,1,16,3,42,0.310,2,1,2,8,1,1,1,,18.5,,
10/28/2017,Eastern Mich.,W 3 - 2,5,1,8,5,29,0.103,3,2,3,11,3,1,2,,12.0,,
11/02/2017,Toledo,W 3 - 1,4,1,13,3,36,0.278,2,3,1,14,,,1,2,16.5,,
11/04/2017,@ Akron,W 3 - 0,3,1,6,5,21,0.048,3,,,9,2,,,,6.0,,
11/10/2017,@ Northern Ill.,W 3 - 1,4,1,11,2,37,0.243,,1,3,11,,,4,1,14.0,,
11/11/2017,@ Western Mich.,W 3 - 2,5,1,10,4,31,0.194,,1,,11,3,,1,,11.5,,
11/17/2017,"Western Mich. @ Oxford, Ohio",L 2 - 3,5,1,17,3,41,0.341,2,1,3,13,,,4,,20.0,,
