Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
8262016,@ Tennessee,L 1 - 3,4,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
8272016,"Middle Tenn. @ Knoxville, Tenn.",W 3 - 1,4,0.0,0.0,0.0,0.0,2.0,1.1111111111111112,2.0,7.111111111111112,1.1111111111111112,0.0,0.0,0.0,1.1111111111111112
8272016,"ULM @ Knoxville, Tenn.",W 3 - 0,3,0.0,0.0,0.0,0.0,2.0,1.0655737704918034,1.5901639344262295,9.934426229508196,0.6557377049180328,0.0,0.0,0.0,1.0655737704918034
9022016,@ Wichita St.,W 3 - 1,4,0.0,0.0,0.0,0.0,1.6612466124661247,0.7046070460704608,2.0677506775067753,7.246612466124661,0.4336043360433605,0.0,0.0,0.0,0.7046070460704608
9032016,"Marquette @ Wichita, Kan.",L 1 - 3,4,0.0,0.0,0.0,0.0,1.1670633031889577,0.4950023798191338,1.4526415992384583,5.68586387434555,0.304616849119467,0.0,0.0,0.0,0.4950023798191338
9032016,"IUPUI @ Wichita, Kan.",W 3 - 0,3,0.0,0.0,0.0,0.0,0.8507242605603262,0.36082921328822976,1.3299505594587566,5.228901032179722,0.22204874663891064,0.0,0.0,0.0,0.36082921328822976
9092016,@ Western Ky.,L 0 - 3,3,0.0,0.0,0.0,0.0,0.6354286454705951,0.7756596103075752,1.4995221975672568,4.158678997748661,0.4189274550136862,0.0,0.0,0.0,0.7756596103075752
9092016,"Michigan St. @ Bowling Green, Ky.",L 0 - 3,3,0.0,0.0,0.0,0.0,0.48272319272568454,0.5892540196684601,1.1391588149706697,3.1592702306137714,0.3182513096413598,0.0,0.0,0.0,0.5892540196684601
9102016,"Southern Ill. @ Bowling Green, Ky.",L 2 - 3,5,0.0,0.0,0.0,0.0,0.37121174040394317,0.4531334178207799,1.107012438342004,3.122478017198302,0.47573863928689913,0.0,0.0,0.0,0.4531334178207799
9142016,Miami (OH),L 0 - 3,3,0.0,0.0,0.0,0.0,0.28803876174150234,0.35160522787012,1.0830354400898745,3.5431519313474102,0.3691455674965232,0.0,0.0,0.0,0.35160522787012
9172016,Furman,W 3 - 0,3,0.0,0.0,0.0,0.0,0.443811812571458,0.49347029912585816,1.0648677602574066,4.518284822623634,0.28837862660245916,0.0,0.0,0.0,0.49347029912585816
9222016,@ Tulsa,W 3 - 2,5,0.0,0.0,0.0,0.0,0.9927738328378072,0.38749357421888425,0.8361788241836222,5.91028541008549,0.2264469917408742,0.0,0.0,0.0,0.38749357421888425
9242016,@ SMU,L 2 - 3,5,0.0,0.0,0.42326948608146714,0.0,0.9943031408683474,0.30548647120913525,0.8708490766321522,6.564176363391253,0.17852294083144718,0.0,0.0,0.0,0.30548647120913525
9302016,South Fla.,W 3 - 0,3,0.0,0.0,0.3347211937851954,0.0,0.9954949280492054,0.24157847350391745,0.6886668000464965,6.655350993344681,0.14117580841073105,0.0,0.0,0.0,0.24157847350391745
10022016,UCF,W 3 - 1,4,0.0,0.20729349133056774,0.4726291602336945,-0.20729349133056774,0.996428800142581,0.19150082830098134,1.1677911286931113,8.177848928531848,0.11191098219385527,0.0,0.0,0.0,0.19150082830098134
10052016,@ East Carolina,W 3 - 0,3,0.0,0.16463403614908448,0.5811581476062683,-0.16463403614908448,0.9971637264506084,0.1520913854396271,1.1332609652596646,7.729663854497902,0.08888053633387688,0.0,0.0,0.0,0.1520913854396271
10092016,Memphis,W 3 - 0,3,0.0,0.13094870264211847,0.4622489203266783,-0.13094870264211847,1.2023513967377168,0.12097237042968718,0.9013874447038709,7.171154572629801,0.27530227339491065,0.0,0.0,0.0,0.12097237042968718
10132016,@ Houston,W 3 - 0,3,0.0,0.1042785147201456,0.36810315696211404,-0.1042785147201456,0.9574697213011905,0.5036719999798984,0.7178027886079589,6.932626722353351,0.21923174181541702,0.0,0.0,0.0,0.5036719999798984
10152016,@ Tulane,W 3 - 2,5,0.0,0.2860423040445025,0.49633047598950075,-0.2860423040445025,0.7631757051733243,0.8073135356865189,0.5721430528652024,8.163845104756934,0.17474426129004006,0.0,0.0,0.0,0.8073135356865189
10212016,UConn,W 3 - 2,5,0.0,0.2281665815854247,0.3959065720068185,-0.2281665815854247,0.6087602754428658,0.6439675778746965,0.45637978265547785,7.5236956632325915,0.13938777651579676,0.0,0.0,0.0,0.6439675778746965
10232016,Temple,L 0 - 3,3,0.0,0.18210845402250606,0.5178499870902136,-0.18210845402250606,0.6877366488281467,0.5139750932520878,0.5661159637485069,6.812395948689131,0.11125070251106323,0.0,0.0,0.0,0.5139750932520878
10272016,@ UCF,W 3 - 2,5,0.0,0.1454160208483225,0.41351009717378395,-0.1454160208483225,0.5491668544492155,0.6119026524505894,0.45205112101411393,7.857629219206731,0.2903218740377031,0.0,0.0,0.0,0.6119026524505894
10292016,@ South Fla.,W 3 - 0,3,0.0,0.11616012032357773,0.5315045943120884,-0.11616012032357773,0.43868129191266797,0.6899830271409813,0.96466684595888,7.6850848532018485,0.433100314381608,0.0,0.0,0.0,0.6899830271409813
11042016,SMU,W 3 - 0,3,0.0,0.0928178655774143,0.4246993017157206,-0.0928178655774143,0.5514776995047352,0.5513316591397319,0.7708180517184383,6.944570904309132,0.3460692589662241,0.0,0.0,0.0,0.5513316591397319
