Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
1,"Thompson, Damassy",Fr,S,5-1,130,,130,37,,3,8,82,-0.061,600.0,22.0,47.0,226.0,1.0,,,1.0,25.0,7.0,0.0
2,"Washington, Alana",Fr,DS,5-5,130,,130,37,,6,10,93,-0.043,133.0,26.0,24.0,552.0,43.0,,,,32.0,2.0,0.0
6,"Bianchi Brito, Marina",Jr,MB,6-1,129,,129,37,,198,100,547,0.179,21.0,19.0,33.0,48.0,1.0,32.0,64.0,15.0,281.0,1.0,0.0
18,"Dabney, Camry",Jr,MB,6-0,127,,127,37,,278,148,743,0.175,12.0,2.0,4.0,53.0,11.0,9.0,26.0,3.0,302.0,2.0,0.0
10,"Nomura, Kanile'a",Jr,MB,5-11,118,,118,36,,180,85,449,0.212,8.0,1.0,,38.0,1.0,20.0,40.0,5.0,221.0,,0.0
14,"Whitten, Jylen",Fr,OH,5-9,117,,117,33,,385,178,1071,0.193,22.0,31.0,34.0,268.0,30.0,6.0,18.0,1.0,431.0,3.0,0.0
12,"Wolf, Madison",Sr,RS,5-11,109,,109,34,,148,82,410,0.161,15.0,,,75.0,,6.0,36.0,4.0,172.0,,0.0
22,"Dennis, Dekyra",Jr,S,5-8,94,,94,30,,4,8,42,-0.095,392.0,11.0,18.0,134.0,,,2.0,,16.0,17.0,0.0
9,"Burney, Alexandra",Sr,RS,5-9,85,,85,25,,107,60,411,0.114,11.0,15.0,27.0,162.0,22.0,3.0,7.0,1.0,128.5,,0.0
24,"Talia, Gaines",,,-,57,,57,18,,85,29,196,0.28600000000000003,4.0,6.0,10.0,21.0,,14.0,27.0,2.0,118.5,,0.0
4,"Bridges, Carin",Fr,DS,5-2,52,,52,18,,1,0,8,0.125,6.0,7.0,5.0,57.0,5.0,,,,8.0,,0.0
19,"Gaines, Taila",Fr,MB,6-0,47,,47,16,,61,26,184,0.19,3.0,2.0,5.0,16.0,1.0,8.0,22.0,5.0,82.0,,0.0
7,"Wall, Kaiya",Fr,OH,5-7,47,,47,19,,68,34,228,0.149,3.0,,3.0,35.0,5.0,4.0,4.0,,74.0,1.0,0.0
3,"Simpson, Sapphire",Jr,S,5-8,47,,47,19,,1,4,36,-0.083,138.0,6.0,6.0,68.0,,,1.0,,7.5,4.0,0.0
8,"Lewis, Hannah",Fr,OH,5-7,6,,6,5,,6,3,13,0.231,,1.0,,2.0,,,,,7.0,,0.0
5,"Dolford, Latisha",Sr,DS,5-4,5,,5,3,,0,0,0,,,,1.0,,,,,,,,0.0
15,"Jackson, Taylor",Sr,DS,5-11,3,,3,3,,1,0,1,1.0,,,,,,,,,1.0,,0.0
23,"Irving, Terri",So,S,5-9,3,,3,1,,2,0,12,0.16699999999999998,,,,,,,1.0,,2.5,,
20,"Miller, Monica",Fr,RS,6-1,2,,2,2,,0,1,2,-0.5,,,,,,,1.0,,,,0.0
-,TEAM,-,-,-,-,-,14,6,,0,0,0,,,,,,66.0,,,,,,0.0
-,Totals,-,-,-,-,-,130,30,,1537,776,4535,0.168,1368.0,149.0,217.0,1763.0,186.0,102.0,249.0,37.0,1710.5,37.0,30.0
-,Opponent Totals,-,-,-,-,-,130,30,,1420,683,4152,0.17800000000000002,1245.0,188.0,217.0,1777.0,150.0,140.0,291.0,39.0,1747.0,29.0,30.0
