Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
17,"Stumler, Alli",So,OH,-,114,,114,32,,383,129,1181,0.215,22.0,34.0,32.0,270.0,20.0,7.0,43.0,2.0,445.5,1.0,0.0
7,"Meyer, Leah",Sr,MB,6-3,114,,114,32,,233,55,454,0.392,4.0,7.0,33.0,44.0,,10.0,129.0,10.0,314.5,,0.0
5,"Tharp, Lauren",So,DS,-,114,,114,32,,1,0,3,0.33299999999999996,21.0,19.0,31.0,211.0,18.0,,,,20.0,,0.0
12,"Curry, Gabby",Jr,DS,5-8,114,,114,32,,2,0,12,0.16699999999999998,133.0,26.0,42.0,514.0,20.0,,,,28.0,1.0,0.0
13,"Edmond, Leah",Sr,OH,6-2,111,,111,32,,491,144,1129,0.307,14.0,20.0,25.0,245.0,22.0,11.0,40.0,5.0,542.0,2.0,0.0
3,"Lilley, Madison",Jr,S,5-11,110,,110,31,,87,15,189,0.381,1254.0,30.0,32.0,273.0,1.0,12.0,70.0,4.0,164.0,10.0,0.0
6,"Paris, Kendyl",Jr,MB,6-3,108,,108,31,,169,47,356,0.34299999999999997,1.0,6.0,27.0,19.0,,5.0,90.0,11.0,225.0,,0.0
10,"Cooper, Caitlyn",Sr,OH,5-11,78,,78,24,,129,62,332,0.20199999999999999,5.0,1.0,4.0,29.0,4.0,5.0,56.0,9.0,163.0,,0.0
8,"Scheitzach, Cameron",So,S,-,57,,57,20,,0,3,10,-0.3,65.0,5.0,7.0,24.0,,,,2.0,5.0,5.0,0.0
9,"Schmaltz, Kylie",Sr,DS,5-8,50,,50,24,,0,0,1,0.0,2.0,2.0,13.0,26.0,4.0,,,,2.0,,0.0
15,"Tealer, Azhani",Fr,OPP,5-10,37,,37,15,,86,38,191,0.251,,,,13.0,,2.0,18.0,3.0,97.0,,0.0
4,"Skinner, Avery",Jr,OH,6-1,26,,26,9,,53,31,157,0.14,,,,11.0,4.0,2.0,2.0,,56.0,,0.0
16,"Goddard, Gabby",So,MB,-,14,,14,10,,11,9,29,0.069,,,,,,1.0,7.0,1.0,15.5,,0.0
1,"Berezowitz, Maddie",Fr,L,5-6,7,,7,7,,0,0,0,,,,3.0,2.0,1.0,,,,,,0.0
14,"Bell, Bella",Fr,MB,6-3,1,,1,1,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,10,7,,0,0,0,,,,,,10.0,,,,,,0.0
-,Totals,-,-,-,-,-,114,7,,1645,533,4044,0.275,1521.0,150.0,249.0,1681.0,104.0,55.0,455.0,47.0,2077.5,19.0,7.0
-,Opponent Totals,-,-,-,-,-,114,7,,1286,675,3932,0.155,1184.0,104.0,166.0,1597.0,150.0,69.0,368.0,57.0,1643.0,28.0,7.0
