Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Milojevic, Tijana",Jr,L,5-7,120,,120.0,31,,2,5,35,-0.086,98.0,42.0,45.0,491.0,31.0,,,,44.0,,0
18,"Kerschenbaum, Eve",So,OH,6-3,116,,116.0,31,,399,184,1040,0.207,12.0,40.0,23.0,187.0,31.0,2.0,25.0,,453.5,,0
10,"Stark, Rachel",Jr,OH,5-10,113,,113.0,31,,322,161,960,0.168,26.0,23.0,54.0,235.0,40.0,5.0,46.0,3.0,373.0,,0
5,"Kurokawa, Kailee",So,S,5-9,97,,97.0,27,,5,2,20,0.15,303.0,16.0,5.0,182.0,5.0,1.0,10.0,1.0,26.0,3.0,0
17,"McCabe, Lauren",Fr,MB,6-2,97,,97.0,26,,101,41,286,0.21,3.0,4.0,4.0,31.0,,7.0,78.0,9.0,151.0,1.0,0
14,"Queiroz, Julia",So,MB,-,92,,92.0,25,,166,75,381,0.239,11.0,9.0,12.0,46.0,3.0,10.0,95.0,7.0,232.5,1.0,0
12,"Sanchez, Sofia",So,OH,6-2,87,,87.0,30,,174,112,533,0.11599999999999999,2.0,6.0,13.0,44.0,2.0,,31.0,3.0,195.0,,0
8,"Carter, Amaris",Fr,MB,5-9,85,,85.0,24,,155,104,510,0.1,8.0,3.0,12.0,105.0,12.0,4.0,44.0,9.0,183.5,,0
11,"Ozkan, Ezgi",Fr,S,5-10,84,,84.0,23,,28,8,122,0.16399999999999998,778.0,17.0,34.0,159.0,,4.0,53.0,1.0,75.5,12.0,0
3,"Borje-Bonkowski, Aly",Sr,DS,5-4,59,,59.0,21,,0,0,1,0.0,11.0,3.0,1.0,62.0,13.0,,,,3.0,,0
4,"Carr, Johnasia",Fr,MB,5-11,57,,57.0,19,,72,31,176,0.233,3.0,,,7.0,1.0,8.0,40.0,16.0,99.5,,0
15,"Lane, Colby",Fr,L/DS,5-3,57,,57.0,18,,1,1,3,0.0,2.0,1.0,3.0,43.0,7.0,,,,2.0,,0
2,"Eason, Lilly",So,S,5-8,15,,15.0,11,,3,0,15,0.2,80.0,1.0,2.0,26.0,,1.0,3.0,,6.0,3.0,0
16,"MacDonald, Azzia",So,MB,6-2,2,,2.0,2,,1,1,2,0.0,,,,,,,,1.0,1.0,,0
-,TEAM,-,-,-,-,-,,0,,0,0,0,,,,,,26.0,,,,,,0
-,Totals,-,-,-,-,-,120.0,30,,1429,725,4084,0.172,1340.0,165.0,208.0,1619.0,171.0,42.0,425.0,50.0,1738.0,23.0,30
-,Opponent Totals,-,-,-,-,-,120.0,30,,1475,610,4008,0.21600000000000003,1360.0,170.0,221.0,1616.0,164.0,36.0,484.0,37.0,1811.0,22.0,30
