Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
13,"LaPorte, Macey",Sr,OH,5-9,103,,103,29,,99,60,382,0.102,15.0,34.0,35.0,194.0,36.0,,13.0,,139.5,,0
7,"Blackmon, Skylar",Jr,DS,5-8,103,,103,29,,1,2,23,-0.043,65.0,13.0,8.0,393.0,31.0,,,,14.0,1.0,0
12,"Feggeler, Rachel",Fr,OH,6-0,103,,103,29,,214,100,608,0.188,2.0,,1.0,30.0,1.0,6.0,61.0,9.0,250.5,,0
10,"Monssen, Brooke",Sr,OH,6-2,103,,103,29,,419,219,1073,0.18600000000000003,18.0,13.0,38.0,195.0,39.0,8.0,39.0,7.0,459.5,,0
14,"Michalski, Caitlyn",Sr,MB,5-10,102,,102,29,,99,43,271,0.207,7.0,9.0,10.0,29.0,1.0,13.0,79.0,15.0,160.5,1.0,0
21,"Reagor, Paige",Fr,MB,6-5,102,,102,29,,188,72,455,0.255,2.0,1.0,2.0,20.0,1.0,22.0,86.0,4.0,254.0,1.0,0
16,"Karelse, Emilee",Fr,S,5-9,96,,96,28,,18,1,58,0.293,741.0,28.0,21.0,152.0,,,20.0,1.0,55.5,13.0,0
8,"McFatrich, Elle",Fr,L/DS,5-6,96,,96,28,,0,1,8,-0.125,21.0,13.0,13.0,153.0,23.0,,,,13.0,1.0,0
9,"Rivera, Naiomi",Sr,S,5-8,67,,67,24,,7,3,20,0.2,2.0,12.0,13.0,27.0,,,1.0,,19.5,,0
3,"Starr, Carsyn",Fr,OH,6-0,48,,48,15,,146,59,361,0.24100000000000002,,,2.0,16.0,1.0,4.0,19.0,4.0,159.5,,0
4,"Holweger, Ashleigh",So,S,5-10,48,,48,20,,5,1,11,0.364,112.0,3.0,14.0,25.0,,,1.0,1.0,8.5,1.0,0
18,"Vacha, Abby",Fr,MH,5-11,45,,45,20,,23,15,101,0.079,,,1.0,16.0,,,9.0,2.0,27.5,,0
15,"Minnick, Emma",Fr,S,5-9,38,,38,14,,5,1,15,0.267,181.0,2.0,4.0,49.0,,1.0,6.0,,11.0,3.0,0
17,"Lister, Alexa",Sr,MB,6-4,11,,11,7,,14,7,34,0.20600000000000002,1.0,,,8.0,,3.0,4.0,,19.0,,0
11,"Smith, Rachel",Sr,S,5-7,1,,1,1,,0,0,0,,,,,,,,,,,,0
19,"Naniseni, Gabby",Fr,OH,5-10,1,,1,2,,0,0,0,,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,10,5,,0,0,0,,,,,,29.0,,,,,,0
-,Totals,-,-,-,-,-,103,21,,1238,584,3420,0.191,1167.0,128.0,162.0,1307.0,162.0,57.0,338.0,43.0,1494.0,21.0,21
-,Opponent Totals,-,-,-,-,-,103,21,,1298,581,3424,0.209,1184.0,163.0,197.0,1317.0,128.0,50.0,361.0,42.0,1564.5,46.0,21
