Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
21,"Wurl, Karenna",Fr,L/DS,5-10,107,,107,28,,2,2,6,0.0,34.0,23.0,30.0,251.0,13.0,,1.0,,25.0,1.0,0.0
8,"Howard, Skyy",Fr,MB,6-2,104,,104,28,,159,75,423,0.19899999999999998,6.0,2.0,5.0,22.0,1.0,9.0,100.0,10.0,220.0,,0.0
5,"Archer, Annabelle",So,S,5-8,97,,97,28,,10,5,40,0.125,563.0,11.0,22.0,136.0,,,10.0,2.0,26.0,6.0,0.0
13,"Fradenburg, Mia",Sr,L/DS,5-6,95,,95,25,,0,0,6,0.0,96.0,26.0,24.0,371.0,19.0,,,,26.0,,0.0
25,"Harrison, Lauren",So,OH,6-0,92,,92,25,,350,142,858,0.242,3.0,1.0,2.0,63.0,17.0,11.0,41.0,5.0,382.5,,0.0
23,"Austin, Parker",Fr,OH,6-2,91,,91,27,,256,122,815,0.16399999999999998,13.0,11.0,32.0,183.0,24.0,9.0,32.0,5.0,292.0,2.0,0.0
3,"Tontai, Aristea",Jr,MB,6-4,89,,89,26,,122,44,262,0.298,6.0,29.0,52.0,41.0,1.0,12.0,107.0,10.0,216.5,,0.0
1,"Cox, Destiny",So,OH,6-3,85,,85,24,,146,74,433,0.166,1.0,2.0,6.0,52.0,,3.0,70.0,15.0,186.0,,0.0
10,"Atherton, Hunter",Jr,S,5-11,81,,81,22,,18,4,43,0.326,518.0,9.0,21.0,134.0,,,19.0,2.0,36.5,14.0,0.0
2,"Peck, Carly",Fr,OH,5-11,81,,81,26,,116,55,368,0.166,3.0,,2.0,48.0,,2.0,44.0,5.0,140.0,,0.0
6,"Wine, Skylar",Sr,OPP,6-2,68,,68,23,,166,76,464,0.19399999999999998,6.0,3.0,5.0,48.0,4.0,,35.0,,186.5,,0.0
9,"Moseman, Greer",Sr,L/DS,5-6,56,,56,22,,0,0,1,0.0,6.0,14.0,7.0,69.0,,,,,14.0,,0.0
15,"Shannon, Ryan",Fr,L/DS,5-6,39,,39,18,,0,0,1,0.0,,2.0,3.0,40.0,3.0,,,,2.0,,0.0
7,"Esterley, Katharine",Jr,MH,6-2,36,,36,19,,17,5,48,0.25,3.0,,,4.0,1.0,,19.0,5.0,26.5,,0.0
16,"Clark, Raleigh",So,MH,6-4,3,,3,2,,1,1,3,0.0,,,,,,,3.0,,2.5,,0.0
11,"LaGarde, Hadden",So,OH,6-3,1,,1,1,,0,0,0,,,,,1.0,,,,,,,
-,TEAM,-,-,-,-,-,11,7,,0,0,0,,,,,,16.0,,,,,,0.0
-,Totals,-,-,-,-,-,107,10,,1363,605,3771,0.201,1258.0,133.0,211.0,1463.0,99.0,46.0,481.0,59.0,1782.5,23.0,10.0
-,Opponent Totals,-,-,-,-,-,107,10,,1389,580,3698,0.21899999999999997,1316.0,98.0,215.0,1555.0,133.0,46.0,375.0,49.0,1720.5,41.0,10.0
