Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
5,"Fields, Skylar",Fr,OPP,-,98,,98,27,,246,52,576,0.337,4.0,,,16.0,,,90.0,2.0,291.0,1.0,0.0
1,"White, Micaya",Sr,OH,6-1,98,,98,27,,392,86,1016,0.301,20.0,30.0,65.0,234.0,17.0,8.0,51.0,12.0,455.5,1.0,0.0
33,"Eggleston, Logan",So,,-,98,,98,27,,347,93,808,0.314,8.0,52.0,85.0,214.0,23.0,2.0,56.0,2.0,429.0,2.0,0.0
2,"Gabriel, Jhenna",So,,-,97,,97,27,,22,10,59,0.203,1019.0,15.0,46.0,195.0,1.0,,19.0,11.0,46.5,6.0,0.0
8,"Petersen, Sydney",So,,-,96,,96,27,,0,2,2,-1.0,105.0,18.0,32.0,335.0,24.0,,,,18.0,2.0,0.0
4,"Hahn, Claire",Sr,L,5-5,96,,96,27,,1,1,4,0.0,70.0,12.0,12.0,145.0,12.0,,,,13.0,3.0,0.0
15,"Phillips, Molly",Fr,MB,-,95,,95,27,,74,27,161,0.292,2.0,,5.0,12.0,,4.0,66.0,4.0,111.0,,0.0
7,"O'Neal, Asjia",Fr,MB,6-3,93,,93,26,,125,34,249,0.365,3.0,22.0,41.0,35.0,,7.0,86.0,7.0,197.0,,0.0
10,"Butler, Brionne",Jr,MB,6-4,58,,58,18,,134,27,244,0.439,1.0,,,7.0,1.0,14.0,81.0,8.0,188.5,,
13,"Rounsaville, Autumn",Sr,L,5-5,36,,36,16,,0,0,1,0.0,4.0,1.0,1.0,42.0,5.0,,,,1.0,,0.0
34,"Agbaji, Orie",Sr,MB,6-2,21,,21,13,,11,2,20,0.45,,,1.0,,,1.0,6.0,1.0,15.0,,0.0
9,"Shook, Ashley",Jr,S,6-1,15,,15,11,,3,0,5,0.6,29.0,,5.0,9.0,,,2.0,,4.0,,0.0
3,"Fisbeck, Riley",Sr,S,6-1,3,,3,4,,0,0,0,,6.0,,1.0,1.0,,,,1.0,,1.0,0.0
-,TEAM,-,-,-,-,-,5,5,,0,0,0,,,,,,7.0,,,,,,0.0
-,Totals,-,-,-,-,-,98,2,,1355,334,3145,0.325,1271.0,150.0,294.0,1245.0,90.0,36.0,457.0,48.0,1769.5,16.0,2.0
-,Opponent Totals,-,-,-,-,-,98,2,,1172,582,3224,0.183,1112.0,90.0,211.0,1272.0,150.0,18.0,230.0,40.0,1395.0,23.0,2.0
