Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
19,"Freed, Lauren",Sr,OH,5-10,102,,102,28,,238,157,822,0.099,18.0,29.0,24.0,311.0,18.0,7.0,24.0,2.0,286.0,1.0,0
9,"Manusky, Logan",Jr,OH,5-9,102,,102,28,,3,1,17,0.11800000000000001,94.0,12.0,19.0,495.0,39.0,,2.0,,16.0,3.0,0
10,"Napierala, Mandy",Jr,MB,6-0,100,,100,28,,288,120,975,0.172,5.0,9.0,15.0,121.0,18.0,7.0,35.0,10.0,321.5,,0
15,"Eisnaugle, Peyton",Sr,MB,6-1,99,,99,28,,190,55,419,0.322,1.0,,,14.0,,6.0,74.0,8.0,233.0,1.0,0
2,"Harris, Brooke",So,S,5-5,92,,92,27,,3,3,10,0.0,352.0,11.0,14.0,143.0,,,2.0,,15.0,15.0,0
16,"Campbell, Claire",So,MB,6-1,78,,78,26,,92,52,278,0.14400000000000002,2.0,4.0,14.0,28.0,1.0,10.0,52.0,11.0,131.5,,0
11,"Carpenter, Tori",Fr,S,5-11,72,,72,24,,14,5,34,0.265,399.0,9.0,16.0,112.0,1.0,1.0,7.0,1.0,27.5,21.0,0
1,"Dunston, Amani",So,S,5-6,66,,66,26,,2,1,9,0.111,248.0,3.0,5.0,116.0,,,,1.0,5.0,12.0,0
8,"Demari, Kayla",Jr,RS,6-2,55,,55,23,,63,29,186,0.183,3.0,7.0,6.0,36.0,9.0,2.0,21.0,8.0,82.5,,0
21,"Pender, Caroline",Fr,DS,5-8,52,,52,19,,0,0,0,,5.0,7.0,12.0,48.0,7.0,,,,7.0,,0
14,"Falk, Emma",Fr,MB,6-4,48,,48,17,,60,27,150,0.22,1.0,7.0,4.0,16.0,,3.0,51.0,6.0,95.5,,0
26,"Duggan, Sylvia",So,OH,5-11,48,,48,20,,58,43,253,0.059000000000000004,6.0,3.0,14.0,86.0,15.0,3.0,12.0,7.0,70.0,,0
22,"Murphy, Meghan",Jr,OH,6-4,47,,47,20,,36,28,148,0.054000000000000006,1.0,1.0,,12.0,1.0,,24.0,3.0,49.0,,0
13,"Pope, Logan",Fr,RS,6-3,47,,47,18,,45,23,131,0.168,,,,13.0,,2.0,11.0,1.0,52.5,,0
6,"Russell, Molly",So,MB,6-1,46,,46,19,,76,31,194,0.23199999999999998,2.0,,3.0,21.0,1.0,1.0,22.0,5.0,87.5,,0
7,"Bower, Caroline",Fr,OH,6-0,26,,26,15,,32,31,101,0.01,,,1.0,8.0,4.0,2.0,7.0,2.0,37.5,,0
-,TEAM,-,-,-,-,-,16,12,,0,0,0,,,,,,25.0,,,,,,0
-,Totals,-,-,-,-,-,102,7,,1200,606,3727,0.159,1137.0,102.0,147.0,1580.0,139.0,44.0,344.0,65.0,1518.0,53.0,7
-,Opponent Totals,-,-,-,-,-,102,7,,1342,559,3705,0.21100000000000002,1262.0,139.0,192.0,1658.0,102.0,49.0,349.0,34.0,1704.5,39.0,7
