Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"York, Breyanna",Sr,S,5-11,103,,103,28,,91,32,287,0.20600000000000002,706.0,24.0,32.0,147.0,3.0,5.0,16.0,,128.0,6.0,0
1,"Grayson, Valencia",Jr,DS,5-4,102,,102,28,,6,9,59,-0.051,81.0,23.0,27.0,382.0,34.0,,,,29.0,2.0,0
5,"Austin, Alexis",Sr,OH,5-9,97,,97,27,,285,146,758,0.183,14.0,26.0,39.0,173.0,12.0,6.0,15.0,7.0,324.5,1.0,0
19,"Chuidian, Alyssa",Jr,S,5-6,93,,93,27,,7,2,46,0.109,170.0,12.0,17.0,171.0,3.0,,1.0,,19.0,9.0,0
12,"Lilley, Danielle",Fr,OH,5-10,92,,92,28,,263,101,674,0.24,11.0,9.0,11.0,61.0,13.0,3.0,15.0,1.0,282.5,,0
20,"Stone, Nia",Sr,MB,5-9,84,,84,28,,111,63,288,0.16699999999999998,6.0,2.0,2.0,16.0,2.0,10.0,24.0,2.0,134.5,,0
14,"Brichackova, Radka",Jr,MB,6-0,80,,80,24,,62,26,209,0.172,5.0,9.0,13.0,29.0,,13.0,27.0,2.0,97.0,,0
7,"Ford, Nia",Fr,OH,5-9,79,,79,24,,3,9,44,-0.136,9.0,8.0,15.0,108.0,18.0,,,,11.0,1.0,0
2,"Hall, Jada",So,MB,5-10,71,,71,22,,98,58,282,0.142,4.0,3.0,7.0,28.0,5.0,5.0,12.0,4.0,112.0,1.0,0
16,"Salazar-Gutierrez, Maria",Jr,RS,6-2,66,,66,25,,83,35,217,0.221,3.0,,1.0,27.0,,3.0,18.0,2.0,95.0,,0
6,"Jells, Atira",So,MB,6-0,64,,64,19,,110,73,298,0.124,15.0,18.0,32.0,64.0,1.0,7.0,26.0,2.0,148.0,,0
24,"Rideaux, Indyah",Fr,MB,6-0,58,,58,20,,65,28,174,0.213,7.0,,,16.0,2.0,13.0,18.0,3.0,86.5,,0
3,"Brown, Kynnedi",So,DS,5-4,53,,53,18,,1,1,6,0.0,7.0,6.0,6.0,59.0,5.0,,,,7.0,,0
18,"Scroggins, Kaitlyn",Fr,DS,5-8,48,,48,20,,5,3,23,0.087,6.0,5.0,5.0,57.0,8.0,,,,10.0,,0
18,"Scroggins, Kaitlyn",Fr,RS,5-8,15,,15,5,,0,0,3,0.0,5.0,,,10.0,4.0,,,,,,0
99,"Brenson, Neena",So,OH,5-11,2,,2,2,,1,1,5,0.0,1.0,,,,,,,,1.0,,0
-,TEAM,-,-,-,-,-,17,6,,0,0,0,,,,,,57.0,,,,,,0
-,Totals,-,-,-,-,-,103,18,,1194,593,3385,0.17800000000000002,1051.0,146.0,209.0,1352.0,167.0,65.0,172.0,23.0,1491.0,20.0,18
-,Opponent Totals,-,-,-,-,-,103,18,,1221,519,3321,0.21100000000000002,1081.0,169.0,178.0,1365.0,145.0,52.0,253.0,40.0,1568.5,34.0,18
