Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"Durham, Emily",Jr,OH,5-9,115,,115,31,,7,5,34,0.059000000000000004,60,32.0,39.0,353,47.0,1.0,1.0,,40.5,,0
23,"Cronister, Catie",Sr,OH,5-10,111,,111,30,,371,183,1049,0.179,47,42.0,88.0,316,32.0,19.0,37.0,16.0,450.5,4.0,2
4,"Sharpe, Chasidy",Fr,L,5-1,108,,108,30,,7,3,25,0.16,14,41.0,34.0,121,26.0,,1.0,1.0,48.5,1.0,0
21,"Coonan, Riley",Jr,MB,6-1,104,,104,29,,259,65,539,0.36,9,9.0,12.0,61,1.0,42.0,77.0,19.0,348.5,5.0,0
16,"Yaffa, Meghan",So,OH,5-11,104,,104,28,,234,119,735,0.156,15,31.0,35.0,202,23.0,9.0,29.0,17.0,288.5,1.0,0
11,"King, Lorissa",Sr,S,5-9,95,,95,25,,30,8,124,0.177,937,12.0,13.0,212,,2.0,21.0,12.0,54.5,12.0,0
7,"Smith, Kennedy",Fr,OH,6-0,75,,75,23,,141,76,500,0.13,11,18.0,26.0,160,27.0,3.0,8.0,4.0,166.0,1.0,0
22,"Bossert, Kelly",Sr,RS,6-2,56,,56,18,,81,55,214,0.121,21,,4.0,20,,2.0,22.0,5.0,94.0,2.0,0
9,"Meier, Claire",So,MH,6-0,52,,52,22,,95,36,200,0.295,2,,2.0,16,1.0,2.0,18.0,5.0,106.0,1.0,0
12,"Zeman, Bella",Fr,OH,5-10,52,,52,23,,18,18,78,0.0,5,3.0,11.0,22,1.0,1.0,4.0,2.0,24.0,,0
18,"Hubbard, Kelly",So,MH,6-1,44,,44,22,,61,28,155,0.213,1,,,9,,5.0,24.0,3.0,78.0,1.0,0
13,"Shacklette, Kara",Sr,MB,5-11,42,,42,20,,59,24,133,0.263,2,,,5,,6.0,20.0,3.0,74.5,,0
5,"Krause, Robyn",Jr,S,5-10,26,,26,10,,3,2,17,0.059000000000000004,126,2.0,2.0,35,1.0,,2.0,,6.0,5.0,0
2,"Wyatt, Emory",Fr,MH,6-0,18,,18,7,,17,11,52,0.115,3,,4.0,10,6.0,,8.0,,21.0,,0
-,TEAM,-,-,-,-,-,10,6,,1,0,1,1.0,12,,,3,23.0,,,1.0,1.0,1.0,0
-,Totals,-,-,-,-,-,116,18,,1425,649,3969,0.196,1301,196.0,274.0,1573,193.0,101.0,274.0,89.0,1859.0,34.0,18
-,Opponent Totals,-,-,-,-,-,116,18,,1383,600,3921,0.2,1256,193.0,248.0,1586,196.0,80.0,318.0,65.0,1815.0,16.0,18
