Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
33,"Pua'a, Emi",Sr,DS,5-8,117,,117,32,,2,2,7,0.0,46.0,19.0,24.0,310.0,38.0,,,,21.0,,0
4,"Patterson, Julia",Sr,S,5-10,117,,117,32,,143,33,309,0.35600000000000004,1151.0,24.0,29.0,299.0,,6.0,49.0,14.0,197.5,8.0,1
10,"Whipple, Paige",Jr,OH,6-1,116,,116,32,,457,191,1347,0.19699999999999998,34.0,20.0,39.0,256.0,37.0,4.0,37.0,9.0,499.5,,0
6,"Smoot, Katie",Jr,OH,6-2,107,,107,32,,307,140,907,0.184,11.0,11.0,31.0,147.0,8.0,6.0,27.0,4.0,337.5,,0
8,"Hiapo, Kamaile",Fr,L/DS,5-7,107,,107,29,,20,11,90,0.1,94.0,14.0,26.0,377.0,23.0,,4.0,3.0,36.0,,0
13,"Cross, Devyn",Sr,MB,6-0,106,,106,29,,231,50,475,0.381,6.0,3.0,17.0,48.0,2.0,31.0,69.0,10.0,299.5,1.0,0
15,"Ua, Malina Kalei",So,DS,5-4,92,,92,29,,0,0,5,0.0,14.0,5.0,26.0,70.0,7.0,,,,5.0,,0
16,"Fellows, Zyonna",So,MB,6-4,80,,80,23,,68,36,200,0.16,3.0,,,29.0,,11.0,47.0,6.0,102.0,,0
17,"Shelton, Elizabeth",Jr,OH,6-2,58,,58,17,,157,52,319,0.32899999999999996,2.0,,1.0,35.0,1.0,9.0,29.0,3.0,180.5,,0
3,"Hayes, Shardonee",Jr,MB,6-3,52,,52,15,,62,20,142,0.29600000000000004,1.0,2.0,2.0,14.0,,10.0,36.0,5.0,92.0,,0
35,"Pua'a, Mahina",Jr,S,5-7,36,,36,16,,0,0,2,0.0,4.0,1.0,5.0,8.0,,,,,1.0,,0
1,"Williamson, Erin",So,DS,5-5,35,,35,14,,0,0,0,,,2.0,10.0,6.0,1.0,,,,2.0,,0
22,"Martin, Makenna",Sr,DS,5-9,35,,35,9,,16,7,61,0.14800000000000002,10.0,6.0,8.0,87.0,8.0,,6.0,,25.0,,0
18,"Nihipali, Whittnee",So,OH,6-1,32,,32,12,,57,32,182,0.13699999999999998,2.0,5.0,13.0,37.0,1.0,2.0,4.0,,66.0,,0
-,TEAM,-,-,-,-,-,11,3,,0,0,0,,,,,,20.0,,,,,,0
-,Totals,-,-,-,-,-,117,21,,1520,574,4046,0.23399999999999999,1378.0,112.0,231.0,1723.0,146.0,79.0,308.0,54.0,1865.0,9.0,21
-,Opponent Totals,-,-,-,-,-,117,21,,1514,608,4124,0.22,1406.0,146.0,272.0,1696.0,122.0,64.0,321.0,58.0,1884.5,18.0,21
