Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
18,"Wiedenfeld, Maddie",So,MB,6-2,123,,123,34,,242,68,553,0.315,3.0,7.0,22.0,39.0,,13.0,109.0,10.0,316.5,1.0,0
4,"Jurgens, Madison",So,S,5-9,123,,123,34,,76,28,189,0.254,1438.0,45.0,52.0,332.0,,,30.0,7.0,135.5,21.0,0
3,"Slaughter, Sami",Jr,OH,6-1,123,,123,34,,418,154,1018,0.259,2.0,,1.0,65.0,6.0,6.0,61.0,10.0,454.5,,0
6,"Juhnke, Elizabeth",Fr,OH,6-0,123,,123,34,,520,202,1326,0.24,32.0,10.0,35.0,354.0,44.0,10.0,77.0,3.0,578.5,1.0,0
15,"Rasmussen, Anne",Sr,DS,5-4,123,,123,34,,1,1,7,0.0,116.0,28.0,26.0,607.0,25.0,,,,29.0,,0
14,"Weideman, Lolo",So,OH,5-7,123,,123,34,,15,12,95,0.032,21.0,50.0,54.0,299.0,17.0,,,,65.0,,0
16,"Fonseca, Mehana",Sr,DS,5-6,122,,122,34,,1,0,4,0.25,26.0,20.0,40.0,224.0,22.0,,,,21.0,2.0,0
12,"Loschen, Elizabeth",Sr,OH,6-1,121,,121,34,,266,77,682,0.27699999999999997,2.0,3.0,5.0,85.0,2.0,3.0,86.0,8.0,315.0,,0
7,"Harms, Madison",Fr,MB,6-2,104,,104,31,,174,47,405,0.314,3.0,,,11.0,1.0,12.0,125.0,4.0,248.0,,0
9,"Bollweg, Brooklyn",Fr,DS,5-4,91,,91,34,,0,0,0,,2.0,14.0,14.0,18.0,,,,,14.0,,0
8,"Zuluaga, Pamela",Sr,S,5-8,30,,30,19,,1,0,1,1.0,7.0,1.0,3.0,5.0,,1.0,,,3.0,,0
2,"Gerdes, Claire",So,MB,6-1,24,,24,12,,33,7,71,0.366,,,1.0,3.0,,1.0,22.0,3.0,45.0,1.0,0
1,"Adams, Aimee",Fr,OH,6-1,12,,12,8,,8,2,21,0.28600000000000003,,,,4.0,,,3.0,,9.5,,0
5,"Wagemester, Jenna",So,OH,6-0,9,,9,9,,7,2,20,0.25,,,1.0,,,,1.0,,7.5,,0
17,"Grathoff, Emily",So,MB,6-3,1,,1,2,,0,0,0,,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,2,2,,0,0,0,,,,,,21.0,,,,,,0
-,Totals,-,-,-,-,-,123,30,,1762,600,4392,0.265,1652.0,178.0,254.0,2046.0,138.0,46.0,514.0,45.0,2070.0,26.0,30
-,Opponent Totals,-,-,-,-,-,123,30,,1383,693,4422,0.156,1283.0,139.0,208.0,1818.0,177.0,36.0,354.0,57.0,1583.0,45.0,30
