Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
16,"Hill, Emily",Sr,OH,6-1,116,,116,30,,491,181,1444,0.215,35.0,28.0,29.0,314.0,34.0,8.0,36.0,6.0,545.0,,0.0
5,"Solano, Emerson",Jr,L/DS,5-7,114,,114,30,,0,2,9,-0.222,61.0,21.0,38.0,456.0,32.0,,,,21.0,,0.0
3,"Dugan, Caitlin",Fr,OH,6-1,110,,110,30,,269,130,726,0.191,8.0,,1.0,52.0,,8.0,52.0,10.0,303.0,2.0,0.0
9,"White, Allison",Jr,MB,6-2,110,,110,30,,158,56,372,0.27399999999999997,1.0,12.0,10.0,52.0,,18.0,73.0,4.0,224.5,1.0,0.0
2,"Rittimann, Kylie",Sr,DS,5-10,105,,105,30,,1,3,43,-0.047,55.0,22.0,21.0,203.0,21.0,,,,23.0,1.0,0.0
21,"Kanas, Brooke",So,RS,6-2,103,,103,29,,255,113,642,0.221,2.0,,,40.0,,2.0,35.0,4.0,274.5,,0.0
19,"Jones, Karrington",So,MB,6-0,101,,101,28,,164,63,396,0.255,3.0,1.0,2.0,31.0,2.0,19.0,73.0,7.0,220.5,,0.0
0,"Northcut, Katy",So,L/DS,5-4,97,,97,29,,1,0,4,0.25,16.0,19.0,31.0,199.0,18.0,,,,20.0,,0.0
13,"Kirby, Alex",So,S,6-0,67,,67,17,,64,20,159,0.27699999999999997,686.0,9.0,15.0,145.0,1.0,3.0,20.0,3.0,86.0,12.0,0.0
4,"Dodson, Lindsey",Fr,DS,5-6,52,,52,18,,0,1,7,-0.14300000000000002,18.0,11.0,19.0,103.0,9.0,,,,11.0,,0.0
14,"Rohme, Tatum",So,S,6-1,52,,52,16,,28,6,60,0.36700000000000005,505.0,5.0,30.0,69.0,,5.0,15.0,,45.5,17.0,0.0
12,"Boyer, Cadi",Fr,MB,6-3,27,,27,14,,31,11,73,0.27399999999999997,,,,5.0,,8.0,18.0,1.0,48.0,1.0,0.0
23,"Trefflich, Kylie",Fr,OH,5-10,21,,21,11,,38,15,126,0.183,,,,7.0,,2.0,3.0,1.0,41.5,,0.0
18,"Atwood, Chandler",Sr,OH,6-0,18,,18,8,,20,10,67,0.149,,,,4.0,,,5.0,2.0,22.5,,0.0
15,"Smith, Audrey",So,S,5-8,18,,18,12,,0,0,0,,6.0,2.0,5.0,4.0,,,,,2.0,1.0,
7,"Dodson, Lauren",Fr,DS,5-6,16,,16,10,,3,0,6,0.5,21.0,2.0,2.0,9.0,,,,,5.0,1.0,0.0
6,"Tuttle, Audrey",Fr,DS,5-10,14,,14,9,,0,1,2,-0.5,,,3.0,9.0,2.0,,,,,,
17,"Sagers, Maggie",Sr,L/DS,5-9,13,,13,11,,0,0,0,,,2.0,1.0,9.0,1.0,,,,2.0,,0.0
8,"Allison, Hannah",So,OH,5-11,9,,9,8,,6,3,20,0.15,,,,1.0,,1.0,,1.0,7.0,,0.0
10,"Gier, Kiari",So,L/DS,5-4,5,,5,4,,0,0,0,,1.0,,2.0,2.0,1.0,,,,,,0.0
1,"Harman, Haley",Jr,RS,6-1,4,,4,4,,1,1,10,0.0,,,,,,,2.0,,2.0,,
22,"Killinger, Haley",So,OH,5-11,1,,1,1,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,12,11,,0,0,0,,,,,,15.0,,,,,,0.0
-,Totals,-,-,-,-,-,116,4,,1530,616,4166,0.21899999999999997,1418.0,134.0,209.0,1714.0,136.0,74.0,332.0,39.0,1761.0,36.0,4.0
-,Opponent Totals,-,-,-,-,-,116,4,,1529,630,4110,0.21899999999999997,1441.0,137.0,231.0,1732.0,134.0,57.0,456.0,50.0,1820.0,24.0,4.0
