Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
14,"Kushner, Sarah",Fr,OH,5-10,132,,132,34,,251,131,748,0.16,38.0,37.0,25.0,357.0,38.0,3.0,33.0,5.0,307.5,1.0,0.0
4,"Martin, Kaylee",Jr,OH,5-9,132,,132,34,,526,218,1340,0.23,15.0,31.0,29.0,204.0,7.0,6.0,66.0,7.0,596.0,2.0,0.0
17,"Holt, Sydney",Jr,MB,6-1,132,,132,34,,338,108,760,0.303,8.0,18.0,37.0,82.0,1.0,16.0,139.0,21.0,441.5,1.0,0.0
13,"Ogogor, Emmy",Fr,MB,5-10,122,,122,33,,192,87,478,0.22,2.0,,,18.0,1.0,3.0,108.0,4.0,249.0,1.0,0.0
9,"Jankiewicz, Stef",Jr,S,5-10,120,,120,31,,105,19,305,0.282,1329.0,23.0,38.0,311.0,1.0,6.0,69.0,8.0,168.5,21.0,0.0
3,"Weimerskirch, Kaity",Fr,L,5-6,110,,110,31,,0,0,13,0.0,67.0,20.0,40.0,431.0,33.0,,,,20.0,,0.0
6,"Nicholson, Carley",So,S,5-6,103,,103,30,,1,0,3,0.33299999999999996,63.0,26.0,33.0,175.0,7.0,,,,27.0,6.0,0.0
7,"Meier, Kendal",Jr,DS,5-6,85,,85,24,,2,0,6,0.33299999999999996,73.0,12.0,14.0,370.0,22.0,,,,14.0,1.0,0.0
15,"Miller, Monica",Sr,MB,6-1,84,,84,25,,149,81,426,0.16,3.0,1.0,2.0,27.0,1.0,1.0,50.0,4.0,176.0,3.0,0.0
12,"Kronberg, Alyssa",Jr,L/DS,5-4,80,,80,25,,1,0,4,0.25,6.0,4.0,3.0,124.0,15.0,,,,5.0,,0.0
2,"Lynch, Taylor",Fr,OH,6-0,72,,72,23,,119,63,331,0.16899999999999998,4.0,,,36.0,5.0,,40.0,6.0,139.0,,0.0
10,"Hilliard, Kendee",Fr,OH,5-11,54,,54,23,,95,64,300,0.10300000000000001,2.0,,,17.0,4.0,1.0,10.0,3.0,100.5,,0.0
1,"Otten, Allie",Fr,S,5-9,39,,39,16,,6,1,11,0.455,95.0,11.0,16.0,34.0,,,,,17.0,3.0,0.0
16,"Lund, Nicole",Fr,MB,6-1,11,,11,5,,11,5,38,0.158,,,,2.0,,2.0,14.0,2.0,20.0,,0.0
11,"Hilliard, Paige",Fr,OH,5-10,8,,8,4,,13,4,36,0.25,,,,4.0,,,3.0,1.0,14.5,,0.0
5,"Keefe, Katelyn",Fr,L,5-10,4,,4,1,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,11,7,,0,0,0,,,,,,14.0,,,,,,0.0
-,Totals,-,-,-,-,-,132,11,,1809,781,4799,0.214,1705.0,183.0,237.0,2192.0,149.0,38.0,532.0,61.0,2296.0,39.0,11.0
-,Opponent Totals,-,-,-,-,-,132,11,,1503,716,4794,0.16399999999999998,1400.0,151.0,260.0,1870.0,184.0,52.0,490.0,56.0,1951.0,32.0,11.0
