Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
1,"Streuer, Jessica",So,S,5-7,105,,105,29,,28,5,113,0.204,893.0,11.0,17.0,204.0,1.0,,15.0,7.0,46.5,13.0,0.0
4,"Roberts, Jaycie",Jr,DS,5-7,104,,104,29,,298,103,860,0.22699999999999998,35.0,28.0,21.0,432.0,20.0,3.0,24.0,9.0,341.0,3.0,0.0
8,"Wright, Emillie",Sr,L,5-7,102,,102,29,,2,4,44,-0.045,60.0,24.0,21.0,402.0,42.0,,,,26.0,1.0,0.0
11,"Leitch, Caroline",Sr,OH,6-1,101,,101,29,,300,94,934,0.221,11.0,13.0,14.0,257.0,33.0,6.0,49.0,16.0,343.5,2.0,0.0
13,"Hetterscheidt, Grace",Jr,MB,6-3,88,,88,27,,194,84,483,0.228,5.0,17.0,17.0,88.0,2.0,3.0,41.0,11.0,234.5,2.0,0.0
5,"Redl-Harge, Mary",So,RS,6-1,78,,78,22,,202,58,609,0.23600000000000002,6.0,4.0,12.0,172.0,20.0,3.0,33.0,8.0,225.5,2.0,0.0
2,"Maris, Cameron",Sr,MB,6-1,76,,76,25,,51,17,157,0.217,11.0,7.0,11.0,27.0,1.0,12.0,66.0,15.0,103.0,1.0,0.0
7,"Allen, Taylor",Fr,MB,6-0,73,,73,22,,61,28,187,0.17600000000000002,1.0,,2.0,17.0,,11.0,48.0,14.0,96.0,1.0,0.0
9,"Kovacevic, Mirna",Sr,S,6-2,60,,60,22,,8,2,28,0.214,107.0,5.0,12.0,29.0,,1.0,2.0,2.0,15.0,4.0,0.0
15,"Carrol, Jada",Sr,RS,5-8,42,,42,20,,32,16,150,0.107,2.0,,,7.0,,2.0,12.0,1.0,40.0,1.0,0.0
16,"Berry, Hannah",Fr,OH,5-10,38,,38,18,,6,4,17,0.11800000000000001,,6.0,10.0,42.0,7.0,,,,12.0,,0.0
3,"Jandris, Molly",Fr,RS,6-0,27,,27,13,,23,19,118,0.034,3.0,2.0,6.0,22.0,3.0,2.0,6.0,,30.0,,0.0
12,"Cowsert, Christina",Fr,OH,6-0,12,,12,6,,9,9,51,0.0,2.0,,4.0,9.0,4.0,,4.0,,11.0,1.0,0.0
6,"Uhlig, Hallie",So,MB,5-9,3,,3,3,,0,0,0,,,,,3.0,,,,,,,0.0
20,"Weiby, Sarah",Jr,S,5-11,1,,1,2,,0,0,0,,,,,1.0,,,,,,,0.0
10,"Paris, Alex",Sr,OH,5-10,1,,1,1,,0,0,0,,,,,,,,,,,,0.0
14,"Simpson, Allie",Fr,RS,5-11,1,,1,1,,0,1,1,-1.0,,,,,,,,,,,
-,TEAM,-,-,-,-,-,9,6,,0,0,0,,,,,,33.0,,,,,,0.0
-,Totals,-,-,-,-,-,105,19,,1214,444,3752,0.205,1136.0,117.0,147.0,1712.0,166.0,43.0,300.0,83.0,1524.0,31.0,19.0
-,Opponent Totals,-,-,-,-,-,105,19,,1458,545,3994,0.22899999999999998,1359.0,165.0,226.0,1859.0,116.0,33.0,196.0,56.0,1754.0,40.0,19.0
