Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
16,"Jo Ince, Kailey",So,OH,6-1,132,,132,34,,508,179,1204,0.273,5.0,,2.0,109.0,6.0,18.0,29.0,3.0,540.5,1.0,0
4,"Feather, Kyndall",So,DS,5-6,132,,132,34,,2,1,11,0.091,27.0,50.0,73.0,291.0,21.0,,,,52.0,,0
5,"Muff, Taylor",Jr,OH,5-11,132,,132,34,,423,190,1206,0.193,38.0,38.0,56.0,341.0,20.0,17.0,44.0,9.0,500.0,1.0,0
7,"Schultz, Daisy",Jr,S,5-9,132,,132,34,,71,18,232,0.228,1505.0,22.0,57.0,288.0,1.0,3.0,36.0,13.0,113.5,19.0,0
10,"Hinrichs, Lauren",Jr,MB,6-1,131,,131,34,,289,82,671,0.308,14.0,1.0,4.0,49.0,,9.0,51.0,5.0,324.5,2.0,0
15,"McCartney, Jadyn",Jr,OH,5-11,122,,122,32,,224,103,595,0.203,15.0,28.0,26.0,263.0,19.0,2.0,15.0,4.0,261.5,,0
2,"Katarzynski, Laura",So,DS,5-8,119,,119,33,,1,0,6,0.16699999999999998,5.0,41.0,39.0,84.0,1.0,,,,42.0,1.0,0
6,"Els, Taylor",Sr,DS,5-6,101,,101,27,,3,1,18,0.111,64.0,26.0,34.0,462.0,39.0,,,,29.0,,0
1,"Bremer, Maddy",So,MB,6-0,96,,96,28,,111,66,309,0.146,6.0,1.0,2.0,18.0,,7.0,58.0,9.0,147.5,2.0,0
13,"Harris, Makenzie",Fr,OH,6-0,61,,61,21,,123,58,326,0.19899999999999998,,,,11.0,,,21.0,1.0,133.5,,0
14,"Huhn, Cece",Fr,MB,6-2,61,,61,26,,62,28,155,0.21899999999999997,4.0,,,9.0,,5.0,32.0,2.0,82.5,,0
8,"Boon, Michaela",Fr,DS,5-6,46,,46,19,,0,0,4,0.0,2.0,6.0,11.0,37.0,4.0,,,,6.0,,0
11,"Palmer, McKenna",So,MB,5-11,6,,6,3,,6,4,14,0.14300000000000002,,,1.0,2.0,1.0,,1.0,,6.5,,0
17,"Sciacca, McKenna",Fr,S,5-11,6,,6,6,,2,0,4,0.5,21.0,,2.0,7.0,,,,1.0,2.0,1.0,0
-,TEAM,-,-,-,-,-,8,5,,0,0,0,,,,,,31.0,,,,,,0
-,Totals,-,-,-,-,-,132,23,,1825,730,4755,0.23,1706.0,213.0,307.0,1971.0,143.0,61.0,287.0,47.0,2021.5,27.0,23
-,Opponent Totals,-,-,-,-,-,132,23,,1444,626,4290,0.191,1333.0,143.0,220.0,1792.0,213.0,63.0,485.0,49.0,1692.0,31.0,23
