Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
20,"Villegas, Yomaries",Jr,L/DS,5-5,123,,123,32,,5,2,25,0.12,130.0,43.0,49.0,458.0,52.0,,,,48.0,9.0,0.0
14,"Morris, Celene",So,S,5-8,123,,123,32,,62,17,193,0.233,1005.0,18.0,20.0,313.0,2.0,3.0,33.0,7.0,99.5,31.0,0.0
15,"Young, McKayla",Jr,MB,5-10,123,,123,32,,192,66,518,0.243,9.0,,,29.0,,15.0,85.0,16.0,249.5,1.0,0.0
13,"Alcox, Christine",Jr,OH,5-8,121,,121,32,,301,166,937,0.14400000000000002,10.0,5.0,6.0,84.0,30.0,4.0,35.0,6.0,327.5,,0.0
9,"Williams, Ammaarah",So,MB,6-0,120,,120,32,,187,52,442,0.305,21.0,35.0,24.0,67.0,1.0,11.0,75.0,15.0,270.5,3.0,0.0
8,"Pieh, Alyssa",Fr,L/DS,5-7,117,,117,31,,1,2,6,-0.16699999999999998,7.0,45.0,44.0,238.0,40.0,,,,46.0,,0.0
12,"Pilivi, Jessica",Sr,OH,5-10,117,,117,32,,20,29,106,-0.085,10.0,9.0,12.0,201.0,37.0,,6.0,1.0,32.0,,0.0
19,"Faulkner, Arlanda",So,OH,5-9,114,,114,30,,262,139,940,0.131,13.0,12.0,15.0,150.0,23.0,2.0,44.0,14.0,298.0,,0.0
21,"Sanders, Jasmine",So,OH,5-10,98,,98,32,,186,99,549,0.158,1.0,2.0,6.0,50.0,2.0,1.0,14.0,3.0,196.0,,0.0
17,"Mitchell, Isis",So,S,6-0,81,,81,23,,19,9,94,0.106,58.0,33.0,17.0,200.0,10.0,,3.0,1.0,53.5,4.0,0.0
35,"Louis, Estfania",So,RS,6-1,78,,78,26,,107,60,327,0.14400000000000002,1.0,,,27.0,,4.0,38.0,9.0,130.0,,0.0
16,"Wright, Braxton",Jr,DS,5-5,19,,19,12,,1,0,1,1.0,,1.0,1.0,9.0,2.0,,,,2.0,,0.0
36,"Lee, Hana",So,OH,5-9,15,,15,10,,3,4,20,-0.05,,1.0,,4.0,7.0,,,,4.0,,
11,"Goodwin, Morgan",So,MB,6-0,12,,12,11,,4,2,9,0.222,,,,,,1.0,2.0,,6.0,,
5,"White, Kennedy",Sr,OH,5-6,9,,9,6,,7,3,18,0.222,,,,1.0,,,2.0,,8.0,,
38,"Fuller, Elana",Fr,MB,5-9,2,,2,2,,0,0,0,,,,,,,,1.0,,0.5,,
-,TEAM,-,-,-,-,-,31,15,,0,0,0,,,,,,22.0,,,,,,0.0
-,Totals,-,-,-,-,-,123,1,,1357,650,4185,0.16899999999999998,1265.0,204.0,194.0,1831.0,228.0,41.0,338.0,72.0,1771.0,48.0,1.0
-,Opponent Totals,-,-,-,-,-,123,1,,1676,634,4416,0.23600000000000002,1585.0,228.0,258.0,1945.0,204.0,51.0,321.0,59.0,2115.5,60.0,1.0
