Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"Clarke, Caitlin",Sr,DS,5-6,105,,105,29,,5,4,18,0.055999999999999994,74.0,25.0,20.0,398.0,21.0,,,,30.0,2.0,0
1,"Suess, Peyton",Fr,OH,6-1,102,,102,29,,327,155,923,0.18600000000000003,12.0,31.0,19.0,245.0,39.0,4.0,42.0,2.0,383.0,2.0,0
14,"Della, Caitlyn",Sr,MB,6-3,93,,93,26,,254,75,526,0.34,4.0,,1.0,19.0,,11.0,85.0,7.0,307.5,1.0,0
12,"Washington, Peyton",So,L/DS,5-8,88,,88,28,,1,2,9,-0.111,14.0,2.0,6.0,109.0,23.0,,2.0,,4.0,,0
10,"Kuhn, Caroline",Jr,OH,6-2,84,,84,27,,197,78,576,0.207,6.0,10.0,39.0,46.0,8.0,1.0,20.0,7.0,218.0,,0
16,"Sebesta, Paige",Jr,OH,6-1,70,,70,22,,16,14,70,0.028999999999999998,12.0,6.0,9.0,104.0,28.0,,,1.0,22.0,,0
4,"Holt, Madeline",Jr,S,5-11,66,,66,19,,35,20,99,0.152,638.0,9.0,17.0,138.0,,2.0,34.0,6.0,63.0,20.0,0
3,"Nielson, Alysia",Jr,L/DS,5-6,66,,66,27,,0,0,2,0.0,10.0,2.0,6.0,87.0,15.0,,,,2.0,2.0,0
18,"Rassenfoss, Caroline",Sr,OH,6-2,65,,65,24,,80,48,288,0.111,2.0,4.0,13.0,33.0,5.0,1.0,32.0,8.0,100.5,1.0,0
13,"Childress, Jaclyn",So,MB,6-1,61,,61,25,,73,38,240,0.146,1.0,10.0,11.0,37.0,,2.0,19.0,5.0,94.5,1.0,0
15,"Saunders, Olivia",Jr,MB,6-2,58,,58,15,,109,33,225,0.33799999999999997,3.0,6.0,24.0,33.0,,7.0,42.0,9.0,143.0,,0
8,"Gonzales, Zoe",Fr,MB,6-3,50,,50,23,,47,21,122,0.213,2.0,11.0,20.0,14.0,,9.0,32.0,9.0,82.5,1.0,0
11,"Polechonski, Michelle",So,MB,6-2,49,,49,21,,60,28,146,0.21899999999999997,1.0,11.0,26.0,24.0,,1.0,26.0,2.0,84.5,1.0,0
5,"Kwiatkowski, Parker",Fr,S,6-0,45,,45,17,,23,9,74,0.18899999999999997,323.0,3.0,4.0,80.0,,,17.0,,34.5,19.0,0
21,"Krueger, Abby",So,OH,6-3,32,,32,17,,30,5,100,0.25,1.0,,4.0,17.0,3.0,1.0,11.0,1.0,36.0,,0
17,"Kortekaas, Haley",Jr,S,5-11,18,,18,11,,0,1,3,-0.33299999999999996,41.0,2.0,8.0,20.0,,,2.0,1.0,3.0,9.0,0
-,TEAM,-,-,-,-,-,13,7,,0,0,0,,,,,,9.0,,,,,,0
-,Totals,-,-,-,-,-,105,11,,1257,531,3421,0.212,1144.0,132.0,227.0,1404.0,151.0,39.0,364.0,58.0,1610.0,59.0,11
-,Opponent Totals,-,-,-,-,-,105,11,,1258,558,3522,0.19899999999999998,1166.0,151.0,200.0,1423.0,132.0,43.0,322.0,63.0,1613.0,44.0,11
