Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"Gillen, Jillian",Fr,OH,5-10,113,,113,30,,424,221,1182,0.172,21.0,29.0,60.0,240.0,42.0,8.0,37.0,3.0,479.5,,0.0
1,"Rippee, Rachel",Sr,S,6-0,111,,111,30,,41,7,111,0.306,679.0,11.0,19.0,161.0,,2.0,39.0,2.0,73.0,8.0,0.0
16,"Wheeler, Devyn",Jr,MB,6-0,109,,109,29,,205,61,525,0.27399999999999997,2.0,12.0,16.0,49.0,,3.0,61.0,1.0,250.5,1.0,0.0
8,"Pamphile, Elizabeth",Jr,MB,6-1,104,,104,28,,179,75,433,0.24,,,,25.0,1.0,9.0,83.0,6.0,229.5,,0.0
11,"Cartwright, Maggie",Fr,OH,6-0,103,,103,30,,246,139,747,0.14300000000000002,18.0,26.0,29.0,167.0,31.0,10.0,27.0,3.0,295.5,,0.0
21,"Ryan, Gracie",So,S,5-9,100,,100,28,,15,6,41,0.22,441.0,16.0,28.0,191.0,1.0,,3.0,2.0,32.5,10.0,0.0
2,"Downing, Savannah",Jr,L,5-5,91,,91,27,,1,1,8,0.0,63.0,6.0,34.0,224.0,26.0,,,,7.0,,0.0
13,"Garrett, Maylin",So,OH,6-0,88,,88,24,,122,83,370,0.105,4.0,,,21.0,1.0,,36.0,2.0,140.0,,0.0
5,"Evans, Lauren",So,OH,5-11,76,,76,24,,2,1,7,0.14300000000000002,23.0,23.0,24.0,175.0,26.0,,,,25.0,2.0,0.0
6,"Crumpton, Ellease",So,MB,6-3,59,,59,16,,64,26,152,0.25,4.0,14.0,23.0,16.0,2.0,2.0,50.0,3.0,105.0,,0.0
9,"Trainor, Klaire",Jr,OH,5-8,56,,56,20,,3,2,7,0.14300000000000002,28.0,3.0,5.0,124.0,12.0,,,,6.0,,0.0
15,"Stripp, Maia",So,MB,6-3,16,,16,4,,19,3,42,0.381,2.0,5.0,7.0,15.0,,1.0,11.0,1.0,30.5,1.0,
3,"Dirrigl, Hailey",Jr,OH,6-2,16,,16,5,,45,15,127,0.23600000000000002,,6.0,5.0,14.0,3.0,2.0,8.0,,57.0,,
17,"McGee, Abbigail",Fr,S,5-7,9,,9,5,,0,0,1,0.0,2.0,,1.0,9.0,,,,,,,
23,"Dernehl, Allyson",Sr,OH,5-9,9,,9,5,,8,14,43,-0.14,,,2.0,6.0,3.0,,3.0,1.0,9.5,,
-,TEAM,-,-,-,-,-,28,16,,0,0,0,,,,,,25.0,,,,,,0.0
-,Totals,-,-,-,-,-,113,3,,1374,654,3796,0.19,1287.0,151.0,253.0,1437.0,173.0,37.0,358.0,24.0,1741.0,22.0,3.0
-,Opponent Totals,-,-,-,-,-,113,3,,1400,551,3631,0.23399999999999999,1307.0,173.0,213.0,1501.0,151.0,44.0,481.0,51.0,1857.5,21.0,3.0
