Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
13,"Armer, Jacqui",Sr,MB,6-3,126,,126,33,,189,59,427,0.304,10.0,3.0,8.0,26.0,2.0,24.0,86.0,12.0,259.0,1.0,0.0
21,"Fitzner, Emily",Fr,S,6-0,126,,126,33,,14,3,43,0.256,738.0,25.0,46.0,199.0,,1.0,7.0,5.0,43.0,24.0,0.0
15,"Sloan, Megan",Sr,OH,6-1,124,,124,33,,183,79,522,0.19899999999999998,4.0,,2.0,36.0,2.0,8.0,68.0,3.0,225.0,,0.0
16,"Lofton, Deyshia",Sr,MB,6-2,120,,120,32,,241,74,599,0.27899999999999997,7.0,20.0,24.0,79.0,,22.0,86.0,12.0,326.0,2.0,0.0
22,"Malloy, Kamryn",Jr,OH,6-0,119,,119,32,,164,98,663,0.1,29.0,33.0,39.0,275.0,24.0,12.0,22.0,3.0,220.0,1.0,0.0
11,"Edwards, Breana",So,OH,6-2,104,,104,28,,362,159,1064,0.191,10.0,9.0,23.0,137.0,36.0,24.0,28.0,9.0,409.0,,0.0
1,"Brisack, Victoria",Sr,S,6-0,95,,95,25,,1,1,14,0.0,476.0,13.0,27.0,185.0,,,,,14.0,11.0,0.0
4,"Lebo, Bayli",Jr,DS,5-7,91,,91,29,,0,0,2,0.0,23.0,12.0,7.0,236.0,7.0,,,,12.0,1.0,0.0
2,"Huybers, Hayden",Sr,MB,6-1,89,,89,24,,138,60,371,0.21,2.0,,,20.0,,3.0,44.0,3.0,163.0,1.0,0.0
14,"Armstrong, Haley",Fr,L/DS,5-7,87,,87,24,,2,0,12,0.16699999999999998,88.0,18.0,33.0,324.0,33.0,,,,20.0,,0.0
8,"Koors, Meaghan",Sr,DS,5-8,85,,85,30,,1,1,8,0.0,8.0,6.0,17.0,113.0,13.0,,,,7.0,1.0,0.0
17,"Beerman, Kendall",Sr,OH,6-2,65,,65,22,,158,116,473,0.08900000000000001,6.0,,1.0,30.0,9.0,3.0,9.0,1.0,165.5,1.0,0.0
3,"Zumach, Kari",So,OH,6-3,44,,44,13,,49,32,174,0.098,,,,21.0,,3.0,23.0,2.0,63.5,1.0,0.0
9,"Thoman, Klaire",So,DS,5-5,17,,17,7,,0,0,0,,1.0,4.0,2.0,12.0,2.0,,,,4.0,,0.0
27,"Meehan, Nora",Jr,DS,5-6,8,,8,5,,0,1,1,-1.0,,,2.0,4.0,2.0,,,,,,0.0
5,"Oliphant, Sophie",Fr,DS,5-10,3,,3,4,,0,0,0,,,,,1.0,,,,,,,0.0
19,"Zulauf, Ashley",Fr,OH,6-0,2,,2,2,,1,2,4,-0.25,,,,,,,,,1.0,,0.0
7,"Yelich, Peyton",So,MB,6-2,1,,1,1,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,4,3,,0,0,0,,,,,,28.0,,,,,,0.0
-,Totals,-,-,-,-,-,126,25,,1503,685,4377,0.187,1402.0,143.0,231.0,1698.0,158.0,100.0,373.0,50.0,1680.5,44.0,25.0
-,Opponent Totals,-,-,-,-,-,126,25,,1588,694,4249,0.21,1501.0,157.0,249.0,1898.0,143.0,51.0,505.0,37.0,1845.5,30.0,25.0
