Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
1,"Newsome, Anna",Sr,S,5-9,112,,112,31,,92,8,166,0.506,1072.0,32.0,31.0,265.0,,2.0,29.0,1.0,140.5,8.0,0
9,"Jacobsen, Megan",Sr,MB,6-2,112,,112,31,,292,58,570,0.41100000000000003,15.0,5.0,5.0,70.0,,10.0,74.0,3.0,344.0,,0
2,"Benbow, Annie",So,L/DS,5-3,111,,111,31,,0,0,2,0.0,84.0,14.0,33.0,397.0,28.0,,,,14.0,1.0,0
3,"Douglass, Payton",Sr,L,5-6,108,,108,31,,3,2,5,0.2,59.0,10.0,19.0,179.0,12.0,,,,13.0,1.0,0
19,"Turner, Lauren",Fr,MB,6-1,107,,107,31,,159,38,336,0.36,6.0,,,12.0,4.0,20.0,89.0,10.0,223.5,,0
18,"Lukes, Katie",So,OH,6-2,105,,105,31,,300,98,704,0.287,6.0,,1.0,60.0,8.0,9.0,25.0,8.0,321.5,1.0,0
17,"Fayad, Thana",Sr,OH,6-2,104,,104,29,,298,137,783,0.20600000000000002,31.0,25.0,41.0,260.0,36.0,9.0,41.0,11.0,352.5,2.0,0
11,"Frohling, Grace",Fr,OPP,6-5,101,,101,28,,264,102,607,0.267,3.0,27.0,32.0,74.0,,4.0,58.0,2.0,324.0,,0
8,"Wiblin, Roxie",Jr,OH,6-2,100,,100,31,,149,74,432,0.174,10.0,27.0,31.0,149.0,14.0,1.0,13.0,5.0,183.0,,0
16,"Tastad, Camryn",So,L/DS,5-3,84,,84,29,,0,0,1,0.0,13.0,7.0,13.0,65.0,8.0,,,,7.0,,0
6,"Madill, Laura",So,S,5-11,39,,39,15,,0,0,2,0.0,176.0,2.0,7.0,47.0,,,,,2.0,1.0,0
15,"Priest, Megan",Sr,L,5-8,30,,30,14,,0,0,1,0.0,,,6.0,11.0,,,,,,,0
7,"Patrick, Hannah",Jr,OPP,6-2,29,,29,16,,24,16,87,0.092,1.0,,1.0,6.0,,1.0,11.0,2.0,30.5,,0
10,"May, Cami",Jr,RS,6-2,14,,14,10,,9,0,23,0.391,1.0,,,,,2.0,12.0,2.0,17.0,,0
-,TEAM,-,-,-,-,-,7,5,,0,0,0,,,,,,18.0,,,,,,0
-,Totals,-,-,-,-,-,112,11,,1590,534,3720,0.284,1477.0,149.0,220.0,1595.0,128.0,58.0,352.0,44.0,1909.0,14.0,11
-,Opponent Totals,-,-,-,-,-,112,11,,1224,568,3669,0.179,1126.0,128.0,245.0,1303.0,149.0,55.0,390.0,49.0,1556.0,21.0,11
