Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
20,"Abram, Dree'Ana",Sr,MB,6-2,110,,110,30,,249,97,658,0.231,11.0,24.0,32.0,90.0,,14.0,60.0,5.0,317.0,1.0,0.0
17,"Wisnoskie, Hali",Jr,OH,6-2,110,,110,30,,359,118,1200,0.201,29.0,16.0,27.0,294.0,28.0,13.0,37.0,1.0,406.5,4.0,0.0
24,"Breaux, Avery",Jr,S,5-6,110,,110,30,,36,12,139,0.17300000000000001,928.0,23.0,15.0,312.0,,2.0,14.0,1.0,68.0,25.0,0.0
2,"Ramirez, Hannah",Jr,L/DS,5-4,106,,106,29,,3,0,22,0.136,79.0,14.0,18.0,488.0,24.0,,,,17.0,2.0,0.0
6,"Bennett, Kelsey",So,OH,5-11,101,,101,27,,222,99,777,0.158,20.0,16.0,33.0,276.0,23.0,6.0,19.0,7.0,253.5,1.0,0.0
11,"Smith, Tia Jade",So,MB,6-2,99,,99,28,,156,49,368,0.29100000000000004,2.0,,1.0,29.0,,24.0,73.0,6.0,216.0,2.0,0.0
5,"Darling, Celeste",Fr,OH,6-0,95,,95,29,,206,83,628,0.196,4.0,6.0,14.0,49.0,1.0,6.0,45.0,3.0,240.5,,0.0
9,"Danna, Milayne",So,S,5-4,65,,65,21,,0,3,6,-0.5,15.0,5.0,16.0,174.0,13.0,,,,5.0,1.0,0.0
1,"Hebert, Lexi",Jr,DS,5-7,42,,42,13,,3,5,17,-0.11800000000000001,9.0,4.0,6.0,107.0,14.0,,,,7.0,,0.0
23,"Angelo, Julia",Jr,OH,5-9,33,,33,12,,8,12,49,-0.08199999999999999,3.0,1.0,3.0,49.0,4.0,,1.0,,9.5,,0.0
10,"Barnes, Kara",Fr,MB,5-11,32,,32,16,,24,21,84,0.036000000000000004,,1.0,,8.0,,2.0,9.0,,31.5,,0.0
13,"Johnson, Desiree",So,RS,5-11,31,,31,11,,47,23,152,0.158,4.0,,2.0,27.0,2.0,,10.0,2.0,52.0,2.0,0.0
18,"O'Grady, Darby",Sr,MB,5-11,28,,28,14,,35,19,102,0.157,,2.0,2.0,18.0,1.0,,3.0,1.0,38.5,,0.0
15,"Cantone, Gemma",So,S,5-11,23,,23,7,,0,2,7,-0.28600000000000003,98.0,4.0,13.0,33.0,1.0,,,,4.0,7.0,
3,"Turner, Claire",Fr,S,5-7,16,,16,7,,1,0,1,1.0,53.0,2.0,8.0,13.0,,,,,3.0,1.0,0.0
8,"Baranco, Elise",So,MB,6-0,9,,9,4,,10,7,26,0.115,,,3.0,,,3.0,1.0,1.0,13.5,,0.0
-,TEAM,-,-,-,-,-,52,15,,0,0,0,,,,,,16.0,,,,,,0.0
-,Totals,-,-,-,-,-,110,9,,1359,550,4236,0.191,1255.0,118.0,193.0,1967.0,127.0,70.0,272.0,27.0,1683.0,46.0,9.0
-,Opponent Totals,-,-,-,-,-,110,9,,1368,584,4215,0.18600000000000003,1278.0,127.0,218.0,1998.0,118.0,66.0,315.0,48.0,1718.5,46.0,9.0
