Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"Baker, Berklie",Jr,L/DS,5-9,108,,108,30,,2,1,11,0.091,64.0,22.0,30.0,244.0,30.0,,,,24.0,,0.0
14,"Nichols, McKenzie",Fr,S,5-10,106,,106,30,,32,16,86,0.18600000000000003,869.0,11.0,43.0,204.0,,,23.0,5.0,54.5,9.0,0.0
11,"Clark, Katie",So,OH,6-3,106,,106,30,,289,134,691,0.22399999999999998,9.0,10.0,24.0,42.0,,10.0,89.0,6.0,353.5,1.0,0.0
7,"Dennison, Dani",Jr,L/DS,5-7,105,,105,30,,4,0,8,0.5,53.0,18.0,24.0,308.0,30.0,,,,22.0,,0.0
15,"Nalls, Audrey",Fr,OH,6-1,103,,103,29,,263,164,789,0.125,11.0,16.0,42.0,196.0,26.0,8.0,55.0,17.0,314.5,,0.0
12,"Adams, Julia",Fr,OH,6-3,92,,92,28,,243,92,644,0.23399999999999999,2.0,,1.0,36.0,12.0,6.0,35.0,1.0,266.5,,0.0
22,"Waggle, Ashley",Jr,OH,6-0,68,,68,25,,151,71,407,0.19699999999999998,2.0,,,25.0,3.0,1.0,32.0,3.0,168.0,1.0,0.0
13,"Swafford, Bella",Fr,L/DS,5-8,65,,65,24,,1,0,5,0.2,12.0,12.0,10.0,84.0,6.0,,,,13.0,,0.0
19,"Manyang, Afedo",Fr,MB,6-3,64,,64,20,,104,44,257,0.233,1.0,14.0,24.0,19.0,1.0,2.0,59.0,6.0,149.5,,0.0
34,"Swanson, Sarah",Jr,MB,6-2,64,,64,20,,76,28,197,0.244,1.0,2.0,15.0,19.0,2.0,1.0,41.0,7.0,99.5,1.0,0.0
1,"McCall, Elan",So,OH,6-0,63,,63,17,,127,64,410,0.154,17.0,12.0,41.0,188.0,10.0,,15.0,3.0,146.5,,0.0
4,"Uçar, İrem",Fr,S,5-8,49,,49,21,,8,3,24,0.20800000000000002,227.0,3.0,13.0,38.0,,1.0,7.0,3.0,15.5,2.0,0.0
3,"Langs, Sarah",Sr,MB,6-3,48,,48,19,,46,18,138,0.203,1.0,1.0,5.0,2.0,,5.0,39.0,3.0,71.5,,0.0
21,"Wehrstein, Ashley",So,L/DS,5-5,26,,26,14,,0,0,0,,2.0,5.0,6.0,19.0,3.0,,,,5.0,,0.0
6,"Ignacio, Ina",Fr,L/DS,5-6,3,,3,3,,0,0,0,,,,1.0,,,,,,,,
-,TEAM,-,-,-,-,-,9,8,,0,0,0,,,,,,16.0,,,,,,0.0
-,Totals,-,-,-,-,-,108,5,,1346,635,3667,0.19399999999999998,1271.0,126.0,279.0,1424.0,139.0,34.0,395.0,54.0,1655.5,14.0,5.0
-,Opponent Totals,-,-,-,-,-,108,5,,1353,550,3544,0.22699999999999998,1272.0,139.0,272.0,1427.0,126.0,54.0,430.0,51.0,1726.0,26.0,5.0
