Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Welsh, Mackenzi",Sr,S,6-1,118,,118,32,,106,26,255,0.314,1301.0,24.0,38.0,260.0,,2.0,46.0,12.0,155.0,9.0,0
15,"Wetterstrom, Sydney",Sr,OH,6-1,118,,118,32,,325,152,910,0.19,27.0,26.0,31.0,299.0,29.0,1.0,36.0,2.0,370.0,,0
1,"Jones, Paige",So,OH,6-1,118,,118,32,,463,158,1212,0.252,18.0,39.0,64.0,262.0,30.0,2.0,39.0,2.0,523.5,,0
8,"Smith, Natalie",Jr,L,5-7,117,,117,32,,2,1,7,0.14300000000000002,104.0,18.0,30.0,401.0,57.0,,,1.0,20.0,2.0,0
14,"Robinson, Jess",Fr,MB,6-2,113,,113,32,,226,80,462,0.316,4.0,4.0,2.0,14.0,,6.0,69.0,5.0,270.5,1.0,0
4,"Rocafort, Katerina",Sr,S,5-8,113,,113,32,,0,0,1,0.0,15.0,22.0,32.0,71.0,,,,,22.0,1.0,0
3,"Hamacher, Kyleigh",Sr,L,5-7,105,,105,31,,1,0,3,0.33299999999999996,18.0,5.0,2.0,139.0,22.0,,,,6.0,,0
18,"Pertofsky, May",Fr,MB,6-1,103,,103,28,,244,91,563,0.272,9.0,36.0,77.0,64.0,,8.0,73.0,6.0,324.5,,0
16,"Crocker, Cori",Sr,MB,6-3,98,,98,28,,184,37,334,0.44,3.0,,1.0,25.0,,6.0,80.0,8.0,230.0,,0
7,"Malinowski, Abbey",So,OH,6-1,41,,41,23,,9,4,23,0.217,5.0,,1.0,28.0,6.0,,1.0,,9.5,,0
12,"Glavinic, Katarina",Sr,OH,6-2,35,,35,16,,44,18,112,0.23199999999999998,3.0,,,5.0,,1.0,14.0,2.0,51.0,,0
13,"Bair, Kayla",So,MB,6-2,26,,26,13,,29,19,79,0.127,,,,4.0,,1.0,18.0,,38.5,,0
10,"Beals, Amber",Fr,L,5-2,13,,13,10,,0,0,0,,,1.0,4.0,10.0,3.0,,,,1.0,,0
17,"Shannon, Kiara",Jr,MB,6-2,8,,8,6,,6,2,11,0.364,,,,,,,3.0,,7.0,,0
6,"Dowd, Maddie",Fr,S,5-9,6,,6,4,,0,0,0,,13.0,1.0,2.0,5.0,,,,,1.0,,0
11,"Persson, Grace",Fr,OH,6-2,3,,3,2,,2,0,5,0.4,,,,,,,1.0,,2.5,,0
5,"Brooks, Ellie",Jr,OH,5-11,3,,3,3,,1,0,1,1.0,,,,,,,,,1.0,,0
2,"Sadilek, Lizzie",So,OPP,6-3,2,,2,2,,2,0,4,0.5,,,,,,,,,2.0,,0
-,TEAM,-,-,-,-,-,7,5,,0,0,0,,,,,,17.0,,,,,,0
-,Totals,-,-,-,-,-,118,23,,1644,588,3982,0.265,1520.0,176.0,284.0,1587.0,164.0,27.0,380.0,38.0,1853.0,13.0,23
-,Opponent Totals,-,-,-,-,-,118,23,,1367,579,3805,0.207,1257.0,162.0,225.0,1451.0,177.0,65.0,428.0,62.0,1686.0,29.0,23
