Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
21,"Monserez, Marlie",So,S,6-0,117,,117,32,,81,23,224,0.259,1204.0,16.0,26.0,271.0,,7.0,47.0,6.0,127.5,24.0,0.0
14,"Gregory, Allie",Sr,DS,5-6,117,,117,32,,3,1,6,0.33299999999999996,118.0,23.0,41.0,481.0,21.0,,,,26.0,1.0,0.0
7,"Hammons, Paige",Jr,OH,6-1,116,,116,32,,273,91,748,0.243,30.0,41.0,51.0,252.0,28.0,13.0,37.0,3.0,345.5,,0.0
40,"Carlton, Holly",Jr,S,6-7,115,,115,32,,269,82,628,0.298,44.0,26.0,34.0,98.0,,8.0,72.0,9.0,339.0,1.0,0.0
20,"Hall, Thayer",So,OH,6-3,111,,111,30,,415,147,1077,0.249,22.0,34.0,41.0,271.0,29.0,17.0,40.0,6.0,486.0,,0.0
31,"Fischer, Riley",So,L/DS,5-7,108,,108,32,,0,0,1,0.0,20.0,5.0,9.0,119.0,8.0,,,,5.0,,0.0
5,"Kramer, Rachael",Sr,MB,6-8,107,,107,30,,277,65,517,0.41,1.0,3.0,9.0,22.0,1.0,16.0,82.0,9.0,337.0,1.0,0.0
99,"Dooley, Lauren",So,MB,6-6,101,,101,31,,134,29,277,0.379,3.0,,,10.0,,8.0,97.0,10.0,190.5,,0.0
23,"Hargreaves, Chanelle",Sr,DS,5-4,88,,88,24,,0,0,0,,2.0,16.0,21.0,34.0,,,,,16.0,,0.0
19,"Cerame, Paula",So,L/DS,5-8,55,,55,23,,0,0,1,0.0,12.0,,7.0,76.0,6.0,,,,,,0.0
9,"Sokolowski, Mia",Jr,OH,6-3,47,,47,22,,47,24,110,0.209,1.0,,,9.0,,5.0,6.0,7.0,55.0,1.0,0.0
2,"King, Darrielle",Jr,MB,6-3,44,,44,20,,56,14,112,0.375,,,1.0,8.0,,6.0,31.0,4.0,77.5,,0.0
32,"Warner, Haley",So,RS,6-2,24,,24,16,,14,11,44,0.068,1.0,,,5.0,,,9.0,3.0,18.5,,0.0
12,"Greer, Morgyn",Sr,OH,6-3,15,,15,10,,1,4,13,-0.231,,5.0,3.0,1.0,,,1.0,1.0,6.5,,0.0
37,"Martin, Anaya",So,S,5-8,3,,3,3,,0,0,0,,,,2.0,,,,,,,,
3,"Ceasar, T'Ara",Jr,OH,6-1,1,,1,1,,0,0,1,0.0,,,,,,,,,,,
-,TEAM,-,-,-,-,-,25,16,,0,0,0,,,,,,24.0,,,,,,0.0
-,Totals,-,-,-,-,-,117,5,,1570,491,3758,0.287,1458.0,169.0,245.0,1657.0,117.0,80.0,422.0,58.0,1898.0,28.0,5.0
-,Opponent Totals,-,-,-,-,-,117,5,,1357,638,3939,0.183,1272.0,118.0,239.0,1513.0,169.0,27.0,315.0,38.0,1545.5,30.0,5.0
