Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"Douglas, Caroline",Fr,L/DS,5-4,82,,82,21,,0,2,6,-0.33299999999999996,18.0,18.0,39.0,144.0,13.0,,1.0,,18.5,,0.0
4,"Raquel, Carmina",So,DS,5-8,77,,77,20,,3,1,17,0.11800000000000001,72.0,20.0,13.0,334.0,17.0,,1.0,,23.5,2.0,0.0
17,"Fornaciari, Daniela",So,MH,6-2,76,,76,20,,135,51,284,0.29600000000000004,4.0,12.0,38.0,17.0,,8.0,61.0,5.0,185.5,,0.0
22,"Leak, Autumn",Fr,OH,6-0,73,,73,20,,186,82,479,0.217,1.0,,,28.0,8.0,3.0,29.0,7.0,203.5,,0.0
7,"Jones, Parker",Jr,OH,6-1,72,,72,19,,200,84,592,0.196,8.0,9.0,9.0,137.0,25.0,2.0,20.0,3.0,221.0,1.0,0.0
3,"Planek, Margaret",So,MH,6-0,71,,71,19,,169,86,490,0.16899999999999998,17.0,18.0,46.0,139.0,16.0,1.0,41.0,1.0,208.5,2.0,0.0
14,"Leng, Caroline",Jr,OPP,6-3,67,,67,18,,102,37,243,0.267,3.0,5.0,6.0,15.0,1.0,7.0,51.0,2.0,139.5,1.0,0.0
23,"Burton, Kacie",Jr,S,6-0,46,,46,13,,36,6,90,0.33299999999999996,433.0,5.0,19.0,113.0,,2.0,13.0,6.0,49.5,10.0,0.0
12,"Sulaimon, Raven",Jr,OH,5-10,34,,34,15,,72,34,208,0.183,,,1.0,19.0,7.0,1.0,2.0,,74.0,,0.0
10,"Kulinski, Kylie",So,S,6-0,25,,25,8,,4,3,23,0.043,182.0,6.0,11.0,39.0,,,6.0,,12.5,9.0,0.0
8,"Fourticq, Taylor",Fr,S,5-10,18,,18,6,,3,1,12,0.16699999999999998,134.0,6.0,4.0,30.0,,,2.0,1.0,10.0,4.0,0.0
6,"Aimufua, Aiyu",So,MH,6-3,13,,13,4,,13,6,25,0.28,,,,,,3.0,11.0,6.0,21.5,,0.0
16,"Ernst, Daia",Jr,OPP,6-1,11,,11,3,,19,4,48,0.312,,,,3.0,,,7.0,1.0,22.5,,0.0
9,"Raquel, Caroline",Sr,OH,5-10,9,,9,3,,0,5,15,-0.33299999999999996,,2.0,3.0,11.0,2.0,,1.0,,2.5,,0.0
15,"Goldstein, Madison",Sr,OPP,6-0,6,,6,2,,14,7,41,0.171,5.0,,2.0,21.0,3.0,,2.0,2.0,15.0,,0.0
5,"Cohen, Carly",So,OH,5-10,5,,5,3,,0,0,0,,,,2.0,,,,,,,,0.0
13,"McGregor, Madeline",Fr,OH,5-11,5,,5,3,,3,0,4,0.75,,,1.0,,1.0,,,,3.0,,0.0
11,"Ford, Elizabeth",Fr,MH,6-3,1,,1,1,,0,0,1,0.0,,,,,,,1.0,,0.5,,
-,TEAM,-,-,-,-,-,6,4,,0,0,0,,,,,,16.0,,,,,,0.0
-,Totals,-,-,-,-,-,82,15,,1026,433,2745,0.21600000000000003,945.0,107.0,205.0,1103.0,117.0,28.0,256.0,35.0,1289.0,30.0,15.0
-,Opponent Totals,-,-,-,-,-,82,15,,989,400,2680,0.22,903.0,117.0,206.0,1079.0,108.0,37.0,257.0,34.0,1271.5,26.0,15.0
