Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Slattery, Savannah",Sr,OH,5-11,110,,110,29,,401,156,1042,0.235,9.0,13.0,24.0,224.0,39.0,9.0,36.0,4.0,441.0,,0.0
1,"Reid, Tess",Sr,S,5-8,105,,105,29,,42,14,140,0.2,829.0,26.0,37.0,214.0,,1.0,20.0,7.0,79.0,6.0,0.0
15,"Boehle, Ella",So,DS,5-9,103,,103,28,,4,9,42,-0.11900000000000001,42.0,26.0,37.0,250.0,28.0,,,1.0,30.0,,0.0
20,"Prichard, Jessie",Sr,S,5-9,100,,100,29,,20,4,70,0.22899999999999998,374.0,23.0,19.0,146.0,1.0,3.0,6.0,,49.0,,0.0
6,"Culo, Bo",Sr,OH,6-2,96,,96,25,,16,10,69,0.087,54.0,13.0,23.0,288.0,15.0,2.0,1.0,1.0,31.0,2.0,0.0
17,"Walters , Emmelyn",Fr,MB,6-3,90,,90,26,,143,50,358,0.26,2.0,2.0,8.0,17.0,,10.0,60.0,3.0,185.0,,0.0
4,"Johnson, Emma",Sr,MB,6-0,74,,74,26,,122,53,282,0.245,2.0,,,9.0,,2.0,35.0,11.0,141.5,,0.0
8,"Bartley, Sierra",Jr,OPP,6-2,71,,71,24,,85,29,230,0.243,,4.0,7.0,24.0,1.0,3.0,17.0,2.0,100.5,,0.0
13,"Booth, Rose",Fr,OH,6-1,68,,68,19,,222,93,588,0.21899999999999997,1.0,7.0,10.0,68.0,8.0,3.0,16.0,7.0,240.0,,0.0
10,"Rice, Megan",Sr,OH,6-0,64,,64,18,,194,92,473,0.21600000000000003,10.0,14.0,27.0,114.0,4.0,3.0,50.0,6.0,236.0,2.0,0.0
7,"Morrow, Alexis",Jr,MB,5-10,44,,44,19,,44,20,116,0.207,1.0,3.0,5.0,6.0,,9.0,39.0,3.0,75.5,,0.0
19,"Manross, Piper",Fr,OH,6-0,42,,42,14,,72,44,233,0.12,1.0,,2.0,30.0,10.0,,6.0,1.0,75.0,,0.0
21,"Teague, Meredith",Jr,OH,6-2,37,,37,13,,61,21,143,0.28,3.0,19.0,25.0,11.0,,3.0,21.0,4.0,93.5,,0.0
11,"Shroll, Mary",Fr,DS,5-8,26,,26,7,,1,0,7,0.14300000000000002,27.0,4.0,10.0,112.0,6.0,,,,5.0,1.0,
12,"Knowlton, Ella",So,MB,6-3,25,,25,12,,17,12,54,0.09300000000000001,,1.0,3.0,2.0,,1.0,14.0,1.0,26.0,,0.0
28,"Warren , Ariana",Fr,DS,5-8,2,,2,1,,0,0,0,,,,,,,,,,,,
24,"Personeni, Olivia",Fr,OH,5-11,1,,1,1,,0,0,0,,,,,,,,,,,,0.0
-,TEAM,-,-,-,-,-,11,6,,0,0,0,,,,,,49.0,,,,,,0.0
-,Totals,-,-,-,-,-,110,16,,1444,607,3847,0.218,1355.0,155.0,237.0,1515.0,161.0,49.0,321.0,51.0,1808.5,11.0,16.0
-,Opponent Totals,-,-,-,-,-,110,16,,1367,525,3684,0.22899999999999998,1252.0,151.0,242.0,1457.0,155.0,53.0,389.0,49.0,1765.5,19.0,16.0
