Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Stein, Alex",Sr,OH,6-1,122,,122,32,,414,173,1161,0.20800000000000002,27.0,22.0,31.0,322.0,33.0,10.0,44.0,8.0,468.0,,0.0
4,"Kolsky, Bridget",Jr,L/DS,5-9,122,,122,32,,3,0,16,0.188,95.0,28.0,41.0,484.0,27.0,,,1.0,31.0,1.0,0.0
17,"Kurowski, Julia",So,S,6-1,122,,122,32,,76,16,206,0.29100000000000004,1247.0,24.0,32.0,316.0,,11.0,62.0,14.0,142.0,21.0,0.0
14,"Lowe, Alli",Jr,OH,6-0,115,,115,31,,465,182,1289,0.22,16.0,16.0,48.0,234.0,21.0,15.0,30.0,6.0,511.0,1.0,0.0
7,"Chow, Ashley",So,L/DS,5-3,111,,111,31,,1,1,2,0.0,12.0,23.0,16.0,114.0,14.0,,,,24.0,,0.0
8,"Flaherty, Taylor",Sr,MB,6-1,111,,111,32,,187,76,523,0.212,4.0,7.0,6.0,49.0,,7.0,57.0,8.0,229.5,,0.0
5,"Horn-Bostel, Hailey",So,MB,6-2,108,,108,31,,185,55,448,0.29,2.0,,2.0,13.0,,22.0,88.0,13.0,251.0,2.0,0.0
15,"Carfino, Cami",Fr,DS,5-7,98,,98,31,,15,10,49,0.102,24.0,15.0,18.0,200.0,11.0,,1.0,2.0,30.5,1.0,0.0
19,"Thompson, Sophie",Fr,MB,6-2,90,,90,32,,106,36,249,0.281,1.0,,,21.0,,16.0,73.0,12.0,158.5,,0.0
2,"Cannon, Hannah",Sr,S,6-0,44,,44,23,,0,0,0,,1.0,7.0,14.0,13.0,,,,,7.0,,0.0
18,"Benck, Gabby",Sr,OH,6-1,41,,41,21,,9,9,34,0.0,,5.0,11.0,8.0,,,2.0,1.0,15.0,,0.0
10,"Lathan, Jessica",Sr,MB,6-0,39,,39,18,,54,6,108,0.444,1.0,,1.0,6.0,1.0,,27.0,1.0,67.5,1.0,0.0
3,"Leota, Athena",Fr,MB,6-0,36,,36,22,,32,14,81,0.222,2.0,,,6.0,,2.0,11.0,3.0,39.5,2.0,0.0
13,"Hamlin, Ellen",So,OH,5-9,35,,35,18,,21,12,58,0.155,3.0,4.0,9.0,43.0,5.0,,2.0,1.0,26.0,,0.0
1,"Davis, Taylor",Fr,OPP,5-10,24,,24,14,,26,10,73,0.21899999999999997,2.0,,,7.0,,3.0,5.0,1.0,31.5,,0.0
12,"Martinson, Anne",Fr,S,5-11,17,,17,11,,0,0,0,,5.0,3.0,2.0,1.0,,,,1.0,3.0,,0.0
20,"Jepson, Michala",Sr,RS,6-4,1,,1,1,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,9,9,,0,0,0,,,,,,22.0,,,,,,0.0
-,Totals,-,-,-,-,-,122,9,,1597,600,4306,0.23199999999999998,1442.0,154.0,231.0,1837.0,134.0,87.0,402.0,72.0,1792.0,29.0,9.0
-,Opponent Totals,-,-,-,-,-,122,9,,1477,710,4359,0.17600000000000002,1355.0,134.0,242.0,1762.0,154.0,61.0,284.0,47.0,1601.0,26.0,9.0
