Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
15,"Donaldson, Hannah",So,MB,6-3,84,,84,25,,129,51,292,0.267,3.0,28.0,52.0,25.0,1.0,17.0,63.0,16.0,205.5,,0
10,"Emmick, Maria",Jr,RS,6-0,84,,84,25,,142,102,662,0.06,19.0,5.0,6.0,82.0,28.0,5.0,31.0,6.0,167.5,,0
21,"Roycraft, Alexandria",Jr,MB,6-2,83,,83,25,,90,57,276,0.12,4.0,,1.0,15.0,,21.0,69.0,13.0,145.5,,0
4,"Coleman, Charissa",Sr,DS,5-4,82,,82,25,,4,1,31,0.09699999999999999,22.0,15.0,10.0,277.0,27.0,,,,19.0,1.0,0
9,"Sprinkle, Abbey",Jr,S,5-9,68,,68,21,,14,3,54,0.204,254.0,6.0,5.0,136.0,2.0,,2.0,2.0,21.0,10.0,0
3,"Bolden, Sophia",Fr,S,5-8,68,,68,23,,12,8,59,0.068,8.0,7.0,6.0,120.0,15.0,,4.0,,20.5,,0
12,"Jeffcoat-Troy, Maya",Sr,RS,5-10,67,,67,22,,84,59,260,0.096,16.0,,1.0,30.0,,4.0,39.0,3.0,107.5,4.0,0
11,"Downer, Ashley",Fr,L/DS,5-7,62,,62,20,,1,1,12,0.0,9.0,24.0,10.0,134.0,19.0,,,,25.0,,0
5,"Griffith, Elizabeth",Jr,MB,6-1,54,,54,18,,103,59,341,0.129,13.0,,,23.0,9.0,,16.0,3.0,111.0,1.0,0
7,"Riggs, Madi",So,S,5-7,47,,47,18,,6,1,23,0.217,140.0,4.0,9.0,47.0,3.0,,,,10.0,8.0,0
16,"Johnston, Molly",Sr,OH,5-11,41,,41,13,,106,70,325,0.111,6.0,1.0,6.0,50.0,10.0,1.0,9.0,,112.5,1.0,0
23,"Rocassin, Lauryn",So,S,5-9,41,,41,12,,12,13,62,-0.016,195.0,8.0,9.0,82.0,,,11.0,,25.5,8.0,0
18,"McCullough, Delaney",Fr,MB,6-0,40,,40,19,,29,32,182,-0.016,4.0,2.0,,13.0,8.0,,12.0,2.0,37.0,,0
6,"Brooks, Gwyn",Fr,RS,5-9,25,,25,13,,12,11,42,0.024,29.0,1.0,3.0,11.0,1.0,,5.0,3.0,15.5,1.0,0
8,"Garrison, Kylee",So,OH,5-10,21,,21,7,,46,29,182,0.09300000000000001,5.0,4.0,5.0,38.0,14.0,,1.0,,50.5,,0
14,"Mayo, Caitie",So,DS,5-5,10,,10,5,,1,0,1,1.0,2.0,,,6.0,2.0,,,,1.0,,0
-,TEAM,-,-,-,-,-,9,3,,0,0,0,,,,,,26.0,,,,,,0
-,Totals,-,-,-,-,-,84,19,,791,497,2804,0.105,729.0,105.0,123.0,1089.0,165.0,48.0,262.0,48.0,1075.0,34.0,19
-,Opponent Totals,-,-,-,-,-,84,19,,1145,440,2896,0.243,1042.0,164.0,141.0,1309.0,105.0,46.0,242.0,22.0,1476.0,23.0,19
