Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
16,"Gergen, Gillian",Jr,MB,6-0,125,,125,31,,205,57,651,0.22699999999999998,3.0,15.0,6.0,72.0,1.0,6.0,103.0,1.0,277.5,1.0,0
11,"Plock, Emily",Jr,OPP,6-2,125,,125,31,,472,165,1361,0.226,8.0,20.0,17.0,230.0,10.0,4.0,94.0,4.0,543.0,2.0,0
17,"Aspinwall, Paige",Sr,S,5-10,125,,125,31,,8,4,24,0.16699999999999998,820.0,18.0,21.0,291.0,,,4.0,4.0,28.0,4.0,0
2,"Macke, Kylee",Jr,DS,5-6,121,,121,30,,3,1,8,0.25,97.0,22.0,26.0,589.0,37.0,,,,25.0,,0
3,"Rabbitt, Michele",Fr,OH,6-1,120,,120,30,,200,117,936,0.08900000000000001,5.0,10.0,20.0,95.0,34.0,1.0,30.0,6.0,226.0,,0
4,"Tubbs, Elle",Sr,MB,6-4,118,,118,30,,159,47,448,0.25,1.0,17.0,42.0,43.0,1.0,11.0,84.0,2.0,229.0,1.0,0
5,"Smith, Caitlyn",So,S,5-10,110,,110,30,,18,4,64,0.21899999999999997,329.0,9.0,6.0,142.0,1.0,1.0,16.0,2.0,36.0,12.0,0
14,"Ford, Madi",Jr,DS,5-8,108,,108,30,,7,6,44,0.023,8.0,13.0,25.0,223.0,30.0,,1.0,,20.0,,0
1,"Pioske, Danielle",So,L/DS,5-7,80,,80,25,,1,2,21,-0.048,6.0,5.0,5.0,136.0,20.0,,,,6.0,,0
9,"Bush, Haley",Fr,OH,6-2,57,,57,15,,226,114,601,0.18600000000000003,7.0,7.0,28.0,135.0,20.0,5.0,32.0,,254.0,,0
18,"Lemke, Alex",Fr,RS,6-0,54,,54,17,,30,16,142,0.099,61.0,,,10.0,,,12.0,1.0,36.0,1.0,0
8,"Dolphin, Riley",So,MB,6-2,38,,38,12,,43,17,115,0.226,1.0,1.0,4.0,6.0,,7.0,29.0,3.0,65.5,,0
13,"Baxter, Maddy",Fr,S,5-10,32,,32,13,,2,1,6,0.16699999999999998,1.0,6.0,10.0,61.0,15.0,,,,8.0,,0
12,"Kent, Haylee",Fr,OH,6-2,31,,31,9,,50,42,247,0.032,,,,12.0,1.0,1.0,7.0,1.0,54.5,,0
25,"Oberpriller, Taylor",So,RS,6-0,23,,23,10,,8,9,35,-0.028999999999999998,,,2.0,3.0,,2.0,16.0,1.0,18.0,,0
-,TEAM,-,-,-,-,-,31,16,,0,1,1,-1.0,,,,,35.0,,,,,,0
-,Totals,-,-,-,-,-,125,7,,1432,603,4704,0.17600000000000002,1353.0,143.0,213.0,2074.0,206.0,38.0,428.0,25.0,1827.0,21.0,7
-,Opponent Totals,-,-,-,-,-,125,7,,1782,746,4922,0.21,1710.0,206.0,268.0,2364.0,143.0,31.0,442.0,59.0,2240.0,30.0,7
