Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
17,"McCarthy, Peyton",Jr,MH,6-1,127,,127,34,,362,138,860,0.26,6.0,21.0,32.0,80.0,,19.0,95.0,10.0,449.5,2.0,0
4,"Grant, Jillie",So,OH,5-11,127,,127,34,,316,178,1131,0.122,16.0,15.0,27.0,327.0,34.0,3.0,32.0,6.0,350.0,,0
9,"Anderson, Brittany",Jr,S,5-11,127,,127,34,,52,14,214,0.17800000000000002,1076.0,23.0,27.0,336.0,,4.0,49.0,6.0,103.0,4.0,0
7,"Cookerly, Rylee",Jr,L,5-2,127,,127,34,,2,2,42,0.0,119.0,29.0,24.0,667.0,21.0,,,,31.0,1.0,0
11,"Bulmahn, Jaclyn",Jr,OH,6-0,126,,126,34,,277,150,923,0.138,5.0,3.0,4.0,50.0,5.0,9.0,60.0,13.0,319.0,,0
16,"Cummings, Ally",Jr,RS,5-11,113,,113,31,,216,93,708,0.174,6.0,,1.0,45.0,,2.0,49.0,8.0,242.5,,0
10,"Ravotto, Bella",Fr,OH,5-8,85,,85,24,,73,57,355,0.045,16.0,15.0,14.0,249.0,20.0,,4.0,3.0,90.0,1.0,0
1,"Hart, Haley",So,MH,6-1,75,,75,22,,121,53,313,0.217,1.0,,,29.0,1.0,7.0,69.0,1.0,161.5,,0
2,"Flynders, Melissa",Jr,DS,5-8,69,,69,24,,7,9,43,-0.047,12.0,15.0,16.0,150.0,15.0,,,,22.0,,0
6,"Cooper, Kara",Fr,MH,6-3,65,,65,21,,82,37,249,0.18100000000000002,1.0,2.0,2.0,13.0,,13.0,41.0,10.0,117.5,,0
12,"Westphal, Brooke",Sr,OH,5-8,65,,65,24,,2,4,32,-0.062,3.0,11.0,5.0,121.0,9.0,,,1.0,13.0,1.0,0
15,"Pease, Leah",Fr,S,5-7,46,,46,18,,1,0,19,0.053,183.0,8.0,12.0,77.0,,,,1.0,9.0,7.0,0
14,"Daniels, Gabby",So,DS,5-5,33,,33,19,,0,0,0,,1.0,1.0,2.0,24.0,,,,,1.0,,0
32,"Boyer, Maddy",Fr,OH,6-0,27,,27,9,,29,24,104,0.048,3.0,2.0,3.0,20.0,7.0,,11.0,2.0,36.5,,0
5,"Speck, Rachel",Fr,MH,6-1,6,,6,5,,1,0,3,0.33299999999999996,,,,1.0,,,2.0,,2.0,1.0,0
13,"Geise, MaKayla",Fr,OH,6-1,5,,5,4,,3,1,7,0.28600000000000003,,,,1.0,,,,1.0,3.0,,0
8,"Brown, Alana",Sr,DS,5-5,3,,3,2,,0,0,0,,,,,,,,,,,,0
66,"Bechtold, Nicki",Fr,OH,5-8,2,,2,2,,0,0,0,,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,5,4,,0,0,0,,,,,,23.0,,,,,,0
-,Totals,-,-,-,-,-,127,28,,1544,760,5003,0.157,1448.0,145.0,169.0,2190.0,135.0,57.0,412.0,62.0,1824.0,17.0,28
-,Opponent Totals,-,-,-,-,-,127,28,,1678,728,4963,0.191,1581.0,134.0,217.0,2276.0,145.0,62.0,480.0,35.0,1986.0,37.0,28
